# BEAST v10.5.0
# Generated Wed May 06 17:39:26 BST 2026 [seed=1778085564350]
# -threads 1 dependent_11.xml
state	joint	prior	likelihood	rootHeight	treeLength	yule.birthRate	clock.rate	meanRate	treeLikelihood	branchRates	speciation
0	-3576.286978672175	-810.6297280203928	-2765.657250651782	83.93670375080372	407.4147888392466	2.0	1.0	1.0	-2765.657250651782	0.0	-808.5912530534538
1000	-2271.9564153935457	-42.12556360845006	-2229.8308517850955	74.01612375618609	268.96671169480805	0.0476489874973662	1.0	1.0	-2229.8308517850955	0.0	-40.211036563415405
2000	-2115.741454784411	-42.77835870936813	-2072.963096075043	65.9718591785931	279.5520260643764	0.04954905138696334	1.0	1.0	-2072.963096075043	0.0	-40.8946671713542
3000	-2001.837348490084	-41.52631556708925	-1960.3110329229946	57.55323638540546	261.6952044056003	0.04143648939994295	1.0	1.0	-1960.3110329229946	0.0	-39.49607116221469
4000	-1863.3151605432995	-41.36370348912339	-1821.9514570541762	55.56073429428637	250.01083818923973	0.030326393240625724	1.0	1.0	-1821.9514570541762	0.0	-39.04355892752829
5000	-1862.2872675963965	-40.33581054222041	-1821.9514570541762	58.982584829206566	232.56719609340826	0.044971407638970264	1.0	1.0	-1821.9514570541762	0.0	-38.37442957156922
6000	-1855.8776932565838	-39.56325831542954	-1816.3144349411543	55.33512575208636	206.06553015521976	0.06281538139482033	1.0	1.0	-1816.3144349411543	0.0	-37.85208264848257
7000	-1858.893382867755	-40.00681125715571	-1818.8865716105993	55.93672277187699	195.85775217265922	0.02836475406087891	1.0	1.0	-1818.8865716105993	0.0	-37.6189286000881
8000	-1617.1218648079832	-36.87652960716337	-1580.24533520082	40.590007506259674	149.55735991685873	0.0952707154778501	1.0	1.0	-1580.24533520082	0.0	-35.40773191386813
9000	-1586.9141824480876	-36.19632334528733	-1550.7178591028003	43.109565482739576	148.78865947294437	0.05189369386026412	1.0	1.0	-1550.7178591028003	0.0	-34.348215160545536
10000	-1588.404084185233	-37.8001054649721	-1550.6039787202608	49.60044319190012	163.17385528812582	0.03738048827799105	1.0	1.0	-1550.6039787202608	0.0	-35.67897611531351
11000	-1439.6962999964926	-35.73192853880729	-1403.9643714576853	44.96607216452985	139.4544912567419	0.05148888897060262	1.0	1.0	-1403.9643714576853	0.0	-33.877860001367836
12000	-1413.450707808732	-31.099602470829705	-1382.3511053379023	25.551894362133876	86.98715528310359	0.135488494516207	1.0	1.0	-1382.3511053379023	0.0	-29.775575693838743
13000	-1411.3537718369735	-28.2076039732876	-1383.1461678636858	19.09186779645153	64.57393866937429	0.11937575702775187	1.0	1.0	-1383.1461678636858	0.0	-26.837875060388733
14000	-1304.7686955176762	-16.76317115879682	-1288.0055243588793	8.468702228584187	17.63769660805686	0.6661597058506322	1.0	1.0	-1288.0055243588793	0.0	-15.40555533183462
15000	-1068.8795889133282	5.457838975022258	-1074.3374278883505	0.45370489939258746	1.2001683236016865	7.972958558780477	1.0	1.0	-1074.3374278883505	0.0	9.115608414672437
16000	-1059.9592900092748	6.32745903319144	-1066.2867490424662	0.35130999513981653	0.9644667374343239	4.520820343097903	1.0	1.0	-1066.2867490424662	0.0	9.21806037607642
17000	-1054.9625907359487	7.0242745504120885	-1061.9868652863609	0.3809611841269909	0.9943122183068631	8.748646287625629	1.0	1.0	-1061.9868652863609	0.0	10.821204908304374
18000	-1054.538866197145	6.892035635392355	-1061.4309018325373	0.3952635272659353	1.0215240571638524	6.978720375702998	1.0	1.0	-1061.4309018325373	0.0	10.356859402341257
19000	-1054.6135688937552	5.285452437312737	-1059.8990213310678	0.46695814408309066	1.1796201750371342	4.398122009016032	1.0	1.0	-1059.8990213310678	0.0	8.142485249005908
20000	-1056.3554640232205	5.543218772996796	-1061.8986827962174	0.47957135344144153	1.2043036312422377	5.33211020824548	1.0	1.0	-1061.8986827962174	0.0	8.642243955871852
21000	-1055.4675181288767	4.800799883954082	-1060.2683180128308	0.4967595746613447	1.2557905989909304	8.585179456688255	1.0	1.0	-1060.2683180128308	0.0	8.569148926467058
22000	-1052.9709380753563	5.572272387230303	-1058.5432104625866	0.4418374060274498	1.1391943715973152	4.581934236336029	1.0	1.0	-1058.5432104625866	0.0	8.479377388791967
23000	-1055.85957336622	3.4894332984469214	-1059.349006664667	0.6678590718999462	1.5957248329028222	4.6976623898684	1.0	1.0	-1059.349006664667	0.0	6.427408658079539
24000	-1053.8327458442243	6.104174791368882	-1059.9369206355932	0.41867340486063354	1.1302196453398854	7.36969878156816	1.0	1.0	-1059.9369206355932	0.0	9.647013167151856
25000	-1054.4027626112152	4.770983055947763	-1059.1737456671628	0.5313436098143443	1.3147568155779392	7.274803202088232	1.0	1.0	-1059.1737456671628	0.0	8.295153760957112
26000	-1058.2861618630789	3.4648739689356076	-1061.7510358320144	0.5493083210180568	1.4159464934846928	8.512844621126494	1.0	1.0	-1061.7510358320144	0.0	7.220452902179586
27000	-1056.2516574922304	4.579089505499692	-1060.83074699773	0.49579163279516086	1.3070755746488854	4.120422161796905	1.0	1.0	-1060.83074699773	0.0	7.3578974561823
28000	-1058.6516745082226	5.65378656995204	-1064.3054610781746	0.4223484986808253	1.1647367733785998	8.32913852486787	1.0	1.0	-1064.3054610781746	0.0	9.376586361549439
29000	-1057.8782728049605	4.058643982058298	-1061.9369167870188	0.5278676357763612	1.3612332603082609	8.237969157233977	1.0	1.0	-1061.9369167870188	0.0	7.764987054175704
30000	-1055.6765774681855	4.397748073005063	-1060.0743255411905	0.5717013345070704	1.4185856383728137	5.596041295250096	1.0	1.0	-1060.0743255411905	0.0	7.560071112606453
31000	-1055.5073745974494	6.234666612181054	-1061.7420412096303	0.42082135809273913	1.1115314191126058	7.448414512693748	1.0	1.0	-1061.7420412096303	0.0	9.792863980458083
32000	-1058.4187416759441	5.733200533662364	-1064.1519422096064	0.36045467819773885	0.9910036137762556	13.080533472821347	1.0	1.0	-1064.1519422096064	0.0	10.17727023354399
33000	-1054.5122755813088	4.672331433609785	-1059.1846070149186	0.4573158683476563	1.1975758354470538	10.154153088728455	1.0	1.0	-1059.1846070149186	0.0	8.700576769438824
34000	-1047.846426875718	5.481042013209523	-1053.3274688889276	0.4850871592843463	1.2310805830615172	6.465571363967605	1.0	1.0	-1053.3274688889276	0.0	8.838783112564414
35000	-1049.3099502812213	6.910629318462331	-1056.2205795996836	0.3784904036875657	0.9828092718949483	9.91789769187462	1.0	1.0	-1056.2205795996836	0.0	10.90166694425449
36000	-1052.9064831456046	5.271305140759827	-1058.1777882863644	0.4237811271978084	1.0603870358945682	12.152191552173042	1.0	1.0	-1058.1777882863644	0.0	9.591559374037274
