"RF","tree_id","dataset"
24,1,"independent"
24,2,"independent"
20,3,"independent"
24,4,"independent"
24,5,"independent"
24,6,"independent"
28,7,"independent"
18,8,"independent"
18,9,"independent"
24,10,"independent"
18,11,"independent"
22,12,"independent"
24,13,"independent"
20,14,"independent"
28,15,"independent"
24,16,"independent"
32,17,"independent"
26,18,"independent"
28,19,"independent"
20,20,"independent"
26,21,"independent"
24,22,"independent"
24,23,"independent"
20,24,"independent"
16,25,"independent"
16,26,"independent"
22,27,"independent"
20,28,"independent"
26,29,"independent"
24,30,"independent"
28,31,"independent"
24,32,"independent"
22,33,"independent"
30,34,"independent"
26,35,"independent"
22,36,"independent"
20,37,"independent"
20,38,"independent"
24,39,"independent"
20,40,"independent"
22,41,"independent"
22,42,"independent"
14,43,"independent"
20,44,"independent"
14,45,"independent"
20,46,"independent"
18,47,"independent"
26,48,"independent"
24,49,"independent"
18,50,"independent"
24,51,"independent"
24,52,"independent"
26,53,"independent"
18,54,"independent"
22,55,"independent"
18,56,"independent"
22,57,"independent"
28,58,"independent"
22,59,"independent"
26,60,"independent"
22,61,"independent"
24,62,"independent"
24,63,"independent"
24,64,"independent"
22,65,"independent"
18,66,"independent"
16,67,"independent"
22,68,"independent"
26,69,"independent"
24,70,"independent"
22,71,"independent"
26,72,"independent"
24,73,"independent"
24,74,"independent"
22,75,"independent"
22,76,"independent"
26,77,"independent"
24,78,"independent"
24,79,"independent"
24,80,"independent"
26,81,"independent"
26,82,"independent"
26,83,"independent"
20,84,"independent"
30,85,"independent"
20,86,"independent"
22,87,"independent"
24,88,"independent"
26,89,"independent"
24,90,"independent"
24,91,"independent"
22,92,"independent"
24,93,"independent"
26,94,"independent"
26,95,"independent"
24,96,"independent"
24,97,"independent"
28,98,"independent"
24,99,"independent"
24,100,"independent"
28,101,"independent"
22,102,"independent"
28,103,"independent"
22,104,"independent"
20,105,"independent"
22,106,"independent"
24,107,"independent"
26,108,"independent"
26,109,"independent"
22,110,"independent"
24,111,"independent"
24,112,"independent"
20,113,"independent"
22,114,"independent"
26,115,"independent"
22,116,"independent"
20,117,"independent"
28,118,"independent"
24,119,"independent"
24,120,"independent"
20,121,"independent"
26,122,"independent"
24,123,"independent"
22,124,"independent"
22,125,"independent"
22,126,"independent"
26,127,"independent"
22,128,"independent"
16,129,"independent"
20,130,"independent"
28,131,"independent"
24,132,"independent"
22,133,"independent"
22,134,"independent"
22,135,"independent"
26,136,"independent"
24,137,"independent"
24,138,"independent"
24,139,"independent"
28,140,"independent"
22,141,"independent"
28,142,"independent"
24,143,"independent"
28,144,"independent"
20,145,"independent"
26,146,"independent"
22,147,"independent"
20,148,"independent"
22,149,"independent"
30,150,"independent"
22,151,"independent"
24,152,"independent"
24,153,"independent"
24,154,"independent"
24,155,"independent"
28,156,"independent"
22,157,"independent"
22,158,"independent"
24,159,"independent"
20,160,"independent"
20,161,"independent"
22,162,"independent"
26,163,"independent"
20,164,"independent"
26,165,"independent"
24,166,"independent"
26,167,"independent"
24,168,"independent"
26,169,"independent"
30,170,"independent"
22,171,"independent"
26,172,"independent"
22,173,"independent"
26,174,"independent"
24,175,"independent"
20,176,"independent"
24,177,"independent"
24,178,"independent"
26,179,"independent"
22,180,"independent"
18,181,"independent"
22,182,"independent"
16,183,"independent"
28,184,"independent"
22,185,"independent"
24,186,"independent"
26,187,"independent"
24,188,"independent"
26,189,"independent"
22,190,"independent"
24,191,"independent"
24,192,"independent"
20,193,"independent"
28,194,"independent"
30,195,"independent"
20,196,"independent"
22,197,"independent"
22,198,"independent"
16,199,"independent"
26,200,"independent"
22,201,"independent"
26,202,"independent"
22,203,"independent"
26,204,"independent"
20,205,"independent"
24,206,"independent"
22,207,"independent"
26,208,"independent"
26,209,"independent"
24,210,"independent"
22,211,"independent"
22,212,"independent"
24,213,"independent"
26,214,"independent"
28,215,"independent"
24,216,"independent"
26,217,"independent"
26,218,"independent"
22,219,"independent"
22,220,"independent"
22,221,"independent"
24,222,"independent"
24,223,"independent"
22,224,"independent"
26,225,"independent"
22,226,"independent"
28,227,"independent"
22,228,"independent"
22,229,"independent"
20,230,"independent"
24,231,"independent"
24,232,"independent"
20,233,"independent"
22,234,"independent"
28,235,"independent"
26,236,"independent"
24,237,"independent"
26,238,"independent"
26,239,"independent"
20,240,"independent"
26,241,"independent"
28,242,"independent"
18,243,"independent"
26,244,"independent"
24,245,"independent"
20,246,"independent"
24,247,"independent"
20,248,"independent"
16,249,"independent"
20,250,"independent"
22,251,"independent"
26,252,"independent"
22,253,"independent"
24,254,"independent"
24,255,"independent"
28,256,"independent"
26,257,"independent"
24,258,"independent"
22,259,"independent"
24,260,"independent"
24,261,"independent"
22,262,"independent"
28,263,"independent"
20,264,"independent"
22,265,"independent"
20,266,"independent"
22,267,"independent"
28,268,"independent"
32,269,"independent"
26,270,"independent"
28,271,"independent"
22,272,"independent"
20,273,"independent"
22,274,"independent"
22,275,"independent"
24,276,"independent"
26,277,"independent"
26,278,"independent"
22,279,"independent"
24,280,"independent"
24,281,"independent"
24,282,"independent"
28,283,"independent"
24,284,"independent"
28,285,"independent"
26,286,"independent"
30,287,"independent"
26,288,"independent"
20,289,"independent"
22,290,"independent"
26,291,"independent"
26,292,"independent"
28,293,"independent"
24,294,"independent"
24,295,"independent"
24,296,"independent"
24,297,"independent"
28,298,"independent"
26,299,"independent"
24,300,"independent"
24,301,"independent"
26,302,"independent"
20,303,"independent"
20,304,"independent"
20,305,"independent"
24,306,"independent"
18,307,"independent"
24,308,"independent"
18,309,"independent"
18,310,"independent"
18,311,"independent"
32,312,"independent"
22,313,"independent"
22,314,"independent"
24,315,"independent"
22,316,"independent"
20,317,"independent"
20,318,"independent"
26,319,"independent"
20,320,"independent"
22,321,"independent"
24,322,"independent"
24,323,"independent"
24,324,"independent"
24,325,"independent"
26,326,"independent"
26,327,"independent"
26,328,"independent"
22,329,"independent"
26,330,"independent"
22,331,"independent"
26,332,"independent"
24,333,"independent"
24,334,"independent"
22,335,"independent"
12,336,"independent"
16,337,"independent"
28,338,"independent"
22,339,"independent"
22,340,"independent"
20,341,"independent"
18,342,"independent"
22,343,"independent"
22,344,"independent"
22,345,"independent"
16,346,"independent"
24,347,"independent"
20,348,"independent"
22,349,"independent"
24,350,"independent"
16,351,"independent"
26,352,"independent"
24,353,"independent"
28,354,"independent"
22,355,"independent"
28,356,"independent"
22,357,"independent"
24,358,"independent"
24,359,"independent"
26,360,"independent"
26,361,"independent"
24,362,"independent"
18,363,"independent"
20,364,"independent"
24,365,"independent"
22,366,"independent"
18,367,"independent"
26,368,"independent"
24,369,"independent"
26,370,"independent"
20,371,"independent"
26,372,"independent"
22,373,"independent"
26,374,"independent"
26,375,"independent"
26,376,"independent"
30,377,"independent"
30,378,"independent"
26,379,"independent"
24,380,"independent"
24,381,"independent"
16,382,"independent"
24,383,"independent"
24,384,"independent"
24,385,"independent"
26,386,"independent"
20,387,"independent"
24,388,"independent"
26,389,"independent"
28,390,"independent"
