meanRF,meanNRF,HighSupportCladesProp,RFConsensus,NRFConsensus,CladeRecoveryConsensus,RFMCC,NRFMCC,CladeRecoveryMCC,likelihoodESS,priorESS,jointESS,tier,ZIP,leaves,independent_sites
2.98922341962004,0.213515958544289,0.777777777777778,2,0.142857142857143,0.7,2,0.142857142857143,0.8,9001.00000000001,9001.00000000003,9001.00000000001,4,"ZIP(0.2, 3.75)",10,50
6.83790689923342,0.488421921373816,0.222222222222222,3,0.214285714285714,0.6,2,0.142857142857143,0.8,8304.49328321318,8474.28670831778,8507.01253768228,2,"ZIP(0.5, 6.0)",10,50
7.17498055771581,0.512498611265415,0.555555555555556,6,0.428571428571429,0.5,8,0.571428571428571,0.5,4.23316947784899,2.3641434150333,2.72366233297208,3,"ZIP(0.5, 6.0)",10,50
4.44439506721475,0.31745679051534,0.666666666666667,4,0.285714285714286,0.7,4,0.285714285714286,0.7,9471.42528519379,9001.00000000001,9156.12729647299,4,"ZIP(0.5, 6.0)",10,50
4.1566492611932,0.296903518656657,0.666666666666667,3,0.214285714285714,0.7,4,0.285714285714286,0.7,7879.81118404239,9000.99999999997,7824.89929611952,2,"ZIP(0.7, 10.0)",10,50
3.48116875902677,0.248654911359055,0.777777777777778,2,0.142857142857143,0.7,4,0.285714285714286,0.7,9001.0,9000.99999999999,9001.00000000004,3,"ZIP(0.7, 10.0)",10,50
4.15864903899567,0.297046359928262,0.555555555555556,2,0.142857142857143,0.6,4,0.285714285714286,0.6,8409.14484750862,9000.99999999999,8629.09610829789,4,"ZIP(0.7, 10.0)",10,50
3.39628930118876,0.242592092942054,0.666666666666667,2,0.142857142857143,0.7,4,0.285714285714286,0.7,11776.5458119824,8025.83061642754,9128.16891848407,2,"ZIP(0.9, 30.0)",10,50
7.24475058326853,0.51748218451918,0.333333333333333,5,0.357142857142857,0.4,4,0.285714285714286,0.6,9000.99999999999,9001.0,9376.81592803905,3,"ZIP(0.9, 30.0)",10,50
8.02310854349517,0.573079181678226,0.333333333333333,7,0.5,0.5,8,0.571428571428571,0.5,9001.0,9000.99999999998,9001.0,4,"ZIP(0.9, 30.0)",10,50
2.45217198089101,0.175155141492215,0.5,1,0.0714285714285714,0.7,0,0.0,0.8,9001.00000000002,9001.0,9001.00000000002,1,independent,10,100
6.16153760693256,0.440109829066612,0.375,5,0.357142857142857,0.5,4,0.285714285714286,0.6,8563.44155887139,9001.00000000001,8615.31365919375,2,"ZIP(0.2, 3.75)",10,100
0.299077880235529,0.0213627057311092,1.0,0,0.0,0.8,0,0.0,0.8,8626.06967539463,9001.00000000002,8614.30741639569,3,"ZIP(0.2, 3.75)",10,100
2.10154427285857,0.150110305204184,0.875,2,0.142857142857143,0.7,2,0.142857142857143,0.7,8531.35546562808,9000.99999999999,8579.06187153066,4,"ZIP(0.2, 3.75)",10,100
7.5091656482613,0.536368974875807,0.375,4,0.285714285714286,0.4,6,0.428571428571429,0.5,8720.31030979794,9863.50708277311,9001.00000000002,2,"ZIP(0.5, 6.0)",10,100
1.97222530829908,0.140873236307077,0.75,1,0.0714285714285714,0.7,2,0.142857142857143,0.7,16.2825007626324,10.9124509611823,11.8725457743389,3,"ZIP(0.5, 6.0)",10,100
3.04232863015221,0.217309187868015,0.5,1,0.0714285714285714,0.7,2,0.142857142857143,0.7,9001.0,9001.00000000002,8349.97789568105,4,"ZIP(0.5, 6.0)",10,100
6.29374513942895,0.449553224244925,0.5,4,0.285714285714286,0.4,4,0.285714285714286,0.6,9651.8603261702,9000.99999999999,8321.25793221386,2,"ZIP(0.7, 10.0)",10,100
2.2681924230641,0.162013744504579,0.625,1,0.0714285714285714,0.7,2,0.142857142857143,0.7,8818.46782904382,8484.30278507054,8536.37551094562,3,"ZIP(0.7, 10.0)",10,100
5.28030218864571,0.377164442046122,0.625,5,0.357142857142857,0.5,6,0.428571428571429,0.5,8473.19857480494,8262.75086136373,8498.27349431728,4,"ZIP(0.7, 10.0)",10,100
5.32340851016554,0.380243465011824,0.5,4,0.285714285714286,0.6,4,0.285714285714286,0.6,9166.70038982844,9000.99999999999,9136.77573320661,2,"ZIP(0.9, 30.0)",10,100
6.05954893900678,0.43282492421477,1.0,6,0.428571428571429,0.5,6,0.428571428571429,0.5,8555.86437028924,10287.1028831732,8447.70776100408,3,"ZIP(0.9, 30.0)",10,100
3.00433285190534,0.214595203707525,0.625,2,0.142857142857143,0.6,0,0.0,0.8,9001.00000000001,9286.12063288425,9001.00000000003,4,"ZIP(0.9, 30.0)",10,100
3.75936007110321,0.268525719364515,0.555555555555556,2,0.142857142857143,0.7,4,0.285714285714286,0.7,9000.99999999998,9000.99999999999,9000.99999999996,1,independent,10,200
7.14720586601489,0.510514704715349,0.555555555555556,5,0.357142857142857,0.5,6,0.428571428571429,0.6,8597.37673531467,8583.52804229925,8202.43436137951,2,"ZIP(0.2, 3.75)",10,200
3.30918786801467,0.236370562001048,0.666666666666667,2,0.142857142857143,0.7,4,0.285714285714286,0.7,8556.01576731453,9001.00000000001,8595.59325933737,3,"ZIP(0.2, 3.75)",10,200
4.73702921897567,0.338359229926833,0.555555555555556,5,0.357142857142857,0.6,4,0.285714285714286,0.7,8720.68143892727,9001.0,8705.533363038,4,"ZIP(0.2, 3.75)",10,200
