"RF","tree_id","dataset"
18,1,"independent"
12,2,"independent"
8,3,"independent"
10,4,"independent"
10,5,"independent"
12,6,"independent"
10,7,"independent"
12,8,"independent"
6,9,"independent"
16,10,"independent"
14,11,"independent"
18,12,"independent"
12,13,"independent"
14,14,"independent"
16,15,"independent"
14,16,"independent"
12,17,"independent"
16,18,"independent"
10,19,"independent"
12,20,"independent"
18,21,"independent"
10,22,"independent"
16,23,"independent"
12,24,"independent"
12,25,"independent"
16,26,"independent"
14,27,"independent"
18,28,"independent"
12,29,"independent"
20,30,"independent"
12,31,"independent"
18,32,"independent"
16,33,"independent"
20,34,"independent"
18,35,"independent"
14,36,"independent"
10,37,"independent"
12,38,"independent"
18,39,"independent"
18,40,"independent"
16,41,"independent"
10,42,"independent"
18,43,"independent"
14,44,"independent"
14,45,"independent"
16,46,"independent"
18,47,"independent"
18,48,"independent"
8,49,"independent"
10,50,"independent"
12,51,"independent"
12,52,"independent"
12,53,"independent"
12,54,"independent"
16,55,"independent"
12,56,"independent"
10,57,"independent"
14,58,"independent"
8,59,"independent"
14,60,"independent"
18,61,"independent"
14,62,"independent"
16,63,"independent"
12,64,"independent"
8,65,"independent"
10,66,"independent"
18,67,"independent"
14,68,"independent"
16,69,"independent"
14,70,"independent"
10,71,"independent"
10,72,"independent"
20,73,"independent"
10,74,"independent"
14,75,"independent"
16,76,"independent"
12,77,"independent"
16,78,"independent"
18,79,"independent"
10,80,"independent"
12,81,"independent"
16,82,"independent"
12,83,"independent"
14,84,"independent"
12,85,"independent"
18,86,"independent"
12,87,"independent"
18,88,"independent"
20,89,"independent"
18,90,"independent"
14,91,"independent"
14,92,"independent"
20,93,"independent"
16,94,"independent"
18,95,"independent"
14,96,"independent"
14,97,"independent"
14,98,"independent"
10,99,"independent"
16,100,"independent"
16,101,"independent"
10,102,"independent"
16,103,"independent"
14,104,"independent"
14,105,"independent"
12,106,"independent"
14,107,"independent"
8,108,"independent"
12,109,"independent"
10,110,"independent"
16,111,"independent"
12,112,"independent"
12,113,"independent"
10,114,"independent"
14,115,"independent"
12,116,"independent"
14,117,"independent"
16,118,"independent"
12,119,"independent"
12,120,"independent"
16,121,"independent"
14,122,"independent"
14,123,"independent"
10,124,"independent"
12,125,"independent"
14,126,"independent"
16,127,"independent"
10,128,"independent"
14,129,"independent"
18,130,"independent"
12,131,"independent"
16,132,"independent"
10,133,"independent"
14,134,"independent"
20,135,"independent"
20,136,"independent"
12,137,"independent"
18,138,"independent"
14,139,"independent"
18,140,"independent"
14,141,"independent"
14,142,"independent"
18,143,"independent"
18,144,"independent"
16,145,"independent"
10,146,"independent"
20,147,"independent"
14,148,"independent"
10,149,"independent"
10,150,"independent"
16,151,"independent"
18,152,"independent"
10,153,"independent"
16,154,"independent"
18,155,"independent"
12,156,"independent"
6,157,"independent"
8,158,"independent"
18,159,"independent"
14,160,"independent"
22,161,"independent"
16,162,"independent"
14,163,"independent"
16,164,"independent"
16,165,"independent"
14,166,"independent"
12,167,"independent"
14,168,"independent"
10,169,"independent"
12,170,"independent"
12,171,"independent"
12,172,"independent"
20,173,"independent"
8,174,"independent"
18,175,"independent"
16,176,"independent"
20,177,"independent"
8,178,"independent"
18,179,"independent"
14,180,"independent"
14,181,"independent"
12,182,"independent"
18,183,"independent"
16,184,"independent"
16,185,"independent"
18,186,"independent"
14,187,"independent"
22,188,"independent"
12,189,"independent"
12,190,"independent"
8,191,"independent"
18,192,"independent"
18,193,"independent"
10,194,"independent"
12,195,"independent"
10,196,"independent"
12,197,"independent"
16,198,"independent"
14,199,"independent"
6,200,"independent"
10,201,"independent"
14,202,"independent"
18,203,"independent"
16,204,"independent"
20,205,"independent"
16,206,"independent"
16,207,"independent"
22,208,"independent"
16,209,"independent"
16,210,"independent"
14,211,"independent"
12,212,"independent"
12,213,"independent"
8,214,"independent"
16,215,"independent"
14,216,"independent"
18,217,"independent"
18,218,"independent"
12,219,"independent"
10,220,"independent"
12,221,"independent"
20,222,"independent"
16,223,"independent"
12,224,"independent"
10,225,"independent"
10,226,"independent"
14,227,"independent"
16,228,"independent"
6,229,"independent"
18,230,"independent"
8,231,"independent"
16,232,"independent"
14,233,"independent"
14,234,"independent"
14,235,"independent"
10,236,"independent"
18,237,"independent"
8,238,"independent"
10,239,"independent"
16,240,"independent"
16,241,"independent"
14,242,"independent"
10,243,"independent"
12,244,"independent"
14,245,"independent"
18,246,"independent"
14,247,"independent"
20,248,"independent"
14,249,"independent"
14,250,"independent"
14,251,"independent"
14,252,"independent"
10,253,"independent"
16,254,"independent"
18,255,"independent"
16,256,"independent"
14,257,"independent"
16,258,"independent"
12,259,"independent"
20,260,"independent"
14,261,"independent"
18,262,"independent"
20,263,"independent"
16,264,"independent"
22,265,"independent"
14,266,"independent"
14,267,"independent"
12,268,"independent"
12,269,"independent"
14,270,"independent"
16,271,"independent"
18,272,"independent"
16,273,"independent"
16,274,"independent"
12,275,"independent"
14,276,"independent"
12,277,"independent"
10,278,"independent"
12,279,"independent"
12,280,"independent"
16,281,"independent"
14,282,"independent"
14,283,"independent"
14,284,"independent"
18,285,"independent"
14,286,"independent"
14,287,"independent"
8,288,"independent"
16,289,"independent"
12,290,"independent"
14,291,"independent"
10,292,"independent"
20,293,"independent"
10,294,"independent"
6,295,"independent"
18,296,"independent"
12,297,"independent"
16,298,"independent"
12,299,"independent"
14,300,"independent"
20,301,"independent"
10,302,"independent"
18,303,"independent"
12,304,"independent"
12,305,"independent"
14,306,"independent"
10,307,"independent"
14,308,"independent"
20,309,"independent"
14,310,"independent"
10,311,"independent"
16,312,"independent"
16,313,"independent"
12,314,"independent"
16,315,"independent"
10,316,"independent"
12,317,"independent"
12,318,"independent"
8,319,"independent"
16,320,"independent"
20,321,"independent"
16,322,"independent"
10,323,"independent"
12,324,"independent"
14,325,"independent"
10,326,"independent"
18,327,"independent"
16,328,"independent"
18,329,"independent"
16,330,"independent"
12,331,"independent"
16,332,"independent"
12,333,"independent"
16,334,"independent"
18,335,"independent"
16,336,"independent"
20,337,"independent"
10,338,"independent"
14,339,"independent"
14,340,"independent"
12,341,"independent"
14,342,"independent"
14,343,"independent"
12,344,"independent"
10,345,"independent"
12,346,"independent"
14,347,"independent"
16,348,"independent"
22,349,"independent"
14,350,"independent"
16,351,"independent"
12,352,"independent"
16,353,"independent"
14,354,"independent"
16,355,"independent"
14,356,"independent"
16,357,"independent"
12,358,"independent"
10,359,"independent"
18,360,"independent"
14,361,"independent"
18,362,"independent"
20,363,"independent"
16,364,"independent"
16,365,"independent"
14,366,"independent"
14,367,"independent"
12,368,"independent"
16,369,"independent"
14,370,"independent"
12,371,"independent"
10,372,"independent"
20,373,"independent"
14,374,"independent"
10,375,"independent"
12,376,"independent"
18,377,"independent"
12,378,"independent"
18,379,"independent"
14,380,"independent"
14,381,"independent"
16,382,"independent"
16,383,"independent"
6,384,"independent"
12,385,"independent"
20,386,"independent"
14,387,"independent"
12,388,"independent"
12,389,"independent"
20,390,"independent"
14,391,"independent"
16,392,"independent"
18,393,"independent"
12,394,"independent"
10,395,"independent"
10,396,"independent"
8,397,"independent"
16,398,"independent"
12,399,"independent"
14,400,"independent"
16,401,"independent"
12,402,"independent"
16,403,"independent"
16,404,"independent"
10,405,"independent"
16,406,"independent"
20,407,"independent"
6,408,"independent"
10,409,"independent"
16,410,"independent"
18,411,"independent"
16,412,"independent"
18,413,"independent"
14,414,"independent"
14,415,"independent"
10,416,"independent"
14,417,"independent"
20,418,"independent"
10,419,"independent"
8,420,"independent"
16,421,"independent"
20,422,"independent"
12,423,"independent"
10,424,"independent"
12,425,"independent"
16,426,"independent"
16,427,"independent"
14,428,"independent"
16,429,"independent"
18,430,"independent"
12,431,"independent"
16,432,"independent"
18,433,"independent"
16,434,"independent"
8,435,"independent"
14,436,"independent"
