"RF","tree_id","dataset"
40,1,"independent"
40,2,"independent"
40,3,"independent"
40,4,"independent"
38,5,"independent"
40,6,"independent"
40,7,"independent"
38,8,"independent"
38,9,"independent"
40,10,"independent"
40,11,"independent"
38,12,"independent"
38,13,"independent"
40,14,"independent"
38,15,"independent"
38,16,"independent"
38,17,"independent"
38,18,"independent"
38,19,"independent"
40,20,"independent"
38,21,"independent"
40,22,"independent"
38,23,"independent"
38,24,"independent"
40,25,"independent"
40,26,"independent"
38,27,"independent"
40,28,"independent"
40,29,"independent"
38,30,"independent"
42,31,"independent"
38,32,"independent"
38,33,"independent"
38,34,"independent"
38,35,"independent"
38,36,"independent"
38,37,"independent"
38,38,"independent"
38,39,"independent"
40,40,"independent"
40,41,"independent"
40,42,"independent"
38,43,"independent"
40,44,"independent"
40,45,"independent"
38,46,"independent"
40,47,"independent"
40,48,"independent"
40,49,"independent"
38,50,"independent"
38,51,"independent"
40,52,"independent"
40,53,"independent"
38,54,"independent"
38,55,"independent"
40,56,"independent"
40,57,"independent"
38,58,"independent"
38,59,"independent"
38,60,"independent"
38,61,"independent"
40,62,"independent"
38,63,"independent"
40,64,"independent"
40,65,"independent"
38,66,"independent"
38,67,"independent"
40,68,"independent"
40,69,"independent"
38,70,"independent"
40,71,"independent"
38,72,"independent"
38,73,"independent"
38,74,"independent"
40,75,"independent"
38,76,"independent"
38,77,"independent"
40,78,"independent"
38,79,"independent"
40,80,"independent"
40,81,"independent"
40,82,"independent"
40,83,"independent"
38,84,"independent"
38,85,"independent"
38,86,"independent"
38,87,"independent"
38,88,"independent"
38,89,"independent"
40,90,"independent"
40,91,"independent"
38,92,"independent"
40,93,"independent"
40,94,"independent"
40,95,"independent"
38,96,"independent"
38,97,"independent"
38,98,"independent"
38,99,"independent"
40,100,"independent"
40,101,"independent"
38,102,"independent"
38,103,"independent"
38,104,"independent"
40,105,"independent"
38,106,"independent"
40,107,"independent"
40,108,"independent"
40,109,"independent"
40,110,"independent"
38,111,"independent"
38,112,"independent"
38,113,"independent"
38,114,"independent"
40,115,"independent"
40,116,"independent"
40,117,"independent"
40,118,"independent"
38,119,"independent"
