site_dep_param,total tiers,current tier,size,leaves,independent_sites
"ZIP(0.9, 30.0)",3,1,10,10,10
"ZIP(0.9, 30.0)",3,2,54,10,10
"ZIP(0.9, 30.0)",3,3,245,10,10
"ZIP(0.9, 30.0)",4,1,10,10,10
"ZIP(0.9, 30.0)",4,2,24,10,10
"ZIP(0.9, 30.0)",4,3,29,10,10
"ZIP(0.9, 30.0)",4,4,136,10,10
"ZIP(0.2, 3.75)",2,1,50,10,50
"ZIP(0.2, 3.75)",2,2,132,10,50
"ZIP(0.2, 3.75)",3,1,50,10,50
"ZIP(0.2, 3.75)",3,2,180,10,50
"ZIP(0.2, 3.75)",3,3,508,10,50
"ZIP(0.2, 3.75)",4,1,50,10,50
"ZIP(0.2, 3.75)",4,2,138,10,50
"ZIP(0.2, 3.75)",4,3,410,10,50
"ZIP(0.2, 3.75)",4,4,1190,10,50
"ZIP(0.5, 6.0)",2,1,50,10,50
"ZIP(0.5, 6.0)",2,2,157,10,50
"ZIP(0.5, 6.0)",3,1,50,10,50
"ZIP(0.5, 6.0)",3,2,137,10,50
"ZIP(0.5, 6.0)",3,3,398,10,50
"ZIP(0.5, 6.0)",4,1,50,10,50
"ZIP(0.5, 6.0)",4,2,153,10,50
"ZIP(0.5, 6.0)",4,3,443,10,50
"ZIP(0.5, 6.0)",4,4,1445,10,50
"ZIP(0.7, 10.0)",2,1,50,10,50
"ZIP(0.7, 10.0)",2,2,191,10,50
"ZIP(0.7, 10.0)",3,1,50,10,50
"ZIP(0.7, 10.0)",3,2,161,10,50
"ZIP(0.7, 10.0)",3,3,572,10,50
"ZIP(0.7, 10.0)",4,1,50,10,50
"ZIP(0.7, 10.0)",4,2,169,10,50
"ZIP(0.7, 10.0)",4,3,576,10,50
"ZIP(0.7, 10.0)",4,4,1768,10,50
"ZIP(0.9, 30.0)",2,1,50,10,50
"ZIP(0.9, 30.0)",2,2,167,10,50
"ZIP(0.9, 30.0)",3,1,50,10,50
"ZIP(0.9, 30.0)",3,2,238,10,50
"ZIP(0.9, 30.0)",3,3,677,10,50
"ZIP(0.9, 30.0)",4,1,50,10,50
"ZIP(0.9, 30.0)",4,2,152,10,50
"ZIP(0.9, 30.0)",4,3,485,10,50
"ZIP(0.9, 30.0)",4,4,1147,10,50
"ZIP(0.2, 3.75)",2,1,100,10,100
"ZIP(0.2, 3.75)",2,2,299,10,100
"ZIP(0.2, 3.75)",3,1,100,10,100
"ZIP(0.2, 3.75)",3,2,325,10,100
"ZIP(0.2, 3.75)",3,3,1013,10,100
"ZIP(0.2, 3.75)",4,1,100,10,100
"ZIP(0.2, 3.75)",4,2,313,10,100
"ZIP(0.2, 3.75)",4,3,994,10,100
"ZIP(0.2, 3.75)",4,4,3059,10,100
"ZIP(0.5, 6.0)",2,1,100,10,100
"ZIP(0.5, 6.0)",2,2,318,10,100
"ZIP(0.5, 6.0)",3,1,100,10,100
"ZIP(0.5, 6.0)",3,2,292,10,100
"ZIP(0.5, 6.0)",3,3,856,10,100
"ZIP(0.5, 6.0)",4,1,100,10,100
"ZIP(0.5, 6.0)",4,2,248,10,100
"ZIP(0.5, 6.0)",4,3,682,10,100
"ZIP(0.5, 6.0)",4,4,2086,10,100
"ZIP(0.7, 10.0)",2,1,100,10,100
"ZIP(0.7, 10.0)",2,2,299,10,100
"ZIP(0.7, 10.0)",3,1,100,10,100
"ZIP(0.7, 10.0)",3,2,319,10,100
"ZIP(0.7, 10.0)",3,3,1014,10,100
"ZIP(0.7, 10.0)",4,1,100,10,100
"ZIP(0.7, 10.0)",4,2,287,10,100
"ZIP(0.7, 10.0)",4,3,813,10,100
"ZIP(0.7, 10.0)",4,4,2460,10,100
"ZIP(0.9, 30.0)",2,1,100,10,100
"ZIP(0.9, 30.0)",2,2,342,10,100
"ZIP(0.9, 30.0)",3,1,100,10,100
"ZIP(0.9, 30.0)",3,2,273,10,100
"ZIP(0.9, 30.0)",3,3,1057,10,100
"ZIP(0.9, 30.0)",4,1,100,10,100
"ZIP(0.9, 30.0)",4,2,301,10,100
"ZIP(0.9, 30.0)",4,3,1029,10,100
"ZIP(0.9, 30.0)",4,4,2985,10,100
"ZIP(0.2, 3.75)",2,1,200,10,200
"ZIP(0.2, 3.75)",2,2,611,10,200
"ZIP(0.2, 3.75)",3,1,200,10,200
"ZIP(0.2, 3.75)",3,2,560,10,200
"ZIP(0.2, 3.75)",3,3,1709,10,200
"ZIP(0.2, 3.75)",4,1,200,10,200
"ZIP(0.2, 3.75)",4,2,576,10,200
"ZIP(0.2, 3.75)",4,3,1611,10,200
"ZIP(0.2, 3.75)",4,4,4833,10,200
"ZIP(0.5, 6.0)",2,1,200,10,200
"ZIP(0.5, 6.0)",2,2,529,10,200
"ZIP(0.5, 6.0)",3,1,200,10,200
"ZIP(0.5, 6.0)",3,2,621,10,200
"ZIP(0.5, 6.0)",3,3,1824,10,200
"ZIP(0.5, 6.0)",4,1,200,10,200
"ZIP(0.5, 6.0)",4,2,608,10,200
"ZIP(0.5, 6.0)",4,3,1841,10,200
"ZIP(0.5, 6.0)",4,4,5797,10,200
"ZIP(0.7, 10.0)",2,1,200,10,200
"ZIP(0.7, 10.0)",2,2,593,10,200
"ZIP(0.7, 10.0)",3,1,200,10,200
"ZIP(0.7, 10.0)",3,2,463,10,200
"ZIP(0.7, 10.0)",3,3,1464,10,200
"ZIP(0.7, 10.0)",4,1,200,10,200
"ZIP(0.7, 10.0)",4,2,506,10,200
"ZIP(0.7, 10.0)",4,3,1518,10,200
"ZIP(0.7, 10.0)",4,4,4427,10,200
"ZIP(0.9, 30.0)",2,1,200,10,200
"ZIP(0.9, 30.0)",2,2,553,10,200
"ZIP(0.9, 30.0)",3,1,200,10,200
"ZIP(0.9, 30.0)",3,2,487,10,200
"ZIP(0.9, 30.0)",3,3,1542,10,200
"ZIP(0.9, 30.0)",4,1,200,10,200
"ZIP(0.9, 30.0)",4,2,743,10,200
"ZIP(0.9, 30.0)",4,3,2179,10,200
"ZIP(0.9, 30.0)",4,4,5651,10,200
"ZIP(0.2, 3.75)",2,1,10,10,10
"ZIP(0.2, 3.75)",2,2,26,10,10
"ZIP(0.2, 3.75)",3,1,10,10,10
"ZIP(0.2, 3.75)",3,2,37,10,10
"ZIP(0.2, 3.75)",3,3,133,10,10
"ZIP(0.2, 3.75)",4,1,10,10,10
"ZIP(0.2, 3.75)",4,2,32,10,10
"ZIP(0.2, 3.75)",4,3,85,10,10
"ZIP(0.2, 3.75)",4,4,241,10,10
"ZIP(0.5, 6.0)",2,1,10,10,10
"ZIP(0.5, 6.0)",2,2,30,10,10
"ZIP(0.5, 6.0)",3,1,10,10,10
"ZIP(0.5, 6.0)",3,2,47,10,10
"ZIP(0.5, 6.0)",3,3,149,10,10
"ZIP(0.5, 6.0)",4,1,10,10,10
"ZIP(0.5, 6.0)",4,2,33,10,10
"ZIP(0.5, 6.0)",4,3,110,10,10
"ZIP(0.5, 6.0)",4,4,266,10,10
"ZIP(0.7, 10.0)",2,1,10,10,10
"ZIP(0.7, 10.0)",2,2,35,10,10
"ZIP(0.7, 10.0)",3,1,10,10,10
"ZIP(0.7, 10.0)",3,2,41,10,10
"ZIP(0.7, 10.0)",3,3,144,10,10
"ZIP(0.7, 10.0)",4,1,10,10,10
"ZIP(0.7, 10.0)",4,2,26,10,10
"ZIP(0.7, 10.0)",4,3,87,10,10
"ZIP(0.7, 10.0)",4,4,310,10,10
"ZIP(0.9, 30.0)",2,1,10,10,10
"ZIP(0.9, 30.0)",2,2,68,10,10
"ZIP(0.9, 30.0)",3,1,10,10,10
"ZIP(0.9, 30.0)",3,2,67,10,10
"ZIP(0.9, 30.0)",3,3,155,10,10
"ZIP(0.9, 30.0)",4,1,10,10,10
"ZIP(0.9, 30.0)",4,2,50,10,10
"ZIP(0.9, 30.0)",4,3,84,10,10
"ZIP(0.9, 30.0)",4,4,250,10,10
"ZIP(0.2, 3.75)",2,1,50,10,50
"ZIP(0.2, 3.75)",2,2,142,10,50
"ZIP(0.2, 3.75)",3,1,50,10,50
"ZIP(0.2, 3.75)",3,2,167,10,50
"ZIP(0.2, 3.75)",3,3,476,10,50
"ZIP(0.2, 3.75)",4,1,50,10,50
"ZIP(0.2, 3.75)",4,2,163,10,50
"ZIP(0.2, 3.75)",4,3,463,10,50
"ZIP(0.2, 3.75)",4,4,1398,10,50
"ZIP(0.5, 6.0)",2,1,50,10,50
"ZIP(0.5, 6.0)",2,2,115,10,50
"ZIP(0.5, 6.0)",3,1,50,10,50
"ZIP(0.5, 6.0)",3,2,152,10,50
"ZIP(0.5, 6.0)",3,3,464,10,50
"ZIP(0.5, 6.0)",4,1,50,10,50
"ZIP(0.5, 6.0)",4,2,132,10,50
"ZIP(0.5, 6.0)",4,3,503,10,50
"ZIP(0.5, 6.0)",4,4,1577,10,50
"ZIP(0.7, 10.0)",2,1,50,10,50
"ZIP(0.7, 10.0)",2,2,169,10,50
"ZIP(0.7, 10.0)",3,1,50,10,50
"ZIP(0.7, 10.0)",3,2,117,10,50
"ZIP(0.7, 10.0)",3,3,309,10,50
"ZIP(0.7, 10.0)",4,1,50,10,50
"ZIP(0.7, 10.0)",4,2,212,10,50
"ZIP(0.7, 10.0)",4,3,695,10,50
"ZIP(0.7, 10.0)",4,4,2202,10,50
"ZIP(0.9, 30.0)",2,1,50,10,50
"ZIP(0.9, 30.0)",2,2,185,10,50
"ZIP(0.9, 30.0)",3,1,50,10,50
"ZIP(0.9, 30.0)",3,2,218,10,50
"ZIP(0.9, 30.0)",3,3,606,10,50
"ZIP(0.9, 30.0)",4,1,50,10,50
"ZIP(0.9, 30.0)",4,2,36,10,50
"ZIP(0.9, 30.0)",4,3,27,10,50
"ZIP(0.9, 30.0)",4,4,136,10,50
"ZIP(0.2, 3.75)",2,1,100,10,100
"ZIP(0.2, 3.75)",2,2,280,10,100
"ZIP(0.2, 3.75)",3,1,100,10,100
"ZIP(0.2, 3.75)",3,2,300,10,100
"ZIP(0.2, 3.75)",3,3,914,10,100
"ZIP(0.2, 3.75)",4,1,100,10,100
"ZIP(0.2, 3.75)",4,2,348,10,100
"ZIP(0.2, 3.75)",4,3,958,10,100
"ZIP(0.2, 3.75)",4,4,2905,10,100
"ZIP(0.5, 6.0)",2,1,100,10,100
"ZIP(0.5, 6.0)",2,2,384,10,100
"ZIP(0.5, 6.0)",3,1,100,10,100
"ZIP(0.5, 6.0)",3,2,324,10,100
"ZIP(0.5, 6.0)",3,3,1031,10,100
"ZIP(0.5, 6.0)",4,1,100,10,100
"ZIP(0.5, 6.0)",4,2,259,10,100
"ZIP(0.5, 6.0)",4,3,838,10,100
"ZIP(0.5, 6.0)",4,4,2541,10,100
"ZIP(0.7, 10.0)",2,1,100,10,100
"ZIP(0.7, 10.0)",2,2,362,10,100
"ZIP(0.7, 10.0)",3,1,100,10,100
"ZIP(0.7, 10.0)",3,2,310,10,100
"ZIP(0.7, 10.0)",3,3,971,10,100
"ZIP(0.7, 10.0)",4,1,100,10,100
"ZIP(0.7, 10.0)",4,2,392,10,100
"ZIP(0.7, 10.0)",4,3,1191,10,100
"ZIP(0.7, 10.0)",4,4,3620,10,100
"ZIP(0.9, 30.0)",2,1,100,10,100
"ZIP(0.9, 30.0)",2,2,267,10,100
"ZIP(0.9, 30.0)",3,1,100,10,100
"ZIP(0.9, 30.0)",3,2,132,10,100
"ZIP(0.9, 30.0)",3,3,371,10,100
"ZIP(0.9, 30.0)",4,1,100,10,100
"ZIP(0.9, 30.0)",4,2,205,10,100
"ZIP(0.9, 30.0)",4,3,527,10,100
"ZIP(0.9, 30.0)",4,4,1454,10,100
"ZIP(0.2, 3.75)",2,1,200,10,200
"ZIP(0.2, 3.75)",2,2,595,10,200
"ZIP(0.2, 3.75)",3,1,200,10,200
"ZIP(0.2, 3.75)",3,2,606,10,200
"ZIP(0.2, 3.75)",3,3,1857,10,200
"ZIP(0.2, 3.75)",4,1,200,10,200
"ZIP(0.2, 3.75)",4,2,584,10,200
"ZIP(0.2, 3.75)",4,3,1695,10,200
"ZIP(0.2, 3.75)",4,4,5202,10,200
"ZIP(0.5, 6.0)",2,1,200,10,200
"ZIP(0.5, 6.0)",2,2,605,10,200
"ZIP(0.5, 6.0)",3,1,200,10,200
"ZIP(0.5, 6.0)",3,2,530,10,200
"ZIP(0.5, 6.0)",3,3,1572,10,200
"ZIP(0.5, 6.0)",4,1,200,10,200
"ZIP(0.5, 6.0)",4,2,611,10,200
"ZIP(0.5, 6.0)",4,3,1897,10,200
"ZIP(0.5, 6.0)",4,4,5529,10,200
"ZIP(0.7, 10.0)",2,1,200,10,200
"ZIP(0.7, 10.0)",2,2,545,10,200
"ZIP(0.7, 10.0)",3,1,200,10,200
"ZIP(0.7, 10.0)",3,2,671,10,200
"ZIP(0.7, 10.0)",3,3,1872,10,200
"ZIP(0.7, 10.0)",4,1,200,10,200
"ZIP(0.7, 10.0)",4,2,655,10,200
"ZIP(0.7, 10.0)",4,3,1958,10,200
"ZIP(0.7, 10.0)",4,4,6132,10,200
"ZIP(0.9, 30.0)",2,1,200,10,200
"ZIP(0.9, 30.0)",2,2,562,10,200
"ZIP(0.9, 30.0)",3,1,200,10,200
"ZIP(0.9, 30.0)",3,2,691,10,200
"ZIP(0.9, 30.0)",3,3,2091,10,200
"ZIP(0.9, 30.0)",4,1,200,10,200
"ZIP(0.9, 30.0)",4,2,882,10,200
"ZIP(0.9, 30.0)",4,3,2741,10,200
"ZIP(0.9, 30.0)",4,4,8185,10,200
"ZIP(0.2, 3.75)",2,1,10,10,10
"ZIP(0.2, 3.75)",2,2,27,10,10
"ZIP(0.2, 3.75)",3,1,10,10,10
"ZIP(0.2, 3.75)",3,2,21,10,10
"ZIP(0.2, 3.75)",3,3,64,10,10
"ZIP(0.2, 3.75)",4,1,10,10,10
"ZIP(0.2, 3.75)",4,2,26,10,10
"ZIP(0.2, 3.75)",4,3,54,10,10
"ZIP(0.2, 3.75)",4,4,191,10,10
"ZIP(0.5, 6.0)",2,1,10,10,10
"ZIP(0.5, 6.0)",2,2,24,10,10
"ZIP(0.5, 6.0)",3,1,10,10,10
"ZIP(0.5, 6.0)",3,2,19,10,10
"ZIP(0.5, 6.0)",3,3,45,10,10
"ZIP(0.5, 6.0)",4,1,10,10,10
"ZIP(0.5, 6.0)",4,2,20,10,10
"ZIP(0.5, 6.0)",4,3,46,10,10
"ZIP(0.5, 6.0)",4,4,141,10,10
"ZIP(0.7, 10.0)",2,1,10,10,10
"ZIP(0.7, 10.0)",2,2,52,10,10
"ZIP(0.7, 10.0)",3,1,10,10,10
"ZIP(0.7, 10.0)",3,2,17,10,10
"ZIP(0.7, 10.0)",3,3,95,10,10
"ZIP(0.7, 10.0)",4,1,10,10,10
"ZIP(0.7, 10.0)",4,2,44,10,10
"ZIP(0.7, 10.0)",4,3,101,10,10
"ZIP(0.7, 10.0)",4,4,308,10,10
"ZIP(0.9, 30.0)",2,1,10,10,10
"ZIP(0.9, 30.0)",2,2,108,10,10
"ZIP(0.9, 30.0)",3,1,10,10,10
"ZIP(0.9, 30.0)",3,2,28,10,10
"ZIP(0.9, 30.0)",3,3,90,10,10
"ZIP(0.9, 30.0)",4,1,10,10,10
"ZIP(0.9, 30.0)",4,2,67,10,10
"ZIP(0.9, 30.0)",4,3,116,10,10
"ZIP(0.9, 30.0)",4,4,189,10,10
"ZIP(0.2, 3.75)",2,1,50,10,50
"ZIP(0.2, 3.75)",2,2,163,10,50
"ZIP(0.2, 3.75)",3,1,50,10,50
"ZIP(0.2, 3.75)",3,2,158,10,50
"ZIP(0.2, 3.75)",3,3,460,10,50
"ZIP(0.2, 3.75)",4,1,50,10,50
"ZIP(0.2, 3.75)",4,2,146,10,50
"ZIP(0.2, 3.75)",4,3,464,10,50
"ZIP(0.2, 3.75)",4,4,1399,10,50
"ZIP(0.5, 6.0)",2,1,50,10,50
"ZIP(0.5, 6.0)",2,2,162,10,50
"ZIP(0.5, 6.0)",3,1,50,10,50
"ZIP(0.5, 6.0)",3,2,151,10,50
"ZIP(0.5, 6.0)",3,3,388,10,50
"ZIP(0.5, 6.0)",4,1,50,10,50
"ZIP(0.5, 6.0)",4,2,162,10,50
"ZIP(0.5, 6.0)",4,3,527,10,50
"ZIP(0.5, 6.0)",4,4,1587,10,50
"ZIP(0.7, 10.0)",2,1,50,10,50
"ZIP(0.7, 10.0)",2,2,158,10,50
"ZIP(0.7, 10.0)",3,1,50,10,50
"ZIP(0.7, 10.0)",3,2,184,10,50
"ZIP(0.7, 10.0)",3,3,515,10,50
"ZIP(0.7, 10.0)",4,1,50,10,50
"ZIP(0.7, 10.0)",4,2,95,10,50
"ZIP(0.7, 10.0)",4,3,278,10,50
"ZIP(0.7, 10.0)",4,4,1012,10,50
"ZIP(0.9, 30.0)",2,1,50,10,50
"ZIP(0.9, 30.0)",2,2,76,10,50
"ZIP(0.9, 30.0)",3,1,50,10,50
"ZIP(0.9, 30.0)",3,2,60,10,50
"ZIP(0.9, 30.0)",3,3,163,10,50
"ZIP(0.9, 30.0)",4,1,50,10,50
"ZIP(0.9, 30.0)",4,2,74,10,50
"ZIP(0.9, 30.0)",4,3,179,10,50
"ZIP(0.9, 30.0)",4,4,641,10,50
"ZIP(0.2, 3.75)",2,1,100,10,100
"ZIP(0.2, 3.75)",2,2,276,10,100
"ZIP(0.2, 3.75)",3,1,100,10,100
"ZIP(0.2, 3.75)",3,2,275,10,100
"ZIP(0.2, 3.75)",3,3,780,10,100
"ZIP(0.2, 3.75)",4,1,100,10,100
"ZIP(0.2, 3.75)",4,2,307,10,100
"ZIP(0.2, 3.75)",4,3,907,10,100
"ZIP(0.2, 3.75)",4,4,2764,10,100
"ZIP(0.5, 6.0)",2,1,100,10,100
"ZIP(0.5, 6.0)",2,2,273,10,100
"ZIP(0.5, 6.0)",3,1,100,10,100
"ZIP(0.5, 6.0)",3,2,264,10,100
"ZIP(0.5, 6.0)",3,3,776,10,100
"ZIP(0.5, 6.0)",4,1,100,10,100
"ZIP(0.5, 6.0)",4,2,359,10,100
"ZIP(0.5, 6.0)",4,3,1116,10,100
"ZIP(0.5, 6.0)",4,4,3420,10,100
"ZIP(0.7, 10.0)",2,1,100,10,100
"ZIP(0.7, 10.0)",2,2,277,10,100
"ZIP(0.7, 10.0)",3,1,100,10,100
"ZIP(0.7, 10.0)",3,2,280,10,100
"ZIP(0.7, 10.0)",3,3,765,10,100
"ZIP(0.7, 10.0)",4,1,100,10,100
"ZIP(0.7, 10.0)",4,2,294,10,100
"ZIP(0.7, 10.0)",4,3,776,10,100
"ZIP(0.7, 10.0)",4,4,2126,10,100
"ZIP(0.9, 30.0)",2,1,100,10,100
"ZIP(0.9, 30.0)",2,2,338,10,100
"ZIP(0.9, 30.0)",3,1,100,10,100
"ZIP(0.9, 30.0)",3,2,175,10,100
"ZIP(0.9, 30.0)",3,3,540,10,100
"ZIP(0.9, 30.0)",4,1,100,10,100
"ZIP(0.9, 30.0)",4,2,299,10,100
"ZIP(0.9, 30.0)",4,3,739,10,100
"ZIP(0.9, 30.0)",4,4,2219,10,100
"ZIP(0.2, 3.75)",2,1,200,10,200
"ZIP(0.2, 3.75)",2,2,593,10,200
"ZIP(0.2, 3.75)",3,1,200,10,200
"ZIP(0.2, 3.75)",3,2,637,10,200
"ZIP(0.2, 3.75)",3,3,1886,10,200
"ZIP(0.2, 3.75)",4,1,200,10,200
"ZIP(0.2, 3.75)",4,2,596,10,200
"ZIP(0.2, 3.75)",4,3,1765,10,200
"ZIP(0.2, 3.75)",4,4,5285,10,200
"ZIP(0.5, 6.0)",2,1,200,10,200
"ZIP(0.5, 6.0)",2,2,604,10,200
"ZIP(0.5, 6.0)",3,1,200,10,200
"ZIP(0.5, 6.0)",3,2,641,10,200
"ZIP(0.5, 6.0)",3,3,1983,10,200
"ZIP(0.5, 6.0)",4,1,200,10,200
"ZIP(0.5, 6.0)",4,2,579,10,200
"ZIP(0.5, 6.0)",4,3,1787,10,200
"ZIP(0.5, 6.0)",4,4,5605,10,200
"ZIP(0.7, 10.0)",2,1,200,10,200
"ZIP(0.7, 10.0)",2,2,640,10,200
"ZIP(0.7, 10.0)",3,1,200,10,200
"ZIP(0.7, 10.0)",3,2,648,10,200
"ZIP(0.7, 10.0)",3,3,1751,10,200
"ZIP(0.7, 10.0)",4,1,200,10,200
"ZIP(0.7, 10.0)",4,2,639,10,200
"ZIP(0.7, 10.0)",4,3,1891,10,200
"ZIP(0.7, 10.0)",4,4,5763,10,200
"ZIP(0.9, 30.0)",2,1,200,10,200
"ZIP(0.9, 30.0)",2,2,831,10,200
"ZIP(0.9, 30.0)",3,1,200,10,200
"ZIP(0.9, 30.0)",3,2,592,10,200
"ZIP(0.9, 30.0)",3,3,1531,10,200
"ZIP(0.9, 30.0)",4,1,200,10,200
"ZIP(0.9, 30.0)",4,2,661,10,200
"ZIP(0.9, 30.0)",4,3,2288,10,200
"ZIP(0.9, 30.0)",4,4,6839,10,200
"ZIP(0.2, 3.75)",2,1,10,10,10
"ZIP(0.2, 3.75)",2,2,32,10,10
"ZIP(0.2, 3.75)",3,1,10,10,10
"ZIP(0.2, 3.75)",3,2,28,10,10
"ZIP(0.2, 3.75)",3,3,88,10,10
"ZIP(0.2, 3.75)",4,1,10,10,10
"ZIP(0.2, 3.75)",4,2,23,10,10
"ZIP(0.2, 3.75)",4,3,54,10,10
"ZIP(0.2, 3.75)",4,4,141,10,10
"ZIP(0.5, 6.0)",2,1,10,10,10
"ZIP(0.5, 6.0)",2,2,39,10,10
"ZIP(0.5, 6.0)",3,1,10,10,10
"ZIP(0.5, 6.0)",3,2,28,10,10
"ZIP(0.5, 6.0)",3,3,70,10,10
"ZIP(0.5, 6.0)",4,1,10,10,10
"ZIP(0.5, 6.0)",4,2,42,10,10
"ZIP(0.5, 6.0)",4,3,132,10,10
"ZIP(0.5, 6.0)",4,4,393,10,10
"ZIP(0.7, 10.0)",2,1,10,10,10
"ZIP(0.7, 10.0)",2,2,21,10,10
"ZIP(0.7, 10.0)",3,1,10,10,10
"ZIP(0.7, 10.0)",3,2,10,10,10
"ZIP(0.7, 10.0)",3,3,54,10,10
"ZIP(0.7, 10.0)",4,1,10,10,10
"ZIP(0.7, 10.0)",4,2,18,10,10
"ZIP(0.7, 10.0)",4,3,85,10,10
"ZIP(0.7, 10.0)",4,4,236,10,10
"ZIP(0.9, 30.0)",2,1,10,10,10
"ZIP(0.9, 30.0)",2,2,24,10,10
"ZIP(0.9, 30.0)",3,1,10,10,10
"ZIP(0.9, 30.0)",3,2,39,10,10
"ZIP(0.9, 30.0)",3,3,90,10,10
"ZIP(0.9, 30.0)",4,1,10,10,10
"ZIP(0.9, 30.0)",4,2,25,10,10
"ZIP(0.9, 30.0)",4,3,92,10,10
"ZIP(0.9, 30.0)",4,4,245,10,10
"ZIP(0.2, 3.75)",2,1,50,10,50
"ZIP(0.2, 3.75)",2,2,153,10,50
"ZIP(0.2, 3.75)",3,1,50,10,50
"ZIP(0.2, 3.75)",3,2,145,10,50
"ZIP(0.2, 3.75)",3,3,429,10,50
"ZIP(0.2, 3.75)",4,1,50,10,50
"ZIP(0.2, 3.75)",4,2,103,10,50
"ZIP(0.2, 3.75)",4,3,295,10,50
"ZIP(0.2, 3.75)",4,4,912,10,50
"ZIP(0.5, 6.0)",2,1,50,10,50
"ZIP(0.5, 6.0)",2,2,132,10,50
"ZIP(0.5, 6.0)",3,1,50,10,50
"ZIP(0.5, 6.0)",3,2,178,10,50
"ZIP(0.5, 6.0)",3,3,418,10,50
"ZIP(0.5, 6.0)",4,1,50,10,50
"ZIP(0.5, 6.0)",4,2,167,10,50
"ZIP(0.5, 6.0)",4,3,609,10,50
"ZIP(0.5, 6.0)",4,4,2077,10,50
"ZIP(0.7, 10.0)",2,1,50,10,50
"ZIP(0.7, 10.0)",2,2,184,10,50
"ZIP(0.7, 10.0)",3,1,50,10,50
"ZIP(0.7, 10.0)",3,2,148,10,50
"ZIP(0.7, 10.0)",3,3,463,10,50
"ZIP(0.7, 10.0)",4,1,50,10,50
"ZIP(0.7, 10.0)",4,2,250,10,50
"ZIP(0.7, 10.0)",4,3,775,10,50
"ZIP(0.7, 10.0)",4,4,2085,10,50
"ZIP(0.9, 30.0)",2,1,50,10,50
"ZIP(0.9, 30.0)",2,2,92,10,50
"ZIP(0.9, 30.0)",3,1,50,10,50
"ZIP(0.9, 30.0)",3,2,234,10,50
"ZIP(0.9, 30.0)",3,3,722,10,50
"ZIP(0.9, 30.0)",4,1,50,10,50
"ZIP(0.9, 30.0)",4,2,130,10,50
"ZIP(0.9, 30.0)",4,3,412,10,50
"ZIP(0.9, 30.0)",4,4,1605,10,50
"ZIP(0.2, 3.75)",2,1,100,10,100
"ZIP(0.2, 3.75)",2,2,305,10,100
"ZIP(0.2, 3.75)",3,1,100,10,100
"ZIP(0.2, 3.75)",3,2,311,10,100
"ZIP(0.2, 3.75)",3,3,844,10,100
"ZIP(0.2, 3.75)",4,1,100,10,100
"ZIP(0.2, 3.75)",4,2,281,10,100
"ZIP(0.2, 3.75)",4,3,851,10,100
"ZIP(0.2, 3.75)",4,4,2656,10,100
"ZIP(0.5, 6.0)",2,1,100,10,100
"ZIP(0.5, 6.0)",2,2,341,10,100
"ZIP(0.5, 6.0)",3,1,100,10,100
"ZIP(0.5, 6.0)",3,2,246,10,100
"ZIP(0.5, 6.0)",3,3,698,10,100
"ZIP(0.5, 6.0)",4,1,100,10,100
"ZIP(0.5, 6.0)",4,2,329,10,100
"ZIP(0.5, 6.0)",4,3,1038,10,100
"ZIP(0.5, 6.0)",4,4,3199,10,100
"ZIP(0.7, 10.0)",2,1,100,10,100
"ZIP(0.7, 10.0)",2,2,323,10,100
"ZIP(0.7, 10.0)",3,1,100,10,100
"ZIP(0.7, 10.0)",3,2,301,10,100
"ZIP(0.7, 10.0)",3,3,1025,10,100
"ZIP(0.7, 10.0)",4,1,100,10,100
"ZIP(0.7, 10.0)",4,2,244,10,100
"ZIP(0.7, 10.0)",4,3,720,10,100
"ZIP(0.7, 10.0)",4,4,2306,10,100
"ZIP(0.9, 30.0)",2,1,100,10,100
"ZIP(0.9, 30.0)",2,2,262,10,100
"ZIP(0.9, 30.0)",3,1,100,10,100
"ZIP(0.9, 30.0)",3,2,243,10,100
"ZIP(0.9, 30.0)",3,3,842,10,100
"ZIP(0.9, 30.0)",4,1,100,10,100
"ZIP(0.9, 30.0)",4,2,297,10,100
"ZIP(0.9, 30.0)",4,3,941,10,100
"ZIP(0.9, 30.0)",4,4,2295,10,100
"ZIP(0.2, 3.75)",2,1,200,10,200
"ZIP(0.2, 3.75)",2,2,606,10,200
"ZIP(0.2, 3.75)",3,1,200,10,200
"ZIP(0.2, 3.75)",3,2,641,10,200
"ZIP(0.2, 3.75)",3,3,1975,10,200
"ZIP(0.2, 3.75)",4,1,200,10,200
"ZIP(0.2, 3.75)",4,2,599,10,200
"ZIP(0.2, 3.75)",4,3,1776,10,200
"ZIP(0.2, 3.75)",4,4,5219,10,200
"ZIP(0.5, 6.0)",2,1,200,10,200
"ZIP(0.5, 6.0)",2,2,584,10,200
"ZIP(0.5, 6.0)",3,1,200,10,200
"ZIP(0.5, 6.0)",3,2,608,10,200
"ZIP(0.5, 6.0)",3,3,1944,10,200
"ZIP(0.5, 6.0)",4,1,200,10,200
"ZIP(0.5, 6.0)",4,2,551,10,200
"ZIP(0.5, 6.0)",4,3,1615,10,200
"ZIP(0.5, 6.0)",4,4,4859,10,200
"ZIP(0.7, 10.0)",2,1,200,10,200
"ZIP(0.7, 10.0)",2,2,577,10,200
"ZIP(0.7, 10.0)",3,1,200,10,200
"ZIP(0.7, 10.0)",3,2,645,10,200
"ZIP(0.7, 10.0)",3,3,1760,10,200
