site_dep_param,total tiers,current tier,size,leaves,independent_sites
"ZIP(0.9, 30.0)",4,2,277,30,50
"ZIP(0.9, 30.0)",4,3,940,30,50
"ZIP(0.9, 30.0)",4,4,2510,30,50
"ZIP(0.2, 3.75)",2,1,100,30,100
"ZIP(0.2, 3.75)",2,2,286,30,100
"ZIP(0.2, 3.75)",3,1,100,30,100
"ZIP(0.2, 3.75)",3,2,319,30,100
"ZIP(0.2, 3.75)",3,3,919,30,100
"ZIP(0.2, 3.75)",4,1,100,30,100
"ZIP(0.2, 3.75)",4,2,338,30,100
"ZIP(0.2, 3.75)",4,3,1028,30,100
"ZIP(0.2, 3.75)",4,4,3076,30,100
"ZIP(0.5, 6.0)",2,1,100,30,100
"ZIP(0.5, 6.0)",2,2,293,30,100
"ZIP(0.5, 6.0)",3,1,100,30,100
"ZIP(0.5, 6.0)",3,2,313,30,100
"ZIP(0.5, 6.0)",3,3,884,30,100
"ZIP(0.5, 6.0)",4,1,100,30,100
"ZIP(0.5, 6.0)",4,2,274,30,100
"ZIP(0.5, 6.0)",4,3,781,30,100
"ZIP(0.5, 6.0)",4,4,2308,30,100
"ZIP(0.7, 10.0)",2,1,100,30,100
"ZIP(0.7, 10.0)",2,2,299,30,100
"ZIP(0.7, 10.0)",3,1,100,30,100
"ZIP(0.7, 10.0)",3,2,292,30,100
"ZIP(0.7, 10.0)",3,3,871,30,100
"ZIP(0.7, 10.0)",4,1,100,30,100
"ZIP(0.7, 10.0)",4,2,271,30,100
"ZIP(0.7, 10.0)",4,3,818,30,100
"ZIP(0.7, 10.0)",4,4,2659,30,100
"ZIP(0.9, 30.0)",2,1,100,30,100
"ZIP(0.9, 30.0)",2,2,407,30,100
"ZIP(0.9, 30.0)",3,1,100,30,100
"ZIP(0.9, 30.0)",3,2,336,30,100
"ZIP(0.9, 30.0)",3,3,1135,30,100
"ZIP(0.9, 30.0)",4,1,100,30,100
"ZIP(0.9, 30.0)",4,2,451,30,100
"ZIP(0.9, 30.0)",4,3,1093,30,100
"ZIP(0.9, 30.0)",4,4,3208,30,100
"ZIP(0.2, 3.75)",2,1,200,30,200
"ZIP(0.2, 3.75)",2,2,574,30,200
"ZIP(0.2, 3.75)",3,1,200,30,200
"ZIP(0.2, 3.75)",3,2,568,30,200
"ZIP(0.2, 3.75)",3,3,1686,30,200
"ZIP(0.2, 3.75)",4,1,200,30,200
"ZIP(0.2, 3.75)",4,2,565,30,200
"ZIP(0.2, 3.75)",4,3,1694,30,200
"ZIP(0.2, 3.75)",4,4,5223,30,200
"ZIP(0.5, 6.0)",2,1,200,30,200
"ZIP(0.5, 6.0)",2,2,587,30,200
"ZIP(0.5, 6.0)",3,1,200,30,200
"ZIP(0.5, 6.0)",3,2,634,30,200
"ZIP(0.5, 6.0)",3,3,1934,30,200
"ZIP(0.5, 6.0)",4,1,200,30,200
"ZIP(0.5, 6.0)",4,2,622,30,200
"ZIP(0.5, 6.0)",4,3,1943,30,200
"ZIP(0.5, 6.0)",4,4,5755,30,200
"ZIP(0.7, 10.0)",2,1,200,30,200
"ZIP(0.7, 10.0)",2,2,567,30,200
"ZIP(0.7, 10.0)",3,1,200,30,200
"ZIP(0.7, 10.0)",3,2,625,30,200
"ZIP(0.7, 10.0)",3,3,1705,30,200
"ZIP(0.7, 10.0)",4,1,200,30,200
"ZIP(0.7, 10.0)",4,2,579,30,200
"ZIP(0.7, 10.0)",4,3,1605,30,200
"ZIP(0.7, 10.0)",4,4,4708,30,200
"ZIP(0.9, 30.0)",2,1,200,30,200
"ZIP(0.9, 30.0)",2,2,618,30,200
"ZIP(0.9, 30.0)",3,1,200,30,200
"ZIP(0.9, 30.0)",3,2,508,30,200
"ZIP(0.9, 30.0)",3,3,1900,30,200
"ZIP(0.9, 30.0)",4,1,200,30,200
"ZIP(0.9, 30.0)",4,2,421,30,200
"ZIP(0.9, 30.0)",4,3,1057,30,200
"ZIP(0.9, 30.0)",4,4,3426,30,200
"ZIP(0.2, 3.75)",2,1,10,30,10
"ZIP(0.2, 3.75)",2,2,23,30,10
"ZIP(0.2, 3.75)",3,1,10,30,10
"ZIP(0.2, 3.75)",3,2,35,30,10
"ZIP(0.2, 3.75)",3,3,106,30,10
"ZIP(0.2, 3.75)",4,1,10,30,10
"ZIP(0.2, 3.75)",4,2,20,30,10
"ZIP(0.2, 3.75)",4,3,53,30,10
"ZIP(0.2, 3.75)",4,4,140,30,10
"ZIP(0.5, 6.0)",2,1,10,30,10
"ZIP(0.5, 6.0)",2,2,26,30,10
"ZIP(0.5, 6.0)",3,1,10,30,10
"ZIP(0.5, 6.0)",3,2,20,30,10
"ZIP(0.5, 6.0)",3,3,39,30,10
"ZIP(0.5, 6.0)",4,1,10,30,10
"ZIP(0.5, 6.0)",4,2,39,30,10
"ZIP(0.5, 6.0)",4,3,93,30,10
"ZIP(0.5, 6.0)",4,4,266,30,10
"ZIP(0.7, 10.0)",2,1,10,30,10
"ZIP(0.7, 10.0)",2,2,52,30,10
"ZIP(0.7, 10.0)",3,1,10,30,10
"ZIP(0.7, 10.0)",3,2,65,30,10
"ZIP(0.7, 10.0)",3,3,284,30,10
"ZIP(0.7, 10.0)",4,1,10,30,10
"ZIP(0.7, 10.0)",4,2,45,30,10
"ZIP(0.7, 10.0)",4,3,190,30,10
"ZIP(0.7, 10.0)",4,4,533,30,10
"ZIP(0.9, 30.0)",2,1,10,30,10
"ZIP(0.9, 30.0)",2,2,62,30,10
"ZIP(0.9, 30.0)",3,1,10,30,10
"ZIP(0.9, 30.0)",3,2,23,30,10
"ZIP(0.9, 30.0)",3,3,55,30,10
"ZIP(0.9, 30.0)",4,1,10,30,10
"ZIP(0.9, 30.0)",4,2,35,30,10
"ZIP(0.9, 30.0)",4,3,78,30,10
"ZIP(0.9, 30.0)",4,4,317,30,10
"ZIP(0.2, 3.75)",2,1,50,30,50
"ZIP(0.2, 3.75)",2,2,138,30,50
"ZIP(0.2, 3.75)",3,1,50,30,50
"ZIP(0.2, 3.75)",3,2,132,30,50
"ZIP(0.2, 3.75)",3,3,389,30,50
"ZIP(0.2, 3.75)",4,1,50,30,50
"ZIP(0.2, 3.75)",4,2,149,30,50
"ZIP(0.2, 3.75)",4,3,465,30,50
"ZIP(0.2, 3.75)",4,4,1406,30,50
"ZIP(0.5, 6.0)",2,1,50,30,50
"ZIP(0.5, 6.0)",2,2,152,30,50
"ZIP(0.5, 6.0)",3,1,50,30,50
"ZIP(0.5, 6.0)",3,2,169,30,50
"ZIP(0.5, 6.0)",3,3,401,30,50
"ZIP(0.5, 6.0)",4,1,50,30,50
"ZIP(0.5, 6.0)",4,2,163,30,50
"ZIP(0.5, 6.0)",4,3,501,30,50
"ZIP(0.5, 6.0)",4,4,1402,30,50
"ZIP(0.7, 10.0)",2,1,50,30,50
"ZIP(0.7, 10.0)",2,2,147,30,50
"ZIP(0.7, 10.0)",3,1,50,30,50
"ZIP(0.7, 10.0)",3,2,149,30,50
"ZIP(0.7, 10.0)",3,3,587,30,50
"ZIP(0.7, 10.0)",4,1,50,30,50
"ZIP(0.7, 10.0)",4,2,152,30,50
"ZIP(0.7, 10.0)",4,3,550,30,50
"ZIP(0.7, 10.0)",4,4,1583,30,50
"ZIP(0.9, 30.0)",2,1,50,30,50
"ZIP(0.9, 30.0)",2,2,100,30,50
"ZIP(0.9, 30.0)",3,1,50,30,50
"ZIP(0.9, 30.0)",3,2,183,30,50
"ZIP(0.9, 30.0)",3,3,450,30,50
"ZIP(0.9, 30.0)",4,1,50,30,50
"ZIP(0.9, 30.0)",4,2,97,30,50
"ZIP(0.9, 30.0)",4,3,332,30,50
"ZIP(0.9, 30.0)",4,4,1109,30,50
"ZIP(0.2, 3.75)",2,1,100,30,100
"ZIP(0.2, 3.75)",2,2,295,30,100
"ZIP(0.2, 3.75)",3,1,100,30,100
"ZIP(0.2, 3.75)",3,2,303,30,100
"ZIP(0.2, 3.75)",3,3,901,30,100
"ZIP(0.2, 3.75)",4,1,100,30,100
"ZIP(0.2, 3.75)",4,2,321,30,100
"ZIP(0.2, 3.75)",4,3,1020,30,100
"ZIP(0.2, 3.75)",4,4,3108,30,100
"ZIP(0.5, 6.0)",2,1,100,30,100
"ZIP(0.5, 6.0)",2,2,230,30,100
"ZIP(0.5, 6.0)",3,1,100,30,100
"ZIP(0.5, 6.0)",3,2,296,30,100
"ZIP(0.5, 6.0)",3,3,925,30,100
"ZIP(0.5, 6.0)",4,1,100,30,100
"ZIP(0.5, 6.0)",4,2,225,30,100
"ZIP(0.5, 6.0)",4,3,609,30,100
"ZIP(0.5, 6.0)",4,4,1874,30,100
"ZIP(0.7, 10.0)",2,1,100,30,100
"ZIP(0.7, 10.0)",2,2,271,30,100
"ZIP(0.7, 10.0)",3,1,100,30,100
"ZIP(0.7, 10.0)",3,2,258,30,100
"ZIP(0.7, 10.0)",3,3,837,30,100
"ZIP(0.7, 10.0)",4,1,100,30,100
"ZIP(0.7, 10.0)",4,2,228,30,100
"ZIP(0.7, 10.0)",4,3,653,30,100
"ZIP(0.7, 10.0)",4,4,1945,30,100
"ZIP(0.9, 30.0)",2,1,100,30,100
"ZIP(0.9, 30.0)",2,2,335,30,100
"ZIP(0.9, 30.0)",3,1,100,30,100
"ZIP(0.9, 30.0)",3,2,339,30,100
"ZIP(0.9, 30.0)",3,3,1119,30,100
"ZIP(0.9, 30.0)",4,1,100,30,100
"ZIP(0.9, 30.0)",4,2,253,30,100
"ZIP(0.9, 30.0)",4,3,1050,30,100
"ZIP(0.9, 30.0)",4,4,2660,30,100
"ZIP(0.2, 3.75)",2,1,200,30,200
"ZIP(0.2, 3.75)",2,2,617,30,200
"ZIP(0.2, 3.75)",3,1,200,30,200
"ZIP(0.2, 3.75)",3,2,625,30,200
"ZIP(0.2, 3.75)",3,3,1863,30,200
"ZIP(0.2, 3.75)",4,1,200,30,200
"ZIP(0.2, 3.75)",4,2,589,30,200
"ZIP(0.2, 3.75)",4,3,1872,30,200
"ZIP(0.2, 3.75)",4,4,5671,30,200
"ZIP(0.5, 6.0)",2,1,200,30,200
"ZIP(0.5, 6.0)",2,2,555,30,200
"ZIP(0.5, 6.0)",3,1,200,30,200
"ZIP(0.5, 6.0)",3,2,592,30,200
"ZIP(0.5, 6.0)",3,3,1799,30,200
"ZIP(0.5, 6.0)",4,1,200,30,200
"ZIP(0.5, 6.0)",4,2,676,30,200
"ZIP(0.5, 6.0)",4,3,2108,30,200
"ZIP(0.5, 6.0)",4,4,6512,30,200
"ZIP(0.7, 10.0)",2,1,200,30,200
"ZIP(0.7, 10.0)",2,2,501,30,200
"ZIP(0.7, 10.0)",3,1,200,30,200
"ZIP(0.7, 10.0)",3,2,646,30,200
"ZIP(0.7, 10.0)",3,3,1982,30,200
"ZIP(0.7, 10.0)",4,1,200,30,200
"ZIP(0.7, 10.0)",4,2,550,30,200
"ZIP(0.7, 10.0)",4,3,1916,30,200
"ZIP(0.7, 10.0)",4,4,6070,30,200
"ZIP(0.9, 30.0)",2,1,200,30,200
"ZIP(0.9, 30.0)",2,2,575,30,200
"ZIP(0.9, 30.0)",3,1,200,30,200
"ZIP(0.9, 30.0)",3,2,628,30,200
"ZIP(0.9, 30.0)",3,3,1701,30,200
"ZIP(0.9, 30.0)",4,1,200,30,200
"ZIP(0.9, 30.0)",4,2,720,30,200
"ZIP(0.9, 30.0)",4,3,2343,30,200
"ZIP(0.9, 30.0)",4,4,6928,30,200
"ZIP(0.2, 3.75)",2,1,10,30,10
"ZIP(0.2, 3.75)",2,2,24,30,10
"ZIP(0.2, 3.75)",3,1,10,30,10
"ZIP(0.2, 3.75)",3,2,17,30,10
"ZIP(0.2, 3.75)",3,3,47,30,10
"ZIP(0.2, 3.75)",4,1,10,30,10
"ZIP(0.2, 3.75)",4,2,38,30,10
"ZIP(0.2, 3.75)",4,3,140,30,10
"ZIP(0.2, 3.75)",4,4,431,30,10
"ZIP(0.5, 6.0)",2,1,10,30,10
"ZIP(0.5, 6.0)",2,2,47,30,10
"ZIP(0.5, 6.0)",3,1,10,30,10
"ZIP(0.5, 6.0)",3,2,42,30,10
"ZIP(0.5, 6.0)",3,3,97,30,10
"ZIP(0.5, 6.0)",4,1,10,30,10
"ZIP(0.5, 6.0)",4,2,25,30,10
"ZIP(0.5, 6.0)",4,3,75,30,10
"ZIP(0.5, 6.0)",4,4,207,30,10
"ZIP(0.7, 10.0)",2,1,10,30,10
"ZIP(0.7, 10.0)",2,2,37,30,10
"ZIP(0.7, 10.0)",3,1,10,30,10
"ZIP(0.7, 10.0)",3,2,67,30,10
"ZIP(0.7, 10.0)",3,3,284,30,10
"ZIP(0.7, 10.0)",4,1,10,30,10
"ZIP(0.7, 10.0)",4,2,21,30,10
"ZIP(0.7, 10.0)",4,3,50,30,10
"ZIP(0.7, 10.0)",4,4,158,30,10
"ZIP(0.9, 30.0)",2,1,10,30,10
"ZIP(0.9, 30.0)",2,2,32,30,10
"ZIP(0.9, 30.0)",3,1,10,30,10
"ZIP(0.9, 30.0)",3,2,52,30,10
"ZIP(0.9, 30.0)",3,3,149,30,10
"ZIP(0.9, 30.0)",4,1,10,30,10
"ZIP(0.9, 30.0)",4,2,32,30,10
"ZIP(0.9, 30.0)",4,3,156,30,10
"ZIP(0.9, 30.0)",4,4,608,30,10
"ZIP(0.2, 3.75)",2,1,50,30,50
"ZIP(0.2, 3.75)",2,2,179,30,50
"ZIP(0.2, 3.75)",3,1,50,30,50
"ZIP(0.2, 3.75)",3,2,131,30,50
"ZIP(0.2, 3.75)",3,3,352,30,50
"ZIP(0.2, 3.75)",4,1,50,30,50
"ZIP(0.2, 3.75)",4,2,165,30,50
"ZIP(0.2, 3.75)",4,3,494,30,50
"ZIP(0.2, 3.75)",4,4,1525,30,50
"ZIP(0.5, 6.0)",2,1,50,30,50
"ZIP(0.5, 6.0)",2,2,185,30,50
"ZIP(0.5, 6.0)",3,1,50,30,50
"ZIP(0.5, 6.0)",3,2,171,30,50
"ZIP(0.5, 6.0)",3,3,512,30,50
"ZIP(0.5, 6.0)",4,1,50,30,50
"ZIP(0.5, 6.0)",4,2,153,30,50
"ZIP(0.5, 6.0)",4,3,520,30,50
"ZIP(0.5, 6.0)",4,4,1489,30,50
"ZIP(0.7, 10.0)",2,1,50,30,50
"ZIP(0.7, 10.0)",2,2,168,30,50
"ZIP(0.7, 10.0)",3,1,50,30,50
"ZIP(0.7, 10.0)",3,2,139,30,50
"ZIP(0.7, 10.0)",3,3,340,30,50
"ZIP(0.7, 10.0)",4,1,50,30,50
"ZIP(0.7, 10.0)",4,2,125,30,50
"ZIP(0.7, 10.0)",4,3,422,30,50
"ZIP(0.7, 10.0)",4,4,1240,30,50
"ZIP(0.9, 30.0)",2,1,50,30,50
"ZIP(0.9, 30.0)",2,2,48,30,50
"ZIP(0.9, 30.0)",3,1,50,30,50
"ZIP(0.9, 30.0)",3,2,193,30,50
"ZIP(0.9, 30.0)",3,3,598,30,50
"ZIP(0.9, 30.0)",4,1,50,30,50
"ZIP(0.9, 30.0)",4,2,242,30,50
"ZIP(0.9, 30.0)",4,3,919,30,50
"ZIP(0.9, 30.0)",4,4,2420,30,50
"ZIP(0.2, 3.75)",2,1,100,30,100
"ZIP(0.2, 3.75)",2,2,320,30,100
"ZIP(0.2, 3.75)",3,1,100,30,100
"ZIP(0.2, 3.75)",3,2,334,30,100
"ZIP(0.2, 3.75)",3,3,1015,30,100
"ZIP(0.2, 3.75)",4,1,100,30,100
"ZIP(0.2, 3.75)",4,2,303,30,100
"ZIP(0.2, 3.75)",4,3,978,30,100
"ZIP(0.2, 3.75)",4,4,2990,30,100
"ZIP(0.5, 6.0)",2,1,100,30,100
"ZIP(0.5, 6.0)",2,2,312,30,100
"ZIP(0.5, 6.0)",3,1,100,30,100
"ZIP(0.5, 6.0)",3,2,282,30,100
"ZIP(0.5, 6.0)",3,3,867,30,100
"ZIP(0.5, 6.0)",4,1,100,30,100
"ZIP(0.5, 6.0)",4,2,330,30,100
"ZIP(0.5, 6.0)",4,3,1014,30,100
"ZIP(0.5, 6.0)",4,4,3053,30,100
"ZIP(0.7, 10.0)",2,1,100,30,100
"ZIP(0.7, 10.0)",2,2,338,30,100
"ZIP(0.7, 10.0)",3,1,100,30,100
"ZIP(0.7, 10.0)",3,2,285,30,100
"ZIP(0.7, 10.0)",3,3,816,30,100
"ZIP(0.7, 10.0)",4,1,100,30,100
"ZIP(0.7, 10.0)",4,2,287,30,100
"ZIP(0.7, 10.0)",4,3,844,30,100
"ZIP(0.7, 10.0)",4,4,2473,30,100
"ZIP(0.9, 30.0)",2,1,100,30,100
"ZIP(0.9, 30.0)",2,2,231,30,100
"ZIP(0.9, 30.0)",3,1,100,30,100
"ZIP(0.9, 30.0)",3,2,261,30,100
"ZIP(0.9, 30.0)",3,3,1104,30,100
"ZIP(0.9, 30.0)",4,1,100,30,100
"ZIP(0.9, 30.0)",4,2,288,30,100
"ZIP(0.9, 30.0)",4,3,878,30,100
"ZIP(0.9, 30.0)",4,4,2595,30,100
"ZIP(0.2, 3.75)",2,1,200,30,200
"ZIP(0.2, 3.75)",2,2,537,30,200
"ZIP(0.2, 3.75)",3,1,200,30,200
"ZIP(0.2, 3.75)",3,2,637,30,200
"ZIP(0.2, 3.75)",3,3,1932,30,200
"ZIP(0.2, 3.75)",4,1,200,30,200
"ZIP(0.2, 3.75)",4,2,527,30,200
"ZIP(0.2, 3.75)",4,3,1626,30,200
"ZIP(0.2, 3.75)",4,4,4901,30,200
"ZIP(0.5, 6.0)",2,1,200,30,200
"ZIP(0.5, 6.0)",2,2,583,30,200
"ZIP(0.5, 6.0)",3,1,200,30,200
"ZIP(0.5, 6.0)",3,2,573,30,200
"ZIP(0.5, 6.0)",3,3,1621,30,200
"ZIP(0.5, 6.0)",4,1,200,30,200
"ZIP(0.5, 6.0)",4,2,657,30,200
"ZIP(0.5, 6.0)",4,3,1970,30,200
"ZIP(0.5, 6.0)",4,4,5991,30,200
"ZIP(0.7, 10.0)",2,1,200,30,200
"ZIP(0.7, 10.0)",2,2,679,30,200
"ZIP(0.7, 10.0)",3,1,200,30,200
"ZIP(0.7, 10.0)",3,2,638,30,200
"ZIP(0.7, 10.0)",3,3,2025,30,200
"ZIP(0.7, 10.0)",4,1,200,30,200
"ZIP(0.7, 10.0)",4,2,697,30,200
"ZIP(0.7, 10.0)",4,3,2217,30,200
"ZIP(0.7, 10.0)",4,4,7019,30,200
"ZIP(0.9, 30.0)",2,1,200,30,200
"ZIP(0.9, 30.0)",2,2,470,30,200
"ZIP(0.9, 30.0)",3,1,200,30,200
"ZIP(0.9, 30.0)",3,2,448,30,200
"ZIP(0.9, 30.0)",3,3,1756,30,200
"ZIP(0.9, 30.0)",4,1,200,30,200
"ZIP(0.9, 30.0)",4,2,676,30,200
"ZIP(0.9, 30.0)",4,3,1971,30,200
"ZIP(0.9, 30.0)",4,4,6635,30,200
"ZIP(0.2, 3.75)",2,1,10,30,10
"ZIP(0.2, 3.75)",2,2,24,30,10
"ZIP(0.2, 3.75)",3,1,10,30,10
"ZIP(0.2, 3.75)",3,2,23,30,10
"ZIP(0.2, 3.75)",3,3,68,30,10
"ZIP(0.2, 3.75)",4,1,10,30,10
"ZIP(0.2, 3.75)",4,2,19,30,10
"ZIP(0.2, 3.75)",4,3,57,30,10
"ZIP(0.2, 3.75)",4,4,188,30,10
"ZIP(0.5, 6.0)",2,1,10,30,10
"ZIP(0.5, 6.0)",2,2,44,30,10
"ZIP(0.5, 6.0)",3,1,10,30,10
"ZIP(0.5, 6.0)",3,2,13,30,10
"ZIP(0.5, 6.0)",3,3,72,30,10
"ZIP(0.5, 6.0)",4,1,10,30,10
"ZIP(0.5, 6.0)",4,2,41,30,10
"ZIP(0.5, 6.0)",4,3,168,30,10
"ZIP(0.5, 6.0)",4,4,513,30,10
"ZIP(0.7, 10.0)",2,1,10,30,10
"ZIP(0.7, 10.0)",2,2,11,30,10
"ZIP(0.7, 10.0)",3,1,10,30,10
"ZIP(0.7, 10.0)",3,2,23,30,10
"ZIP(0.7, 10.0)",3,3,26,30,10
"ZIP(0.7, 10.0)",4,1,10,30,10
"ZIP(0.7, 10.0)",4,2,30,30,10
"ZIP(0.7, 10.0)",4,3,100,30,10
"ZIP(0.7, 10.0)",4,4,278,30,10
"ZIP(0.9, 30.0)",2,1,10,30,10
"ZIP(0.9, 30.0)",2,2,62,30,10
"ZIP(0.9, 30.0)",3,1,10,30,10
"ZIP(0.9, 30.0)",3,2,38,30,10
"ZIP(0.9, 30.0)",3,3,98,30,10
"ZIP(0.9, 30.0)",4,1,10,30,10
"ZIP(0.9, 30.0)",4,2,59,30,10
"ZIP(0.9, 30.0)",4,3,82,30,10
"ZIP(0.9, 30.0)",4,4,182,30,10
"ZIP(0.2, 3.75)",2,1,50,30,50
"ZIP(0.2, 3.75)",2,2,163,30,50
"ZIP(0.2, 3.75)",3,1,50,30,50
"ZIP(0.2, 3.75)",3,2,144,30,50
"ZIP(0.2, 3.75)",3,3,430,30,50
"ZIP(0.2, 3.75)",4,1,50,30,50
"ZIP(0.2, 3.75)",4,2,155,30,50
"ZIP(0.2, 3.75)",4,3,475,30,50
"ZIP(0.2, 3.75)",4,4,1378,30,50
"ZIP(0.5, 6.0)",2,1,50,30,50
"ZIP(0.5, 6.0)",2,2,157,30,50
"ZIP(0.5, 6.0)",3,1,50,30,50
"ZIP(0.5, 6.0)",3,2,165,30,50
"ZIP(0.5, 6.0)",3,3,512,30,50
"ZIP(0.5, 6.0)",4,1,50,30,50
"ZIP(0.5, 6.0)",4,2,166,30,50
"ZIP(0.5, 6.0)",4,3,520,30,50
"ZIP(0.5, 6.0)",4,4,1416,30,50
"ZIP(0.7, 10.0)",2,1,50,30,50
"ZIP(0.7, 10.0)",2,2,160,30,50
"ZIP(0.7, 10.0)",3,1,50,30,50
"ZIP(0.7, 10.0)",3,2,163,30,50
"ZIP(0.7, 10.0)",3,3,482,30,50
"ZIP(0.7, 10.0)",4,1,50,30,50
"ZIP(0.7, 10.0)",4,2,194,30,50
"ZIP(0.7, 10.0)",4,3,489,30,50
"ZIP(0.7, 10.0)",4,4,1156,30,50
"ZIP(0.9, 30.0)",2,1,50,30,50
"ZIP(0.9, 30.0)",2,2,183,30,50
"ZIP(0.9, 30.0)",3,1,50,30,50
"ZIP(0.9, 30.0)",3,2,160,30,50
"ZIP(0.9, 30.0)",3,3,381,30,50
"ZIP(0.9, 30.0)",4,1,50,30,50
"ZIP(0.9, 30.0)",4,2,306,30,50
"ZIP(0.9, 30.0)",4,3,828,30,50
"ZIP(0.9, 30.0)",4,4,2838,30,50
"ZIP(0.2, 3.75)",2,1,100,30,100
"ZIP(0.2, 3.75)",2,2,306,30,100
"ZIP(0.2, 3.75)",3,1,100,30,100
"ZIP(0.2, 3.75)",3,2,336,30,100
"ZIP(0.2, 3.75)",3,3,1109,30,100
"ZIP(0.2, 3.75)",4,1,100,30,100
"ZIP(0.2, 3.75)",4,2,311,30,100
"ZIP(0.2, 3.75)",4,3,908,30,100
"ZIP(0.2, 3.75)",4,4,2644,30,100
"ZIP(0.5, 6.0)",2,1,100,30,100
"ZIP(0.5, 6.0)",2,2,323,30,100
"ZIP(0.5, 6.0)",3,1,100,30,100
"ZIP(0.5, 6.0)",3,2,265,30,100
"ZIP(0.5, 6.0)",3,3,749,30,100
"ZIP(0.5, 6.0)",4,1,100,30,100
"ZIP(0.5, 6.0)",4,2,295,30,100
"ZIP(0.5, 6.0)",4,3,990,30,100
"ZIP(0.5, 6.0)",4,4,2902,30,100
"ZIP(0.7, 10.0)",2,1,100,30,100
"ZIP(0.7, 10.0)",2,2,371,30,100
"ZIP(0.7, 10.0)",3,1,100,30,100
"ZIP(0.7, 10.0)",3,2,311,30,100
"ZIP(0.7, 10.0)",3,3,944,30,100
"ZIP(0.7, 10.0)",4,1,100,30,100
"ZIP(0.7, 10.0)",4,2,444,30,100
"ZIP(0.7, 10.0)",4,3,1465,30,100
"ZIP(0.7, 10.0)",4,4,4566,30,100
"ZIP(0.9, 30.0)",2,1,100,30,100
"ZIP(0.9, 30.0)",2,2,284,30,100
"ZIP(0.9, 30.0)",3,1,100,30,100
"ZIP(0.9, 30.0)",3,2,504,30,100
"ZIP(0.9, 30.0)",3,3,1522,30,100
"ZIP(0.9, 30.0)",4,1,100,30,100
"ZIP(0.9, 30.0)",4,2,332,30,100
"ZIP(0.9, 30.0)",4,3,1208,30,100
"ZIP(0.9, 30.0)",4,4,3281,30,100
"ZIP(0.2, 3.75)",2,1,200,30,200
"ZIP(0.2, 3.75)",2,2,624,30,200
"ZIP(0.2, 3.75)",3,1,200,30,200
"ZIP(0.2, 3.75)",3,2,615,30,200
"ZIP(0.2, 3.75)",3,3,1870,30,200
"ZIP(0.2, 3.75)",4,1,200,30,200
"ZIP(0.2, 3.75)",4,2,606,30,200
"ZIP(0.2, 3.75)",4,3,1786,30,200
"ZIP(0.2, 3.75)",4,4,5249,30,200
"ZIP(0.5, 6.0)",2,1,200,30,200
"ZIP(0.5, 6.0)",2,2,621,30,200
"ZIP(0.5, 6.0)",3,1,200,30,200
"ZIP(0.5, 6.0)",3,2,646,30,200
"ZIP(0.5, 6.0)",3,3,1913,30,200
"ZIP(0.5, 6.0)",4,1,200,30,200
"ZIP(0.5, 6.0)",4,2,656,30,200
"ZIP(0.5, 6.0)",4,3,1849,30,200
"ZIP(0.5, 6.0)",4,4,5559,30,200
"ZIP(0.7, 10.0)",2,1,200,30,200
"ZIP(0.7, 10.0)",2,2,624,30,200
"ZIP(0.7, 10.0)",3,1,200,30,200
"ZIP(0.7, 10.0)",3,2,667,30,200
"ZIP(0.7, 10.0)",3,3,2137,30,200
"ZIP(0.7, 10.0)",4,1,200,30,200
"ZIP(0.7, 10.0)",4,2,563,30,200
"ZIP(0.7, 10.0)",4,3,1803,30,200
"ZIP(0.7, 10.0)",4,4,5160,30,200
"ZIP(0.9, 30.0)",2,1,200,30,200
"ZIP(0.9, 30.0)",2,2,498,30,200
"ZIP(0.9, 30.0)",3,1,200,30,200
"ZIP(0.9, 30.0)",3,2,482,30,200
"ZIP(0.9, 30.0)",3,3,1395,30,200
"ZIP(0.9, 30.0)",4,1,200,30,200
"ZIP(0.9, 30.0)",4,2,595,30,200
"ZIP(0.9, 30.0)",4,3,1467,30,200
"ZIP(0.9, 30.0)",4,4,4490,30,200
"ZIP(0.2, 3.75)",2,1,10,30,10
"ZIP(0.2, 3.75)",2,2,31,30,10
"ZIP(0.2, 3.75)",3,1,10,30,10
"ZIP(0.2, 3.75)",3,2,33,30,10
"ZIP(0.2, 3.75)",3,3,114,30,10
"ZIP(0.2, 3.75)",4,1,10,30,10
"ZIP(0.2, 3.75)",4,2,28,30,10
"ZIP(0.2, 3.75)",4,3,100,30,10
"ZIP(0.2, 3.75)",4,4,291,30,10
"ZIP(0.5, 6.0)",2,1,10,30,10
"ZIP(0.5, 6.0)",2,2,32,30,10
"ZIP(0.5, 6.0)",3,1,10,30,10
"ZIP(0.5, 6.0)",3,2,33,30,10
"ZIP(0.5, 6.0)",3,3,65,30,10
"ZIP(0.5, 6.0)",4,1,10,30,10
"ZIP(0.5, 6.0)",4,2,33,30,10
"ZIP(0.5, 6.0)",4,3,103,30,10
"ZIP(0.5, 6.0)",4,4,256,30,10
"ZIP(0.7, 10.0)",2,1,10,30,10
"ZIP(0.7, 10.0)",2,2,7,30,10
"ZIP(0.7, 10.0)",3,1,10,30,10
"ZIP(0.7, 10.0)",3,2,28,30,10
"ZIP(0.7, 10.0)",3,3,107,30,10
"ZIP(0.7, 10.0)",4,1,10,30,10
"ZIP(0.7, 10.0)",4,2,30,30,10
"ZIP(0.7, 10.0)",4,3,68,30,10
