"RF","tree_id","dataset"
10,1,"independent"
6,2,"independent"
8,3,"independent"
6,4,"independent"
8,5,"independent"
8,6,"independent"
12,7,"independent"
14,8,"independent"
12,9,"independent"
14,10,"independent"
8,11,"independent"
16,12,"independent"
10,13,"independent"
8,14,"independent"
10,15,"independent"
10,16,"independent"
16,17,"independent"
12,18,"independent"
10,19,"independent"
8,20,"independent"
4,21,"independent"
8,22,"independent"
10,23,"independent"
16,24,"independent"
14,25,"independent"
8,26,"independent"
6,27,"independent"
10,28,"independent"
12,29,"independent"
10,30,"independent"
10,31,"independent"
6,32,"independent"
8,33,"independent"
18,34,"independent"
12,35,"independent"
8,36,"independent"
10,37,"independent"
6,38,"independent"
10,39,"independent"
10,40,"independent"
12,41,"independent"
8,42,"independent"
10,43,"independent"
10,44,"independent"
14,45,"independent"
8,46,"independent"
16,47,"independent"
12,48,"independent"
10,49,"independent"
10,50,"independent"
14,51,"independent"
8,52,"independent"
10,53,"independent"
12,54,"independent"
4,55,"independent"
12,56,"independent"
10,57,"independent"
10,58,"independent"
12,59,"independent"
6,60,"independent"
12,61,"independent"
10,62,"independent"
6,63,"independent"
12,64,"independent"
6,65,"independent"
4,66,"independent"
8,67,"independent"
8,68,"independent"
10,69,"independent"
12,70,"independent"
8,71,"independent"
14,72,"independent"
16,73,"independent"
8,74,"independent"
2,75,"independent"
12,76,"independent"
10,77,"independent"
14,78,"independent"
4,79,"independent"
10,80,"independent"
14,81,"independent"
16,82,"independent"
14,83,"independent"
12,84,"independent"
12,85,"independent"
10,86,"independent"
10,87,"independent"
12,88,"independent"
8,89,"independent"
12,90,"independent"
8,91,"independent"
10,92,"independent"
8,93,"independent"
14,94,"independent"
10,95,"independent"
8,96,"independent"
14,97,"independent"
8,98,"independent"
8,99,"independent"
12,100,"independent"
4,101,"independent"
12,102,"independent"
10,103,"independent"
6,104,"independent"
10,105,"independent"
10,106,"independent"
16,107,"independent"
10,108,"independent"
12,109,"independent"
12,110,"independent"
10,111,"independent"
6,112,"independent"
10,113,"independent"
10,114,"independent"
10,115,"independent"
10,116,"independent"
8,117,"independent"
8,118,"independent"
4,119,"independent"
8,120,"independent"
10,121,"independent"
10,122,"independent"
12,123,"independent"
8,124,"independent"
10,125,"independent"
18,126,"independent"
10,127,"independent"
10,128,"independent"
6,129,"independent"
4,130,"independent"
14,131,"independent"
10,132,"independent"
12,133,"independent"
12,134,"independent"
10,135,"independent"
16,136,"independent"
8,137,"independent"
8,138,"independent"
12,139,"independent"
4,140,"independent"
8,141,"independent"
6,142,"independent"
6,143,"independent"
12,144,"independent"
12,145,"independent"
12,146,"independent"
12,147,"independent"
16,148,"independent"
6,149,"independent"
6,150,"independent"
8,151,"independent"
16,152,"independent"
10,153,"independent"
12,154,"independent"
12,155,"independent"
10,156,"independent"
10,157,"independent"
14,158,"independent"
10,159,"independent"
8,160,"independent"
10,161,"independent"
10,162,"independent"
6,163,"independent"
6,164,"independent"
8,165,"independent"
6,166,"independent"
6,167,"independent"
6,168,"independent"
12,169,"independent"
6,170,"independent"
8,171,"independent"
8,172,"independent"
10,173,"independent"
10,174,"independent"
14,175,"independent"
8,176,"independent"
10,177,"independent"
10,178,"independent"
12,179,"independent"
8,180,"independent"
10,181,"independent"
12,182,"independent"
6,183,"independent"
6,184,"independent"
8,185,"independent"
8,186,"independent"
12,187,"independent"
8,188,"independent"
12,189,"independent"
8,190,"independent"
10,191,"independent"
8,192,"independent"
14,193,"independent"
8,194,"independent"
6,195,"independent"
14,196,"independent"
12,197,"independent"
10,198,"independent"
10,199,"independent"
10,200,"independent"
14,201,"independent"
10,202,"independent"
12,203,"independent"
6,204,"independent"
8,205,"independent"
12,206,"independent"
8,207,"independent"
10,208,"independent"
10,209,"independent"
10,210,"independent"
6,211,"independent"
12,212,"independent"
8,213,"independent"
4,214,"independent"
12,215,"independent"
8,216,"independent"
10,217,"independent"
14,218,"independent"
8,219,"independent"
4,220,"independent"
14,221,"independent"
12,222,"independent"
8,223,"independent"
10,224,"independent"
10,225,"independent"
14,226,"independent"
12,227,"independent"
12,228,"independent"
10,229,"independent"
8,230,"independent"
14,231,"independent"
8,232,"independent"
10,233,"independent"
6,234,"independent"
12,235,"independent"
10,236,"independent"
12,237,"independent"
8,238,"independent"
8,239,"independent"
8,240,"independent"
10,241,"independent"
12,242,"independent"
10,243,"independent"
12,244,"independent"
10,245,"independent"
10,246,"independent"
16,247,"independent"
8,248,"independent"
10,249,"independent"
8,250,"independent"
10,251,"independent"
10,252,"independent"
12,253,"independent"
8,254,"independent"
8,255,"independent"
4,256,"independent"
10,257,"independent"
8,258,"independent"
8,259,"independent"
8,260,"independent"
6,261,"independent"
4,262,"independent"
12,263,"independent"
4,264,"independent"
8,265,"independent"
4,266,"independent"
14,267,"independent"
6,268,"independent"
10,269,"independent"
10,270,"independent"
10,271,"independent"
10,272,"independent"
12,273,"independent"
12,274,"independent"
10,275,"independent"
10,276,"independent"
10,277,"independent"
12,278,"independent"
10,279,"independent"
10,280,"independent"
8,281,"independent"
10,282,"independent"
16,283,"independent"
8,284,"independent"
6,285,"independent"
10,286,"independent"
12,287,"independent"
16,288,"independent"
10,289,"independent"
8,290,"independent"
14,291,"independent"
8,292,"independent"
8,293,"independent"
12,294,"independent"
10,295,"independent"
10,296,"independent"
12,297,"independent"
12,298,"independent"
10,299,"independent"
10,300,"independent"
12,301,"independent"
6,302,"independent"
6,303,"independent"
12,304,"independent"
4,305,"independent"
8,306,"independent"
8,307,"independent"
2,308,"independent"
12,309,"independent"
4,310,"independent"
8,311,"independent"
10,312,"independent"
6,313,"independent"
6,314,"independent"
8,315,"independent"
12,316,"independent"
10,317,"independent"
8,318,"independent"
6,319,"independent"
6,320,"independent"
6,321,"independent"
10,322,"independent"
8,323,"independent"
6,324,"independent"
10,325,"independent"
12,326,"independent"
12,327,"independent"
12,328,"independent"
14,329,"independent"
6,330,"independent"
14,331,"independent"
12,332,"independent"
14,333,"independent"
10,334,"independent"
8,335,"independent"
16,336,"independent"
8,337,"independent"
8,338,"independent"
10,339,"independent"
10,340,"independent"
12,341,"independent"
10,342,"independent"
10,343,"independent"
10,344,"independent"
12,345,"independent"
10,346,"independent"
10,347,"independent"
6,348,"independent"
6,349,"independent"
6,350,"independent"
14,351,"independent"
12,352,"independent"
12,353,"independent"
8,354,"independent"
12,355,"independent"
6,356,"independent"
10,357,"independent"
16,358,"independent"
10,359,"independent"
6,360,"independent"
8,361,"independent"
8,362,"independent"
10,363,"independent"
10,364,"independent"
10,365,"independent"
6,366,"independent"
10,367,"independent"
8,368,"independent"
4,369,"independent"
8,370,"independent"
12,371,"independent"
10,372,"independent"
8,373,"independent"
10,374,"independent"
4,375,"independent"
10,376,"independent"
8,377,"independent"
8,378,"independent"
8,379,"independent"
10,380,"independent"
8,381,"independent"
8,382,"independent"
10,383,"independent"
12,384,"independent"
6,385,"independent"
8,386,"independent"
8,387,"independent"
10,388,"independent"
8,389,"independent"
8,390,"independent"
6,391,"independent"
6,392,"independent"
10,393,"independent"
6,394,"independent"
12,395,"independent"
12,396,"independent"
12,397,"independent"
8,398,"independent"
12,399,"independent"
10,400,"independent"
10,401,"independent"
8,402,"independent"
12,403,"independent"
6,404,"independent"
10,405,"independent"
8,406,"independent"
12,407,"independent"
12,408,"independent"
8,409,"independent"
14,410,"independent"
8,411,"independent"
8,412,"independent"
12,413,"independent"
10,414,"independent"
8,415,"independent"
6,416,"independent"
6,417,"independent"
12,418,"independent"
12,419,"independent"
10,420,"independent"
16,421,"independent"
14,422,"independent"
8,423,"independent"
8,424,"independent"
10,425,"independent"
10,426,"independent"
10,427,"independent"
12,428,"independent"
8,429,"independent"
6,430,"independent"
10,431,"independent"
8,432,"independent"
14,433,"independent"
8,434,"independent"
4,435,"independent"
12,436,"independent"
12,437,"independent"
10,438,"independent"
10,439,"independent"
10,440,"independent"
8,441,"independent"
10,442,"independent"
12,443,"independent"
10,444,"independent"
6,445,"independent"
8,446,"independent"
8,447,"independent"
6,448,"independent"
14,449,"independent"
12,450,"independent"
12,451,"independent"
6,452,"independent"
8,453,"independent"
4,454,"independent"
10,455,"independent"
6,456,"independent"
10,457,"independent"
10,458,"independent"
12,459,"independent"
6,460,"independent"
10,461,"independent"
6,462,"independent"
10,463,"independent"
12,464,"independent"
8,465,"independent"
10,466,"independent"
8,467,"independent"
8,468,"independent"
6,469,"independent"
8,470,"independent"
