"RF","tree_id","dataset"
40,1,"independent"
40,2,"independent"
34,3,"independent"
40,4,"independent"
40,5,"independent"
36,6,"independent"
38,7,"independent"
38,8,"independent"
42,9,"independent"
38,10,"independent"
40,11,"independent"
36,12,"independent"
42,13,"independent"
36,14,"independent"
40,15,"independent"
36,16,"independent"
42,17,"independent"
36,18,"independent"
38,19,"independent"
38,20,"independent"
40,21,"independent"
40,22,"independent"
38,23,"independent"
38,24,"independent"
42,25,"independent"
38,26,"independent"
40,27,"independent"
34,28,"independent"
40,29,"independent"
40,30,"independent"
38,31,"independent"
36,32,"independent"
36,33,"independent"
34,34,"independent"
44,35,"independent"
40,36,"independent"
34,37,"independent"
38,38,"independent"
38,39,"independent"
34,40,"independent"
38,41,"independent"
40,42,"independent"
30,43,"independent"
34,44,"independent"
40,45,"independent"
38,46,"independent"
44,47,"independent"
40,48,"independent"
42,49,"independent"
40,50,"independent"
44,51,"independent"
42,52,"independent"
32,53,"independent"
32,54,"independent"
40,55,"independent"
44,56,"independent"
36,57,"independent"
40,58,"independent"
38,59,"independent"
38,60,"independent"
42,61,"independent"
40,62,"independent"
32,63,"independent"
38,64,"independent"
42,65,"independent"
42,66,"independent"
40,67,"independent"
38,68,"independent"
40,69,"independent"
40,70,"independent"
36,71,"independent"
40,72,"independent"
38,73,"independent"
36,74,"independent"
38,75,"independent"
42,76,"independent"
38,77,"independent"
36,78,"independent"
42,79,"independent"
36,80,"independent"
36,81,"independent"
38,82,"independent"
36,83,"independent"
42,84,"independent"
32,85,"independent"
38,86,"independent"
36,87,"independent"
38,88,"independent"
34,89,"independent"
34,90,"independent"
32,91,"independent"
36,92,"independent"
38,93,"independent"
32,94,"independent"
32,95,"independent"
36,96,"independent"
38,97,"independent"
42,98,"independent"
36,99,"independent"
44,100,"independent"
38,101,"independent"
28,102,"independent"
42,103,"independent"
44,104,"independent"
40,105,"independent"
36,106,"independent"
40,107,"independent"
38,108,"independent"
36,109,"independent"
38,110,"independent"
40,111,"independent"
38,112,"independent"
44,113,"independent"
36,114,"independent"
40,115,"independent"
38,116,"independent"
32,117,"independent"
34,118,"independent"
38,119,"independent"
