"RF","tree_id","dataset"
30,1,"independent"
30,2,"independent"
28,3,"independent"
30,4,"independent"
32,5,"independent"
22,6,"independent"
24,7,"independent"
22,8,"independent"
20,9,"independent"
22,10,"independent"
30,11,"independent"
22,12,"independent"
36,13,"independent"
26,14,"independent"
26,15,"independent"
32,16,"independent"
30,17,"independent"
24,18,"independent"
16,19,"independent"
12,20,"independent"
24,21,"independent"
26,22,"independent"
30,23,"independent"
32,24,"independent"
24,25,"independent"
32,26,"independent"
28,27,"independent"
30,28,"independent"
30,29,"independent"
28,30,"independent"
20,31,"independent"
30,32,"independent"
34,33,"independent"
32,34,"independent"
26,35,"independent"
26,36,"independent"
26,37,"independent"
30,38,"independent"
18,39,"independent"
30,40,"independent"
36,41,"independent"
28,42,"independent"
20,43,"independent"
18,44,"independent"
30,45,"independent"
20,46,"independent"
24,47,"independent"
32,48,"independent"
28,49,"independent"
30,50,"independent"
40,51,"independent"
18,52,"independent"
30,53,"independent"
22,54,"independent"
32,55,"independent"
30,56,"independent"
30,57,"independent"
30,58,"independent"
26,59,"independent"
24,60,"independent"
20,61,"independent"
34,62,"independent"
22,63,"independent"
30,64,"independent"
26,65,"independent"
24,66,"independent"
24,67,"independent"
28,68,"independent"
20,69,"independent"
32,70,"independent"
30,71,"independent"
26,72,"independent"
26,73,"independent"
24,74,"independent"
24,75,"independent"
24,76,"independent"
26,77,"independent"
28,78,"independent"
28,79,"independent"
24,80,"independent"
30,81,"independent"
32,82,"independent"
18,83,"independent"
30,84,"independent"
30,85,"independent"
30,86,"independent"
20,87,"independent"
24,88,"independent"
22,89,"independent"
32,90,"independent"
28,91,"independent"
28,92,"independent"
30,93,"independent"
32,94,"independent"
28,95,"independent"
28,96,"independent"
32,97,"independent"
32,98,"independent"
30,99,"independent"
28,100,"independent"
34,101,"independent"
32,102,"independent"
22,103,"independent"
30,104,"independent"
32,105,"independent"
32,106,"independent"
22,107,"independent"
30,108,"independent"
24,109,"independent"
30,110,"independent"
34,111,"independent"
30,112,"independent"
28,113,"independent"
26,114,"independent"
28,115,"independent"
26,116,"independent"
24,117,"independent"
24,118,"independent"
22,119,"independent"
26,120,"independent"
26,121,"independent"
26,122,"independent"
28,123,"independent"
28,124,"independent"
34,125,"independent"
38,126,"independent"
32,127,"independent"
28,128,"independent"
20,129,"independent"
24,130,"independent"
34,131,"independent"
30,132,"independent"
22,133,"independent"
28,134,"independent"
18,135,"independent"
26,136,"independent"
24,137,"independent"
26,138,"independent"
34,139,"independent"
26,140,"independent"
38,141,"independent"
20,142,"independent"
30,143,"independent"
28,144,"independent"
34,145,"independent"
32,146,"independent"
34,147,"independent"
34,148,"independent"
24,149,"independent"
30,150,"independent"
20,151,"independent"
34,152,"independent"
28,153,"independent"
34,154,"independent"
28,155,"independent"
30,156,"independent"
32,157,"independent"
26,158,"independent"
26,159,"independent"
22,160,"independent"
32,161,"independent"
26,162,"independent"
32,163,"independent"
30,164,"independent"
24,165,"independent"
38,166,"independent"
24,167,"independent"
20,168,"independent"
24,169,"independent"
28,170,"independent"
28,171,"independent"
26,172,"independent"
32,173,"independent"
26,174,"independent"
24,175,"independent"
28,176,"independent"
38,177,"independent"
26,178,"independent"
28,179,"independent"
28,180,"independent"
28,181,"independent"
30,182,"independent"
26,183,"independent"
28,184,"independent"
32,185,"independent"
28,186,"independent"
34,187,"independent"
32,188,"independent"
32,189,"independent"
22,190,"independent"
30,191,"independent"
24,192,"independent"
28,193,"independent"
30,194,"independent"
26,195,"independent"
30,196,"independent"
30,197,"independent"
26,198,"independent"
30,199,"independent"
26,200,"independent"
30,201,"independent"
30,202,"independent"
20,203,"independent"
26,204,"independent"
28,205,"independent"
22,206,"independent"
28,207,"independent"
30,208,"independent"
18,209,"independent"
20,210,"independent"
