# BEAST v10.5.0
# Generated Sat Feb 28 11:54:06 GMT 2026 [seed=1772279634185]
# -window -working -options
state	joint	prior	likelihood	rootHeight	treeLength	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	clock.rate	meanRate	treeLikelihood	branchRates	speciation
26410000	-499.4752416087295	-2.9491260855496355	-496.5261155231799	0.36130978581563195	1.3383720616679047	1.7241763703188717	0.46581194316580116	1.0	1.0	-496.5261155231799	0.0	-1.0339167420175441
26420000	-501.4273896265077	-2.5496753445798683	-498.8777142819278	0.35977363903408	1.2880004303000367	0.747069315947569	0.7728377976665327	1.0	1.0	-498.8777142819278	0.0	-1.1461526534001358
26430000	-502.27035590949106	-2.4835199925140876	-499.786835916977	0.36534740924734344	1.2890872582794555	1.4711878306350423	0.18615726993516002	1.0	1.0	-499.786835916977	0.0	-0.6892884743368621
26440000	-501.63974536179	-3.189774862889272	-498.4499704989007	0.4212696241574976	1.5565501616023334	2.205485209025564	0.004603722261433858	1.0	1.0	-498.4499704989007	0.0	-1.0647119244438659
26450000	-499.73149609588603	-3.5476923893567367	-496.1838037065293	0.29130324670518903	1.1413790737768545	1.7615156579246043	0.7501034908542632	1.0	1.0	-496.1838037065293	0.0	-1.615290924539436
26460000	-498.3503383671616	-2.6969812834996696	-495.65335708366194	0.33700476110118116	1.222725778691719	2.242370959609086	0.2824811659470042	1.0	1.0	-495.65335708366194	0.0	-0.556812038739424
26470000	-501.23619434918146	-4.621357093469781	-496.6148372557117	0.3203690869871322	1.2403840684337861	2.411135219583326	0.7093148172641749	1.0	1.0	-496.6148372557117	0.0	-2.4136609776809874
26480000	-499.5773931399526	-3.4177430170311616	-496.15965012292145	0.3688504321661017	1.2638468606992461	2.1538871537445816	0.5639512543724905	1.0	1.0	-496.15965012292145	0.0	-1.3140293423013403
26490000	-499.3348261850894	-2.725702091613408	-496.609124093476	0.4239785952979088	1.471238597213969	0.40341206452747674	0.8003388565699877	1.0	1.0	-496.609124093476	0.0	-1.5002755466339033
26500000	-502.51556996017905	-6.733481052967726	-495.78208890721135	0.3277435570971061	1.276569654210121	1.248815083302358	0.9375398186997939	1.0	1.0	-495.78208890721135	0.0	-5.05244216414141
26510000	-499.52252367465536	-2.808018403673632	-496.7145052709817	0.3683001497581423	1.2487696890856974	2.609577631577161	0.14268962866665436	1.0	1.0	-496.7145052709817	0.0	-0.5240562503869883
26520000	-499.12482547135846	-3.1504751479275095	-495.97435032343094	0.38138736430546116	1.3147287476013632	2.6410321940485937	0.2213041143383933	1.0	1.0	-495.97435032343094	0.0	-0.8547169768124324
26530000	-498.4945612466808	-2.5141913934883937	-495.9803698531924	0.33268711802840367	1.239618543219358	1.6798286235443027	0.36628040958088043	1.0	1.0	-495.9803698531924	0.0	-0.6196165061668836
26540000	-498.2052790462067	-2.605578404140991	-495.5997006420657	0.36039776846080823	1.301856322165024	1.309121414404125	0.005012438204513851	1.0	1.0	-495.5997006420657	0.0	-0.8931873467337479
26550000	-500.9769977280775	-4.258350349508815	-496.7186473785687	0.33579288468939233	1.209181557482363	3.8874592007862465	0.355977691576542	1.0	1.0	-496.7186473785687	0.0	-1.5477488812992328
26560000	-498.59587706819366	-2.741622988795912	-495.8542540793977	0.30610428686958135	1.190525982032463	0.6691989578200372	0.33645170400874	1.0	1.0	-495.8542540793977	0.0	-1.3822955191379835
26570000	-498.44990942517387	-2.631519245243799	-495.8183901799301	0.30728039399594037	1.1841971387463897	2.4540321293313165	0.21344595335860406	1.0	1.0	-495.8183901799301	0.0	-0.40705901974299
26580000	-498.7944381135322	-2.6175312515061595	-496.17690686202604	0.3448544064664089	1.317034012007512	1.2994809910911957	0.027413407583925714	1.0	1.0	-496.17690686202604	0.0	-0.9101191654497391
26590000	-502.13086977860536	-3.072749470824772	-499.0581203077806	0.3501689341014088	1.2383222746018778	3.119167626378345	0.1119312300295365	1.0	1.0	-499.0581203077806	0.0	-0.606574215517653
26600000	-500.77104856713714	-3.4226474663823376	-497.3484011007548	0.4267716455803373	1.5036559470776476	2.718689580638041	0.007491616998503804	1.0	1.0	-497.3484011007548	0.0	-1.098093827675684
26610000	-498.7199844728699	-2.5864924420930007	-496.1334920307769	0.39607177047987113	1.3480228121686035	1.473226972636305	0.15745806239989502	1.0	1.0	-496.1334920307769	0.0	-0.7912533388180776
26620000	-502.05509645461103	-2.4453446914223527	-499.6097517631887	0.3077433667570064	1.0697088711328628	1.6091000537514237	0.6557456603409895	1.0	1.0	-499.6097517631887	0.0	-0.5841734105973749
26630000	-502.60058674250575	-3.0172363783209324	-499.5833503641848	0.43699539040015156	1.5354888197949084	1.0483195653475712	0.5727440420542476	1.0	1.0	-499.5833503641848	0.0	-1.4438998654546946
26640000	-498.5150595235532	-2.6270538379132575	-495.88800568563994	0.29482984863222006	1.1054720322171816	1.874385493718026	0.5718877830402926	1.0	1.0	-495.88800568563994	0.0	-0.6436637470601482
26650000	-498.941077395608	-3.4938669437700285	-495.447210451838	0.3608535529077256	1.3069607667877428	3.3662569752636236	0.10431066536015075	1.0	1.0	-495.447210451838	0.0	-0.945503853071227
26660000	-498.72744774705995	-2.967508406045016	-495.75993934101496	0.2983184085080071	1.1216570563534405	1.312199843547857	0.7809476734760804	1.0	1.0	-495.75993934101496	0.0	-1.2535300751615568
26670000	-501.85481987229457	-1.93311640816011	-499.92170346413445	0.24595458476049797	0.9191402064194736	0.7062402164781816	0.5118636363651491	1.0	1.0	-499.92170346413445	0.0	-0.5528316309011279
26680000	-502.4467164076089	-5.784293448828185	-496.6624229587807	0.37718913876505744	1.406229517382422	5.359418646310572	0.0591903290308834	1.0	1.0	-496.6624229587807	0.0	-2.678624344196999
26690000	-499.51614185968344	-2.657447950032678	-496.85869390965075	0.32096438585849246	1.2235238135063404	0.5581151491760924	0.5034361626857468	1.0	1.0	-496.85869390965075	0.0	-1.3592363962101321
26700000	-499.45692371778136	-2.954096686093812	-496.50282703168756	0.3227915335584446	1.2037804188473795	1.2987764909728456	0.7362643346388467	1.0	1.0	-496.50282703168756	0.0	-1.2470489428486455
26710000	-503.81796991141255	-3.793074935955225	-500.0248949754573	0.4629692791732065	1.6571007089431966	2.38118289122991	0.1618293458784269	1.0	1.0	-500.0248949754573	0.0	-1.5971782607542955
26720000	-502.0161139348067	-3.11748285799231	-498.8986310768144	0.40922579686564026	1.551563694940774	2.0754763905929323	0.019542707908461198	1.0	1.0	-498.8986310768144	0.0	-1.0467113810163022
26730000	-499.17066140255736	-2.799774958002175	-496.3708864445552	0.3518024211218959	1.2755254581365845	2.0396610812083273	0.3432534561936504	1.0	1.0	-496.3708864445552	0.0	-0.7442558309732421
26740000	-498.1935414527641	-2.3947321099122485	-495.7988093428519	0.3164790949352901	1.2173067860998938	1.8302069515731991	0.14209962335852072	1.0	1.0	-495.7988093428519	0.0	-0.43112689152154204
26750000	-502.9804435432105	-4.355602791302296	-498.6248407519082	0.41259342033056795	1.628542582673257	1.0653791343190404	0.7913678591004378	1.0	1.0	-498.6248407519082	0.0	-2.772901903853269
26760000	-498.2975605260041	-2.3954802258514643	-495.9020803001526	0.31735920762604697	1.2408513594346664	1.3783016055980817	0.2889856954554609	1.0	1.0	-495.9020803001526	0.0	-0.6477263466017971
26770000	-499.42737634291746	-3.121682264085973	-496.3056940788315	0.37953500253007355	1.2925464063792054	2.7497043743542675	0.1983379191316268	1.0	1.0	-496.3056940788315	0.0	-0.7857558619138579
26780000	-502.74999753571075	-2.132431631757027	-500.61756590395373	0.2942510486367027	0.9640856885030296	1.7504111945070022	0.649747181764945	1.0	1.0	-500.61756590395373	0.0	-0.20512584379923038
26790000	-499.36739534307225	-3.1517684975598517	-496.2156268455124	0.33632429336155856	1.2549785930929513	3.1577851779683273	0.1045084525488077	1.0	1.0	-496.2156268455124	0.0	-0.6725025711448142
26800000	-498.75507347142775	-2.135013045122329	-496.62006042630543	0.3241380713478385	1.1479049110319308	0.9260784863442594	0.5343802138638708	1.0	1.0	-496.62006042630543	0.0	-0.6297411934911079
26810000	-501.63467780220753	-2.961917386858154	-498.6727604153494	0.42620384132592165	1.4646579362493193	2.0264886210740123	0.09327992391068271	1.0	1.0	-498.6727604153494	0.0	-0.912040967722309
26820000	-499.56481331073303	-2.851814506958781	-496.71299880377427	0.38189881940460185	1.4118650427794757	1.0010492474555093	0.11712997341518952	1.0	1.0	-496.71299880377427	0.0	-1.3046057893756002
26830000	-498.7544380479553	-2.6003307115881213	-496.1541073363672	0.2988071271837355	1.1409941868533662	3.0097162102584387	0.040408073323657506	1.0	1.0	-496.1541073363672	0.0	-0.17177626374327926
26840000	-498.2427079870241	-2.4473496445381566	-495.79535834248594	0.337204588576359	1.2573449117627205	1.7402328630511696	0.020055999212051725	1.0	1.0	-495.79535834248594	0.0	-0.5247272670408725
26850000	-499.06780160633565	-2.9888046122341922	-496.07899699410143	0.39447619118965616	1.4198873134711518	0.31963019922287617	0.7048954171713132	1.0	1.0	-496.07899699410143	0.0	-1.7867408772697573
26860000	-498.706093888384	-2.6625009777983015	-496.0435929105857	0.32792219152085006	1.2635310686634709	1.6634465944462768	0.4388427509747415	1.0	1.0	-496.0435929105857	0.0	-0.7756084357648547
26870000	-503.3850095807119	-2.0618180087634856	-501.32319157194837	0.2650602524609879	0.8976405154529555	0.845084273217761	0.3378167564596128	1.0	1.0	-501.32319157194837	0.0	-0.6024068234377151
26880000	-503.18576558520743	-6.597908767525397	-496.58785681768205	0.3285646692086628	1.124964705605127	4.101398920569243	0.7425927379578117	1.0	1.0	-496.58785681768205	0.0	-3.8245790508418516
26890000	-502.15191597848906	-1.974323514296931	-500.1775924641921	0.28428790054996	1.046522503052589	1.3265925399994818	0.5288178225110303	1.0	1.0	-500.1775924641921	0.0	-0.2529410697491097
26900000	-500.3943737162697	-3.116483907000941	-497.27788980926874	0.4491461854828797	1.4913879624377373	0.753508566667135	0.19803035758036835	1.0	1.0	-497.27788980926874	0.0	-1.7092891102537717
26910000	-499.49290253303343	-3.5495440761128627	-495.9433584569206	0.3879719584071546	1.3724151038910883	2.431985142631178	0.39625502384734534	1.0	1.0	-495.9433584569206	0.0	-1.3336801483756964
26920000	-500.2264516854931	-4.146628094646829	-496.0798235908463	0.3685599847371429	1.3928176615291379	3.8752039787557098	0.04727886248639946	1.0	1.0	-496.0798235908463	0.0	-1.4396839399813977
26930000	-498.2674060319796	-2.2669973780515598	-496.00040865392805	0.3588056493261472	1.2290153494821707	0.5152548656391424	0.7176865511236543	1.0	1.0	-496.00040865392805	0.0	-0.9910472692757974
26940000	-503.7706119331873	-2.8692392643775104	-500.9013726688098	0.4395425536860509	1.500959576565923	0.5294824748087473	0.6006599032134988	1.0	1.0	-500.9013726688098	0.0	-1.586019218511116
26950000	-501.294199173953	-4.431748158422729	-496.86245101553027	0.2921649888666979	1.0944549026583497	3.523496429796983	0.5902013050986378	1.0	1.0	-496.86245101553027	0.0	-1.8329315444447862
26960000	-501.95609892817725	-4.207963385233449	-497.7481355429438	0.4247597314094609	1.479685746006657	2.030339645484654	0.6019154750961488	1.0	1.0	-497.7481355429438	0.0	-2.156435443936211
26970000	-498.4030959389165	-2.516584046626088	-495.88651189229046	0.33111512519976166	1.2557440182676924	1.2655866488502248	0.08183033109579475	1.0	1.0	-495.88651189229046	0.0	-0.8267767341757757
26980000	-499.1938512592282	-2.480834993583638	-496.71301626564457	0.31819968108240343	1.2281112758311852	1.3658090167228314	0.5191426604535905	1.0	1.0	-496.71301626564457	0.0	-0.739419462837634
26990000	-499.121054571755	-2.4103302728966876	-496.7107242988583	0.3570028051472973	1.2140316475869506	1.1631523496576226	0.20491772593941618	1.0	1.0	-496.7107242988583	0.0	-0.7746652761446822
27000000	-499.2899908570617	-2.5663900820430907	-496.7236007750186	0.364999949090489	1.3394602426335447	1.2344952697330873	0.26611426620360357	1.0	1.0	-496.7236007750186	0.0	-0.8928677614264287
27010000	-501.25378159437366	-4.047937165832424	-497.20584442854124	0.3809845376913904	1.2429881196051364	3.996999032507957	0.2195135737385815	1.0	1.0	-497.20584442854124	0.0	-1.3049576755630128
27020000	-499.5330004928756	-2.571652421971386	-496.9613480709042	0.41252406227037164	1.3837769439562995	0.3982200787554821	0.7643530428488011	1.0	1.0	-496.9613480709042	0.0	-1.348158723678257
27030000	-500.97311614617286	-2.980886728609944	-497.9922294175629	0.4036978253567026	1.566607669842605	1.6758172938594895	0.030184872294993555	1.0	1.0	-497.9922294175629	0.0	-1.0881899401373492
27040000	-500.1283133955356	-2.9154299286591154	-497.21288346687646	0.3541429859501517	1.3024160317027387	0.28680415750217925	0.7230255381844277	1.0	1.0	-497.21288346687646	0.0	-1.7160260449870792
27050000	-498.51138037526624	-2.6829363952124634	-495.8284439800538	0.38154213149420646	1.3942934486225949	1.18757019639308	0.19703048668719084	1.0	1.0	-495.8284439800538	0.0	-1.0342380315414603
27060000	-500.002886680798	-3.6910764410879238	-496.31181023971004	0.4008117465791544	1.4056201206266798	0.37672401910325704	0.3983902266132077	1.0	1.0	-496.31181023971004	0.0	-2.475018750634427
27070000	-499.3830175956273	-2.7052526591049384	-496.67776493652235	0.3591674247571786	1.3512882283075767	1.1426365249463177	0.0853120536493689	1.0	1.0	-496.67776493652235	0.0	-1.0805990301417738
27080000	-498.2483974988809	-2.598195000205296	-495.6502024986756	0.34738575399240906	1.2209125642314764	2.6179138218068583	0.0025332285063133808	1.0	1.0	-495.6502024986756	0.0	-0.3110990686830626
27090000	-500.24577901145835	-2.8549421321941963	-497.39083687926416	0.4098766379923271	1.4608371341660025	1.4100742976947185	0.3545992509084095	1.0	1.0	-497.39083687926416	0.0	-1.091161582523362
27100000	-503.0689200949149	-4.088570222041639	-498.98034987287326	0.44551629848447927	1.4311265799870438	3.743064741073074	0.012387366597829668	1.0	1.0	-498.98034987287326	0.0	-1.4215198479833222
27110000	-499.8371277795511	-3.925705037762514	-495.9114227417886	0.3206914905143726	1.217874008869181	3.326593839954339	0.40443663816353537	1.0	1.0	-495.9114227417886	0.0	-1.3902895174766607
27120000	-501.06019195116306	-3.1988845327424738	-497.8613074184206	0.4245110153481413	1.4397466417280054	1.9795075450861477	0.35244686324990676	1.0	1.0	-497.8613074184206	0.0	-1.1692804971050235
27130000	-499.64940192593593	-2.5205384138736147	-497.1288635120623	0.3484194714107977	1.3055365289854701	1.205307237576743	0.25624940707791294	1.0	1.0	-497.1288635120623	0.0	-0.8624223207335668
27140000	-499.03974772482803	-2.916957542659545	-496.1227901821685	0.3585145871356528	1.3439166552365847	2.5773856742653622	0.020636675108756948	1.0	1.0	-496.1227901821685	0.0	-0.645148800964809
27150000	-499.3253721321014	-2.701093959340442	-496.62427817276097	0.2850173121056316	1.0885556372357819	2.334141095023249	0.4710812657543801	1.0	1.0	-496.62427817276097	0.0	-0.523888032723866
27160000	-498.6450859635579	-2.4111526167481143	-496.2339333468098	0.31283752753009	1.1976888500176806	1.3639110219024129	0.049374381652678434	1.0	1.0	-496.2339333468098	0.0	-0.6707018958554334
27170000	-500.39125173565117	-3.7612581432014256	-496.62999359244975	0.2992826660149629	1.1568500122806462	1.2768381159965647	0.8467958830024932	1.0	1.0	-496.62999359244975	0.0	-2.065589633426352
27180000	-500.2610770722345	-3.0346482257622034	-497.2264288464723	0.44348389208337213	1.5335370602745368	0.9219696986039063	0.6527636011312726	1.0	1.0	-497.2264288464723	0.0	-1.531690559975477
27190000	-500.2088263256898	-3.8715856265262443	-496.33724069916354	0.3428647810081056	1.2614605140578414	3.8559529017527043	0.16298506020620854	1.0	1.0	-496.33724069916354	0.0	-1.17040096515356
27200000	-501.36798412184805	-2.8108655104192763	-498.5571186114288	0.34111223553374403	1.1737626075541676	3.013235695252079	0.12740977747398877	1.0	1.0	-498.5571186114288	0.0	-0.38108916730298004
27210000	-498.8078703319331	-2.0461247911721996	-496.7617455407609	0.2814485040357796	1.0703002339110117	1.0656220958620275	0.42069846956403967	1.0	1.0	-496.7617455407609	0.0	-0.4632907929755292
27220000	-498.7821917106267	-2.3789049873228105	-496.4032867233039	0.28340351381882906	1.1058497818933175	1.9225107140967777	0.43319535055890895	1.0	1.0	-496.4032867233039	0.0	-0.3742091740430772
27230000	-499.35149557577006	-2.8853052618143407	-496.46619031395574	0.2970767914492499	1.1675108715145088	3.1872024373260133	0.108539673460938	1.0	1.0	-496.46619031395574	0.0	-0.39612991836967115
27240000	-501.0740024847649	-2.8536528079552275	-498.2203496768097	0.3953361306727718	1.3588581561669897	1.0424462750906243	0.008590009504962755	1.0	1.0	-498.2203496768097	0.0	-1.2835484059482352
27250000	-498.670958846409	-2.557746150195789	-496.1132126962132	0.3025416277392705	1.1661613053328017	1.9246255573434337	0.43100507322268944	1.0	1.0	-496.1132126962132	0.0	-0.5521198794512843
27260000	-500.89115179653163	-2.87287573019609	-498.01827606633555	0.3416924144327846	1.2226987348683525	0.7251706384086624	0.8618115659952119	1.0	1.0	-498.01827606633555	0.0	-1.4818289774889948
27270000	-500.79789987041505	-3.2279538530783647	-497.5699460173367	0.35115473302854044	1.2353871215665981	0.6199499145592332	0.16259676820717714	1.0	1.0	-497.5699460173367	0.0	-1.896149322211257
27280000	-498.3034117559184	-2.5421517004618757	-495.7612600554565	0.3253339290017857	1.264501423493245	1.651915861643079	0.3358253158994853	1.0	1.0	-495.7612600554565	0.0	-0.6606860933324297
27290000	-498.87713458947604	-3.1014076775801147	-495.7757269118959	0.3031790962655142	1.1355623032299138	3.0539363068338377	0.3274965210387817	1.0	1.0	-495.7757269118959	0.0	-0.6575601832356528
27300000	-499.386424242724	-2.4353137462438523	-496.9511104964801	0.37178459971994243	1.3181261643008662	0.603608731695815	0.7048362018059529	1.0	1.0	-496.9511104964801	0.0	-1.1125146180801662
27310000	-499.4650454868704	-3.0129140746213885	-496.452131412249	0.3579218734992563	1.3674918944580812	1.6598232850641004	0.4789910990001269	1.0	1.0	-496.452131412249	0.0	-1.1277250919419615
27320000	-497.72311177618985	-2.1524738245616293	-495.5706379516282	0.30673078935068243	1.17596624175887	0.43719776024325196	0.8388008755340399	1.0	1.0	-495.5706379516282	0.0	-0.9133776462669667
27330000	-498.6307359608731	-2.5731369999591487	-496.05759896091394	0.35936462748706044	1.2714099046090492	0.8937407808836154	0.3084605808275059	1.0	1.0	-496.05759896091394	0.0	-1.0861174890947993
27340000	-504.92768645166814	-2.892114815116765	-502.03557163655137	0.4004226753429176	1.3169001785965302	0.8432083093671883	0.8075838456916968	1.0	1.0	-502.03557163655137	0.0	-1.4337709071112545
27350000	-502.83537139054937	-5.007297049886176	-497.8280743406632	0.39242766871613977	1.4882713550218167	3.0063673713616463	0.48120662074207393	1.0	1.0	-497.8280743406632	0.0	-2.5799060151563333
27360000	-498.8966742558734	-2.7052987942400666	-496.1913754616333	0.32309985184068557	1.2386051713643453	0.9171428223546901	0.1500081148408474	1.0	1.0	-496.1913754616333	0.0	-1.2050616629632427
27370000	-498.9084515100544	-2.5905176895753197	-496.3179338204791	0.3623334372141257	1.3651511063023505	0.8972154421863195	0.5751582292369446	1.0	1.0	-496.3179338204791	0.0	-1.1015328816462635
27380000	-499.4396093552534	-3.472000238833861	-495.96760911641957	0.33057092387364445	1.2307715968029997	3.7149690410711096	0.09460166713862693	1.0	1.0	-495.96760911641957	0.0	-0.8135428679438128
27390000	-499.1972610920956	-2.7307422595074593	-496.4665188325881	0.34610663080979465	1.274286997315893	1.7375482820279713	0.43945527531632583	1.0	1.0	-496.4665188325881	0.0	-0.8093571878190933
27400000	-507.28801643347776	-4.180589424688188	-503.10742700878956	0.5364177190534591	1.6033380290193384	3.0622088807990266	0.10145533863758063	1.0	1.0	-503.10742700878956	0.0	-1.733895158354605
27410000	-499.11860863405013	-2.572356100331162	-496.546252533719	0.36603162369386794	1.363093166622092	0.6866143903488006	0.7021003553766627	1.0	1.0	-496.546252533719	0.0	-1.2031954153808124
27420000	-502.312213076748	-3.127387230686447	-499.1848258460615	0.4560046693803549	1.5488705089137704	1.0680040207360473	0.6132160383108368	1.0	1.0	-499.1848258460615	0.0	-1.5432486370785772
27430000	-502.47256373567006	-2.4882026090166898	-499.98436112665337	0.2859797612138097	0.9936190541473664	0.26499743234013107	0.7497474799059295	1.0	1.0	-499.98436112665337	0.0	-1.2874457491621323
27440000	-499.9184300043224	-3.3253339373255564	-496.5930960669968	0.32852006985615473	1.259030128554326	2.3624510454984247	0.4646797940046326	1.0	1.0	-496.5930960669968	0.0	-1.1368563738189095
27450000	-505.11581568416966	-6.689500339291679	-498.426315344878	0.41864915198257957	1.379636652354033	4.948471951909574	0.4429773793890069	1.0	1.0	-498.426315344878	0.0	-3.6862633217814436
27460000	-499.8802265861787	-2.547584862819481	-497.33264172335925	0.32582679209217813	1.1464866098577944	1.0298755961157502	0.08712829376053507	1.0	1.0	-497.33264172335925	0.0	-0.9844119697536512
27470000	-499.5569635845541	-2.4611541873160743	-497.09580939723804	0.36210500686906166	1.309533600085917	0.5137911362513186	0.8138016715344908	1.0	1.0	-497.09580939723804	0.0	-1.185944346208347
27480000	-500.5853421400549	-2.774216433960957	-497.81112570609395	0.39247822485611805	1.2672288251278672	0.898540041910016	0.13175752266288418	1.0	1.0	-497.81112570609395	0.0	-1.2844826688914706
27490000	-498.5679461877701	-2.5753522312803554	-495.9925939564897	0.3374406256785078	1.298899349998619	1.3518965194943777	0.45543832783119037	1.0	1.0	-495.9925939564897	0.0	-0.8410200507381067
27500000	-497.87993275846986	-2.515820724327564	-495.3641120341423	0.3290649189849269	1.2157776369566986	2.389162971212653	0.03976565928924254	1.0	1.0	-495.3641120341423	0.0	-0.3167727357219692
27510000	-499.61290000955637	-3.554958999875688	-496.0579410096807	0.33712217208764705	1.3367351985136113	3.4040966903921124	0.06383580350641715	1.0	1.0	-496.0579410096807	0.0	-0.9943277817056642
27520000	-499.85439994817204	-2.9480336579194937	-496.90636629025255	0.31676515894300344	1.1356047677421575	2.1066304853521776	0.5720292520910445	1.0	1.0	-496.90636629025255	0.0	-0.8641004412107229
27530000	-499.7746861648159	-4.077098973871899	-495.697587190944	0.3730712492909296	1.363103572821115	2.401243901706959	0.5528512348431787	1.0	1.0	-495.697587190944	0.0	-1.8732908259618133
27540000	-500.2656470373058	-3.2406483465588747	-497.02499869074694	0.37974536249503277	1.487904062709675	2.1599468861742523	0.19798254287866068	1.0	1.0	-497.02499869074694	0.0	-1.134414065490697
27550000	-498.4253027666047	-2.6618698871474855	-495.76343287945724	0.32128717142011187	1.2595149093105338	0.8752114153725752	0.24437583059767265	1.0	1.0	-495.76343287945724	0.0	-1.1853458766540268
27560000	-499.5900740998755	-2.104235247044044	-497.4858388528315	0.3012499630297379	1.1192942171922806	1.1556227093439582	0.4823341825986742	1.0	1.0	-497.4858388528315	0.0	-0.4726051854193618
27570000	-499.1312030679012	-2.2128032074887387	-496.9183998604125	0.2861658639852586	1.110449606048009	2.202859146185092	0.049413801437754555	1.0	1.0	-496.9183998604125	0.0	-0.08882066311779646
27580000	-501.16748671527864	-2.6346158750497435	-498.5328708402289	0.3720581881646887	1.3404705093997709	1.2507658013496041	0.08713185992545242	1.0	1.0	-498.5328708402289	0.0	-0.9525551755809906
27590000	-499.80359140404937	-2.675657907395013	-497.12793349665435	0.36900824548144434	1.2790658216134811	2.09222794028036	0.217878823033903	1.0	1.0	-497.12793349665435	0.0	-0.5977972576256981
27600000	-497.95549488323985	-2.5195726925951414	-495.4359221906447	0.34675378423399505	1.2526931512457278	1.9394580807194035	0.184384176991304	1.0	1.0	-495.4359221906447	0.0	-0.5074342443409805
27610000	-501.40555757707006	-3.0472290135628026	-498.35832856350726	0.4461328304703288	1.4117263918506797	0.8908752283862106	0.035737212073089566	1.0	1.0	-498.35832856350726	0.0	-1.5618309794155685
27620000	-500.0052754030114	-2.8592605815634116	-497.146014821448	0.30540330320083775	1.102132737054717	1.1957333883376022	0.8060442209559108	1.0	1.0	-497.146014821448	0.0	-1.206222648599811
27630000	-500.17173899223997	-3.8055885573693065	-496.36615043487063	0.3002054071949429	1.1012622209349288	3.8060432665990653	0.39337001859473353	1.0	1.0	-496.36615043487063	0.0	-1.1194185747615295
27640000	-501.43686039209354	-3.6545463320711526	-497.7823140600224	0.4098291288457237	1.4432236217439123	1.685887172849008	0.6134135277277337	1.0	1.0	-497.7823140600224	0.0	-1.7571385327368267
27650000	-499.0867336952072	-2.7152948816334885	-496.3714388135737	0.33981414701624457	1.3456893877394553	1.200824593416363	0.010955195443402465	1.0	1.0	-496.3714388135737	0.0	-1.059554949332426
27660000	-497.6486233235806	-2.3008968739851348	-495.3477264495954	0.32819329471729697	1.210834646425103	1.122800990047013	0.4353848083888804	1.0	1.0	-495.3477264495954	0.0	-0.6869417028798905
27670000	-497.9873931431536	-2.4917627076865463	-495.4956304354671	0.3340674919399597	1.2821532368424295	1.7235540441211805	0.05231265292240115	1.0	1.0	-495.4956304354671	0.0	-0.576841297802134
27680000	-500.16994711078985	-3.1599025401175966	-497.0100445706723	0.4053043860707372	1.3248672689029377	1.1288327518627377	0.7651326516781352	1.0	1.0	-497.0100445706723	0.0	-1.5426886911301763
27690000	-498.1811664255919	-2.613232825694435	-495.5679335998975	0.3651261592150415	1.294684591185359	0.7992399277432444	0.7632004030822553	1.0	1.0	-495.5679335998975	0.0	-1.1799440889393549
27700000	-502.7005688876819	-3.6766342105764607	-499.02393467710544	0.3775465247016293	1.429526200030178	2.096871611351327	0.48777481086647007	1.0	1.0	-499.02393467710544	0.0	-1.5968133760635599
27710000	-500.8359736833901	-2.729048741647133	-498.10692494174293	0.35841083689685854	1.1713977747553201	3.1247572620907818	0.017542942495032722	1.0	1.0	-498.10692494174293	0.0	-0.2609728822738968
27720000	-498.2569774919232	-2.421208793485145	-495.835768698438	0.33487998950965053	1.176862298766904	1.6515442338086828	0.4609125401319062	1.0	1.0	-495.835768698438	0.0	-0.5399183632949245
27730000	-498.6349257578467	-2.64039580334468	-495.994529954502	0.3233572142044207	1.1469256503774359	1.1836919495068325	0.7520317225727849	1.0	1.0	-495.994529954502	0.0	-0.9937622294381365
27740000	-497.8217411771333	-2.2711263614941104	-495.55061481563916	0.3289938487918666	1.200504543707468	0.6610474526534879	0.6160367415999863	1.0	1.0	-495.55061481563916	0.0	-0.9163863588618799
27750000	-501.63391273826767	-2.0264953370683565	-499.6074174011993	0.2911587934031506	1.0512388334445653	1.7536002264378818	0.2772752270519194	1.0	1.0	-499.6074174011993	0.0	-0.09772466912487626
27760000	-498.0794530600941	-2.575698704468997	-495.5037543556251	0.3591557421086568	1.306648158765506	1.6532206931907212	0.2581775226760833	1.0	1.0	-495.5037543556251	0.0	-0.6936181632505725
27770000	-498.8582923923512	-2.2332629658763747	-496.62502942647484	0.3078814448206052	1.1688112903069667	0.8002084442022895	0.5372167962279946	1.0	1.0	-496.62502942647484	0.0	-0.7994217089941963
27780000	-498.3495508016047	-2.3104608330668484	-496.0390899685379	0.3234611104967752	1.160865402804053	1.1483720010773888	0.2427291178191436	1.0	1.0	-496.0390899685379	0.0	-0.6827232719432781
27790000	-498.7395806858917	-2.333596731181196	-496.4059839547105	0.32481174965838877	1.1969982421924006	1.559745737079804	0.10634276818944695	1.0	1.0	-496.4059839547105	0.0	-0.4961025156771354
27800000	-500.09199784469655	-2.91430235564131	-497.1776954890552	0.4114616256631655	1.3951324816277677	1.709153610451535	0.38488393568679885	1.0	1.0	-497.1776954890552	0.0	-1.0060565214260406
27810000	-500.58630387618325	-2.867288769009685	-497.71901510717356	0.3275437541091102	1.0891610773221976	3.7435603354530027	0.05780725747361831	1.0	1.0	-497.71901510717356	0.0	-0.20008717260370057
27820000	-500.059584290114	-2.7873901447359444	-497.2721941453781	0.38129181463728434	1.4452802426641036	1.1995541640187526	0.11434120250447123	1.0	1.0	-497.2721941453781	0.0	-1.1323241297403415
