# BEAST v10.5.0
# Generated Thu Feb 12 23:51:34 GMT 2026 [seed=1770940276861]
# -window -working -options
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
2475000	-135.86906690103052	289.25527810844744	-425.12434500947796	2.3121169631076675E-44	-2.3121169631076675E-44	5.659848495986664E-44	2.645355558048502E-44	4.896798393375559E43	4.89679839337556E43	-425.12434500947796	0.0	299.36268950811234
2476000	-138.19728802723114	285.89172524614725	-424.0890132733784	2.8698366997340675E-44	-2.8698366997340675E-44	6.278013990142406E-44	3.966353227626627E-44	7.946166605128171E43	7.946166605128171E43	-424.0890132733784	0.0	298.811099750533
2477000	-137.62491919852607	287.1378967372627	-424.76281593578875	9.45149372756249E-44	-9.45149372756249E-44	2.2138138873057636E-43	4.561256237815591E-44	1.0512792592613168E43	1.0512792592613169E43	-424.76281593578875	0.0	295.89413957163197
2478000	-141.94666286153745	283.1358465942736	-425.082509455811	3.027839583294622E-43	-3.027839583294622E-43	6.9612026330356795E-43	1.688005236608586E-43	3.9852605741000626E42	3.985260574100062E42	-425.082509455811	0.0	292.58838660509224
2479000	-145.01909500686958	281.1930850176374	-426.21218002450695	2.0079815504348775E-43	-2.0079815504348775E-43	4.816708980598372E-43	4.3658825907887936E-44	8.610941132664794E42	8.610941132664793E42	-426.21218002450695	0.0	291.23743035431715
2480000	-141.30787406224044	283.52448435814495	-424.8323584203854	2.026627115706202E-43	-2.026627115706202E-43	4.434100220343798E-43	9.204392410132618E-44	9.051151673280623E42	9.051151673280622E42	-424.8323584203854	0.0	294.24598818073457
2481000	-139.45783389224363	286.53475618404286	-425.9925900762865	9.352384409990192E-44	-9.352384409990192E-44	2.37049281841911E-43	6.033394982815453E-44	9.25275992501919E42	9.252759925019192E42	-425.9925900762865	0.0	295.3384285270625
2482000	-137.3289044269003	287.0438511452595	-424.3727555721598	7.206422265137274E-44	-7.206422265137274E-44	1.7429892678465878E-43	5.031261543676658E-44	1.4888445310462607E43	1.488844531046261E43	-424.3727555721598	0.0	296.4593258685233
2483000	-138.6919372799822	284.6211598658539	-423.3130971458361	1.0771109401438556E-43	-1.0771109401438556E-43	2.3432427075392877E-43	3.5687963582417223E-44	2.0998489097118072E43	2.0998489097118075E43	-423.3130971458361	0.0	296.042916727058
2484000	-143.51075355297922	280.66519387309864	-424.17594742607787	6.963205891519659E-43	-6.963205891519659E-43	1.6387475793440168E-42	2.7748320700203927E-43	1.6534480405296017E42	1.653448040529602E42	-424.17594742607787	0.0	289.6816904115062
2485000	-148.59733960292783	277.7466727985162	-426.34401240144405	1.1034074464463682E-42	-1.1034074464463682E-42	2.6059547979359935E-42	4.411177842378112E-43	1.538915823776987E42	1.5389158237769873E42	-426.34401240144405	0.0	288.25919263156254
2486000	-144.3580651834215	278.5747596320096	-422.9328248154311	1.0279072782424298E-42	-1.0279072782424298E-42	2.4331465659933006E-42	5.955491504247734E-43	1.370276766535097E42	1.3702767665350971E42	-422.9328248154311	0.0	288.68716463057274
2487000	-139.43100171740565	284.1899032935695	-423.62090501097515	9.11480467631389E-44	-9.11480467631389E-44	2.1442718130904184E-43	8.17622284648789E-44	1.9618910529161535E43	1.961891052916153E43	-423.62090501097515	0.0	295.7365946809971
2488000	-137.57904911598558	285.1682066518892	-422.7472557678748	1.450379127753013E-43	-1.450379127753013E-43	3.4013995368910982E-43	5.138117151933432E-44	8.432469165950397E42	8.432469165950396E42	-422.7472557678748	0.0	294.25931535241835
2489000	-139.1964634329363	284.1638963130325	-423.3603597459688	9.289084855680245E-44	-9.289084855680245E-44	2.071007282320222E-43	1.1763543880246427E-43	1.7250427311797989E43	1.7250427311797986E43	-423.3603597459688	0.0	295.39280121002986
2490000	-145.76209065383676	281.0007632190252	-426.76285387286197	1.5015914067068806E-43	-1.5015914067068806E-43	3.963041709597207E-43	5.142000975548369E-43	5.584420944949504E42	5.584420944949504E42	-426.76285387286197	0.0	291.45535203814717
2491000	-142.24110454014522	280.34778630528115	-422.58889084542636	5.521746485281899E-43	-5.521746485281899E-43	1.2601926638086996E-42	4.219128473458316E-43	2.571767349636808E42	2.5717673496368083E42	-422.58889084542636	0.0	290.6664396222284
2492000	-144.904498954686	278.26073693042474	-423.16523588511075	3.5168910314181205E-43	-3.5168910314181205E-43	7.927257722877732E-43	5.09906841148148E-43	6.190289243504859E42	6.190289243504859E42	-423.16523588511075	0.0	291.1058750723922
2493000	-141.0255306156061	282.16372421233405	-423.18925482794015	7.94177888687484E-44	-7.94177888687484E-44	1.893399652769443E-43	2.683235533611465E-43	1.5405079273530868E43	1.540507927353087E43	-423.18925482794015	0.0	293.54888956811027
2494000	-137.1160067465933	286.0166657999496	-423.1326725465429	9.34407150439596E-44	-9.34407150439596E-44	2.1616248313688843E-43	4.3681346335465546E-44	1.5810085476619013E43	1.5810085476619013E43	-423.1326725465429	0.0	296.0358564889673
2495000	-136.28661615659695	289.5694948588431	-425.85611101544004	3.878363596247085E-44	-3.878363596247085E-44	8.750026018465247E-44	2.7577106358085844E-44	2.6781905421278594E43	2.6781905421278594E43	-425.85611101544004	0.0	298.77082014835264
2496000	-139.4541258161965	285.9420171630244	-425.3961429792209	7.404067418283294E-44	-7.404067418283294E-44	1.7048800378766624E-43	1.011802338428423E-43	1.3971765827113826E43	1.3971765827113826E43	-425.3961429792209	0.0	295.82169923383486
2497000	-141.43091065258625	287.4597834739244	-428.89069412651065	1.8967200962965103E-44	-1.8967200962965103E-44	4.273224978016178E-44	5.62678342672065E-44	5.790567730384916E43	5.790567730384916E43	-428.89069412651065	0.0	298.24843730186114
2498000	-136.89079405499382	286.4696307580128	-423.3604248130066	7.877470350006232E-44	-7.877470350006232E-44	1.836638412052095E-43	5.070718963668459E-44	1.7115193804489335E43	1.7115193804489333E43	-423.3604248130066	0.0	296.48483463805854
2499000	-138.7038746232932	283.88419747651045	-422.58807209980364	1.5068862645528382E-43	-1.5068862645528382E-43	3.4347920630771622E-43	8.588294704886632E-44	1.1587899406982494E43	1.1587899406982492E43	-422.58807209980364	0.0	294.75453995587804
2500000	-135.05924385632284	288.6432044540796	-423.7024483104024	2.687370116376327E-44	-2.687370116376327E-44	6.056796368735377E-44	3.188145962907016E-44	5.02863042891427E43	5.02863042891427E43	-423.7024483104024	0.0	299.1906797219401
2501000	-139.38367101054354	285.93829572425363	-425.3219667347972	7.742230860134543E-44	-7.742230860134543E-44	1.7636634585787704E-43	7.100534090723194E-44	1.7961287505855223E43	1.7961287505855223E43	-425.3219667347972	0.0	296.35857268770417
2502000	-137.64214221218293	286.9539168571741	-424.596059069357	6.735754646122761E-44	-6.735754646122761E-44	1.6300890959995558E-43	5.44815011985635E-44	1.6233946886952379E43	1.6233946886952379E43	-424.596059069357	0.0	296.57689830484594
2503000	-140.63032502111855	282.1614696991222	-422.7917947202408	3.877076783971428E-43	-3.877076783971428E-43	8.964496757952215E-43	1.8434112522306894E-43	3.4106312547055856E42	3.4106312547055856E42	-422.7917947202408	0.0	291.7809180672673
2504000	-146.4409893621641	278.017440276406	-424.45842963857007	1.2618366873746983E-42	-1.2618366873746983E-42	3.1257920732247683E-42	1.1748135611882176E-42	7.897097977392166E41	7.897097977392165E41	-424.45842963857007	0.0	287.5421286839302
2505000	-155.52385216391957	267.0054834848896	-422.5293356488092	4.401768331461452E-41	-4.401768331461452E-41	1.0184981889950225E-40	3.2752202351611E-41	3.3455293958036696E40	3.345529395803669E40	-422.5293356488092	0.0	277.47101820785963
2506000	-154.13413799417668	268.93425896090366	-423.06839695508035	1.9583899956995006E-41	-1.9583899956995006E-41	4.491812017263658E-41	5.4612224516340655E-42	9.376680906940782E40	9.376680906940782E40	-423.06839695508035	0.0	279.33933009357145
2507000	-153.77837388320592	277.0470582425043	-430.8254321257102	1.8002973248374394E-42	-1.8002973248374394E-42	4.9127816183860263E-42	8.194520869293412E-43	4.260692859226709E41	4.260692859226708E41	-430.8254321257102	0.0	285.30198672393533
2508000	-148.69357548728016	273.398687826445	-422.09226331372514	4.3393996641148486E-42	-4.3393996641148486E-42	9.687236032369952E-42	3.697493568926062E-42	3.921581719033496E41	3.921581719033495E41	-422.09226331372514	0.0	284.48367469485015
2509000	-144.01273639805515	279.7690704190891	-423.78180681714423	8.558002582023026E-43	-8.558002582023026E-43	2.0475335097962764E-42	4.681654037654082E-43	1.3444559210166513E42	1.3444559210166513E42	-423.78180681714423	0.0	289.1365511965957
2510000	-145.26021811051112	278.2289679167968	-423.48918602730794	7.433563511993202E-43	-7.433563511993202E-43	1.7577110569861724E-42	8.995467417226196E-43	1.8646503717559083E42	1.8646503717559083E42	-423.48918602730794	0.0	289.0134168217846
2511000	-145.4961089726495	277.4693070479573	-422.96541602060677	1.6348486708490907E-42	-1.6348486708490907E-42	3.652863000611244E-42	3.8587982156458305E-43	9.161847428546762E41	9.161847428546762E41	-422.96541602060677	0.0	286.75636323544785
2512000	-143.4363513670371	280.00256512170756	-423.43891648874467	6.58565910157198E-43	-6.58565910157198E-43	1.4403250571630766E-42	3.604432461989306E-43	2.641680301755349E42	2.6416803017553493E42	-423.43891648874467	0.0	290.67447645131114
2513000	-142.02913870712484	282.00991691196884	-424.0390556190937	2.5954804791701166E-43	-2.5954804791701166E-43	5.726590104221135E-43	2.6307489449691694E-43	5.797437506753169E42	5.797437506753169E42	-424.0390556190937	0.0	292.73649111685756
2514000	-139.37348093862028	283.11954006528384	-422.4930210039041	1.4616678232188404E-43	-1.4616678232188404E-43	3.272272257105168E-43	1.6586615085691693E-43	1.0860962879528986E43	1.0860962879528989E43	-422.4930210039041	0.0	294.21306313401453
2515000	-139.0508705323562	286.25240005301805	-425.30327058537426	6.943672625992757E-45	-6.943672625992757E-45	1.7072913624459195E-44	5.68815474048019E-44	1.7072400179925558E44	1.7072400179925556E44	-425.30327058537426	0.0	298.4915539909247
2516000	-137.90220771752507	286.2330303393781	-424.1352380569032	6.027856780694949E-44	-6.027856780694949E-44	1.4167154604850005E-43	8.665306354417864E-44	1.7610472061828973E43	1.7610472061828973E43	-424.1352380569032	0.0	296.27906507795046
2517000	-138.07458332550368	285.29265798714323	-423.3672413126469	1.2548923266373977E-43	-1.2548923266373977E-43	2.8206443874955364E-43	7.558010993527417E-44	1.148284422576894E43	1.148284422576894E43	-423.3672413126469	0.0	295.387977513519
2518000	-133.84018286100644	288.97328672515596	-422.8134695861624	1.4754731360003316E-44	-1.4754731360003316E-44	3.40746115549601E-44	2.530964346890793E-44	9.816160060696424E43	9.816160060696424E43	-422.8134695861624	0.0	300.21128097538246
2519000	-137.50736638227573	286.5647149405475	-424.07208132282324	1.0480041606200936E-43	-1.0480041606200936E-43	2.4315312052836043E-43	5.507569666639928E-44	1.0537146526926301E43	1.0537146526926302E43	-424.07208132282324	0.0	295.69835281073284
2520000	-137.50539207613264	287.98878316837005	-425.4941752445027	5.580816968823571E-44	-5.580816968823571E-44	1.3685884071316722E-43	4.810811586652323E-44	1.5445122746285147E43	1.5445122746285147E43	-425.4941752445027	0.0	297.0175240957549
2521000	-140.42684740616016	282.1989044718499	-422.6257518780101	4.0582523571666625E-43	-4.0582523571666625E-43	9.141023177810312E-43	1.604446777235969E-43	3.484197519377377E42	3.484197519377377E42	-422.6257518780101	0.0	291.8080266402534
2522000	-144.51476652768173	279.0971799272404	-423.61194645492213	6.730091742068651E-43	-6.730091742068651E-43	1.4974087426595145E-42	5.367635799249383E-43	2.5667939694244972E42	2.566793969424497E42	-423.61194645492213	0.0	290.17176523444397
2523000	-143.89241804433595	280.29574446166	-424.18816250599593	7.361728926659399E-43	-7.361728926659399E-43	1.801727006025959E-42	5.367635799249383E-43	1.2803998110824122E42	1.2803998110824123E42	-424.18816250599593	0.0	289.3934735569633
2524000	-149.4178037443906	273.43152566255725	-422.84932940694785	3.547123800590989E-42	-3.547123800590989E-42	8.211090644755728E-42	3.2901255763702526E-42	4.875591805724009E41	4.87559180572401E41	-422.84932940694785	0.0	284.7958985748271
2525000	-152.30816437436454	270.6958928979898	-423.0040572723543	1.6358628099075312E-41	-1.6358628099075312E-41	3.884564576726817E-41	1.1995452498080158E-41	6.925552719027118E40	6.925552719027119E40	-423.0040572723543	0.0	280.28659766668954
2526000	-153.96382102114256	269.220074317677	-423.1838953388196	1.90117854772899E-41	-1.90117854772899E-41	4.5304154027414936E-41	1.461516847936824E-41	7.699918575329965E40	7.699918575329966E40	-423.1838953388196	0.0	279.78231573265913
2527000	-157.48663056873755	266.4080612031043	-423.89469177184185	1.9512748160044824E-41	-1.9512748160044824E-41	4.51001488319374E-41	2.4190549474816284E-41	1.1266154453495497E41	1.1266154453495497E41	-423.89469177184185	0.0	279.258923522784
2528000	-158.9825195721404	264.46687675037947	-423.4493963225199	1.4060089498881535E-40	-1.4060089498881535E-40	3.4220477125065986E-40	6.735600972611047E-41	7.840077814447073E39	7.840077814447073E39	-423.4493963225199	0.0	273.59677316914406
2529000	-159.4212680127618	264.54490558915643	-423.96617360191823	1.2495815746180455E-40	-1.2495815746180455E-40	2.7992023409434596E-40	7.460146251748403E-41	1.1812098716118927E40	1.1812098716118927E40	-423.96617360191823	0.0	274.70579131497294
2530000	-162.12163608184528	262.6910676530445	-424.8127037348898	1.0837783102753549E-40	-1.0837783102753549E-40	2.4042394999601856E-40	9.768998922748997E-41	1.9323640058429216E40	1.932364005842922E40	-424.8127037348898	0.0	274.7828960307444
2531000	-160.837108050077	264.1590154481077	-424.9961234981847	1.7924445883693777E-40	-1.7924445883693777E-40	4.176349988437081E-40	6.429409520308625E-41	6.328792579746424E39	6.328792579746424E39	-424.9961234981847	0.0	272.995978389905
2532000	-156.4972373666239	268.1132710046189	-424.6105083712428	5.141868664537803E-41	-5.141868664537803E-41	1.2055096806718403E-40	2.6568637120792726E-41	1.987585220058309E40	1.9875852200583093E40	-424.6105083712428	0.0	277.01377493092315
2533000	-158.20403376499775	263.9564145076872	-422.16044827268496	1.3318085024676307E-40	-1.3318085024676307E-40	2.936937097251978E-40	6.345992091601887E-41	1.3673775410103355E40	1.3673775410103357E40	-422.16044827268496	0.0	274.71432817028074
2534000	-156.35532463607024	265.9635945581821	-422.3189191942523	6.280246856998588E-41	-6.280246856998588E-41	1.4243706748674558E-40	1.8028161031004653E-41	2.763813462928816E40	2.7638134629288157E40	-422.3189191942523	0.0	276.0987631446004
2535000	-151.75272996004742	271.79182889808055	-423.54455885812797	6.336717015260668E-42	-6.336717015260668E-42	1.544390739087422E-41	8.472968847912222E-42	1.937622421427487E41	1.937622421427487E41	-423.54455885812797	0.0	282.31301025394816
2536000	-149.52511459181864	273.4674094620879	-422.99252405390655	5.4774723478091544E-42	-5.4774723478091544E-42	1.2704978095931017E-41	2.990498413856182E-42	2.8284995513667273E41	2.8284995513667265E41	-422.99252405390655	0.0	283.8361004267759
2537000	-150.99953605149295	271.8625862821668	-422.8621223336597	1.1422894331029322E-41	-1.1422894331029322E-41	2.6039711414692225E-41	5.134106416893217E-42	1.2770657631672976E41	1.2770657631672972E41	-422.8621223336597	0.0	281.746637359976
2538000	-149.71077883147365	273.51661898348715	-423.2273978149608	5.5201277065069625E-42	-5.5201277065069625E-42	1.2939377807414532E-41	1.5330806006767783E-42	2.4822207027593977E41	2.482220702759398E41	-423.2273978149608	0.0	282.76161683788166
2539000	-150.2428802614462	272.9669385584387	-423.2098188198849	6.657184490970357E-42	-6.657184490970357E-42	1.5542655628932765E-41	2.643633234349098E-42	2.3077790981141496E41	2.3077790981141496E41	-423.2098188198849	0.0	283.00323849655445
2540000	-150.05461908419244	272.4204125742621	-422.47503165845455	6.687312745869719E-42	-6.687312745869719E-42	1.483279927958768E-41	5.3375701677701237E-42	2.4753381102260714E41	2.4753381102260714E41	-422.47503165845455	0.0	283.30176332349254
2541000	-149.33994279409126	275.5703964994201	-424.91033929351136	1.8298762043906268E-42	-1.8298762043906268E-42	4.079075824303472E-42	2.912581124009776E-42	6.597996300683741E41	6.59799630068374E41	-424.91033929351136	0.0	286.0020552443643
2542000	-151.29921621589693	271.9156815202851	-423.214897736182	2.751032111151916E-42	-2.751032111151916E-42	6.484120443279547E-42	6.9133225275106E-42	5.338064423125359E41	5.338064423125359E41	-423.214897736182	0.0	283.6430847676062
2543000	-153.86637004610066	269.1443882630611	-423.01075830916176	1.9027571943722597E-41	-1.9027571943722597E-41	4.396243636521703E-41	1.5183141400568003E-41	8.250043214775645E40	8.250043214775645E40	-423.01075830916176	0.0	279.9327902782595
2544000	-159.50727640295037	266.93194133816263	-426.439217741113	1.36783305882684E-41	-1.36783305882684E-41	3.336088817818996E-41	1.9391554041361684E-41	1.534535056261311E41	1.534535056261311E41	-426.439217741113	0.0	279.9054485853561
2545000	-154.87705359710202	268.0727559499728	-422.94980954707484	2.1395600126958238E-41	-2.1395600126958238E-41	5.071780105727962E-41	2.6931541542981447E-41	6.414193135546316E40	6.414193135546317E40	-422.94980954707484	0.0	278.8625917068548
2546000	-153.28428868000532	271.1798603228952	-424.4641490029005	1.5472184526442834E-41	-1.5472184526442834E-41	3.764054263980216E-41	4.645846189574154E-42	5.93208132248194E40	5.932081322481942E40	-424.4641490029005	0.0	279.3038872423198
2547000	-154.1707134457049	269.145880800686	-423.3165942463909	2.7936336468759277E-41	-2.7936336468759277E-41	6.374517878754284E-41	1.758398526407654E-41	4.774396506579429E40	4.774396506579429E40	-423.3165942463909	0.0	279.0382120381568
2548000	-155.08302797844692	267.99941633848994	-423.08244431693686	4.0310772999860074E-41	-4.0310772999860074E-41	9.373223022715968E-41	1.779861133974767E-41	3.458206621132111E40	3.4582066211321104E40	-423.08244431693686	0.0	277.7478409312349
2549000	-155.32752230908102	273.2336545797109	-428.5611768887919	9.556135907247926E-42	-9.556135907247926E-42	2.264928998889468E-41	7.314179021771057E-42	8.290088470493502E40	8.290088470493502E40	-428.5611768887919	0.0	281.8771668717552
2550000	-153.4463227857318	272.2955276242296	-425.7418504099614	1.4443918629797958E-41	-1.4443918629797958E-41	3.408635161650183E-41	6.824796014522512E-42	6.11901203469612E40	6.119012034696119E40	-425.7418504099614	0.0	280.7217443329574
2551000	-157.29834007599982	265.376371316873	-422.67471139287284	6.531859987103988E-41	-6.531859987103988E-41	1.479281385488906E-40	4.694148981397117E-41	2.673377938547437E40	2.673377938547437E40	-422.67471139287284	0.0	276.4499857352953
2552000	-161.13551363863405	264.02325594559426	-425.1587695842283	7.854818490724624E-41	-7.854818490724624E-41	1.942250813387329E-40	3.611573260445334E-41	2.2988673225438866E40	2.2988673225438866E40	-425.1587695842283	0.0	275.1336492019625
2553000	-147.46140136543482	277.23343672787286	-424.6948380933077	2.552355759380044E-42	-2.552355759380044E-42	5.677747395665017E-42	1.0324496410885812E-42	4.959675987549724E41	4.959675987549723E41	-424.6948380933077	0.0	286.4455783399874
2554000	-145.12899670637728	279.2061838764721	-424.3351805828494	1.009244858975673E-42	-1.009244858975673E-42	2.358563720114866E-42	7.952101824141193E-43	1.0689260457157423E42	1.0689260457157426E42	-424.3351805828494	0.0	288.6858553589112
2555000	-145.95775488077186	278.727277953721	-424.68503283449286	1.0862447639169632E-42	-1.0862447639169632E-42	2.646885955976461E-42	1.0542749469301775E-42	8.471612879523672E41	8.471612879523672E41	-424.68503283449286	0.0	288.0359538410472
2556000	-148.96864658092483	273.96445603925207	-422.9331026201769	5.845182844609998E-42	-5.845182844609998E-42	1.3381495089961306E-41	2.379330223650435E-42	2.4192826705755127E41	2.4192826705755127E41	-422.9331026201769	0.0	283.6444369233843
2557000	-153.04445882119512	272.0532179343491	-425.0976767555442	7.805213014450501E-42	-7.805213014450501E-42	1.6791585248806322E-41	3.7849884615069336E-42	2.7034270902553056E41	2.7034270902553053E41	-425.0976767555442	0.0	283.44110117485036
2558000	-149.75011104808686	272.7141986605044	-422.46430970859126	5.930906322902543E-42	-5.930906322902543E-42	1.295230478426233E-41	2.8784671348665035E-42	3.537216509373721E41	3.537216509373721E41	-422.46430970859126	0.0	284.1348107394812
2559000	-147.62343795715236	275.8896306195947	-423.51306857674706	3.1940391839167537E-42	-3.1940391839167537E-42	7.587549824812236E-42	1.0077450437873976E-42	3.4465999270537624E41	3.446599927053763E41	-423.51306857674706	0.0	284.5497703343524
2560000	-152.05004018864474	273.76345638186604	-425.8134965705108	2.333545413440666E-42	-2.333545413440666E-42	6.175274229035204E-42	4.621306177997184E-42	4.541657416493544E41	4.541657416493543E41	-425.8134965705108	0.0	284.37543806523496
2561000	-156.02066715801294	268.3589049398479	-424.37957209786083	3.1322444483760747E-41	-3.1322444483760747E-41	7.382373647652376E-41	8.137750350660079E-42	3.997622697060139E40	3.997622697060139E40	-424.37957209786083	0.0	277.2271014810354
2562000	-150.66799397663982	272.8236260209434	-423.4916199975832	7.570798587746489E-42	-7.570798587746489E-42	1.7706327892638944E-41	6.395685697253878E-42	1.5193450777938726E41	1.5193450777938726E41	-423.4916199975832	0.0	282.57164251864504
2563000	-151.6723505491708	271.89797115153806	-423.57032170070886	1.0954829396893821E-41	-1.0954829396893821E-41	2.619628382975529E-41	8.710337254399704E-42	9.713668841378322E40	9.71366884137832E40	-423.57032170070886	0.0	281.38947072111506
2564000	-152.01014184917915	272.0572525387722	-424.06739438795137	6.663352490396338E-42	-6.663352490396338E-42	1.523867403258615E-41	3.636899603486542E-42	2.8983976403259726E41	2.8983976403259722E41	-424.06739438795137	0.0	283.3658950182297
2565000	-152.53532808562153	271.31917149188587	-423.8544995775074	1.3376470543253428E-41	-1.3376470543253428E-41	3.0048506947427226E-41	4.416589982277064E-42	1.1738283581765454E41	1.1738283581765454E41	-423.8544995775074	0.0	281.1408293606383
2566000	-150.00215804437727	273.2459278359025	-423.24808588027975	3.559692978348273E-42	-3.559692978348273E-42	7.898474719063072E-42	4.758497310296129E-42	4.345439033689799E41	4.345439033689799E41	-423.24808588027975	0.0	284.3696300421838
2567000	-151.96221330785005	272.1829009320455	-424.1451142398956	9.925686747944626E-42	-9.925686747944626E-42	2.3388341370946833E-41	4.2825449506314376E-42	1.3452370215396114E41	1.3452370215396116E41	-424.1451142398956	0.0	281.78631398930156
2568000	-152.08662026005584	271.99453177275154	-424.0811520328074	1.2408019808730196E-41	-1.2408019808730196E-41	2.976761343156625E-41	5.0936558614427385E-42	8.646399255399227E40	8.646399255399226E40	-424.0811520328074	0.0	280.85716234330096
2569000	-154.5830252083	267.68509644364167	-422.26812165194167	2.983256503798979E-41	-2.983256503798979E-41	6.65491172030215E-41	6.723308613107006E-42	6.353409653145474E40	6.353409653145474E40	-422.26812165194167	0.0	277.92301002192534
2570000	-149.88409010964006	273.8127903122142	-423.69688042185425	5.537014049069277E-42	-5.537014049069277E-42	1.3468083402232892E-41	4.321763893422745E-42	1.93632831043799E41	1.93632831043799E41	-423.69688042185425	0.0	283.34495643625047
2571000	-147.89636971514642	276.0740981043624	-423.9704678195088	2.2889860786854775E-42	-2.2889860786854775E-42	5.36650577616002E-42	1.594993138987571E-42	6.080296481412604E41	6.080296481412604E41	-423.9704678195088	0.0	286.2978011268243
2572000	-146.22994573040592	278.4480282049706	-424.67797393537654	9.350292782247362E-43	-9.350292782247362E-43	2.0398717052715726E-42	3.1964750431448017E-43	2.259019250806548E42	2.259019250806548E42	-424.67797393537654	0.0	289.55092383238525
2573000	-143.0811659179987	280.2857316903628	-423.3668976083615	2.0903882015321633E-43	-2.0903882015321633E-43	4.572972037190399E-43	3.315665910024387E-43	9.386884447347234E42	9.386884447347233E42	-423.3668976083615	0.0	292.5695327754081
2574000	-148.19770357538516	276.5636052588772	-424.76130883426237	9.47167979650414E-43	-9.47167979650414E-43	2.165251473194354E-42	1.6611228202500063E-42	1.4945452964950664E42	1.4945452964950664E42	-424.76130883426237	0.0	287.70446085024986
2575000	-143.0492574899381	279.8749642607971	-422.9242217507352	8.706666296780608E-43	-8.706666296780608E-43	1.9928121837663104E-42	2.334069146147537E-43	1.3946286733418256E42	1.394628673341826E42	-422.9242217507352	0.0	288.6053811667971
2576000	-142.22613661451885	282.23851622913213	-424.464652843651	3.19212897944988E-43	-3.19212897944988E-43	8.086204621874777E-43	2.0998683841221153E-43	3.333423748026249E42	3.333423748026249E42	-424.464652843651	0.0	291.6662140967403
2577000	-142.21599236241724	281.5474950878197	-423.76348745023694	4.7122466408499145E-43	-4.7122466408499145E-43	1.1172774907021666E-42	3.5571515581667477E-43	2.2170608041455927E42	2.2170608041455927E42	-423.76348745023694	0.0	290.91777973093457
2578000	-143.80364421937225	279.35053030828686	-423.1541745276591	4.163221931096847E-43	-4.163221931096847E-43	9.824676227856792E-43	5.2470895026796346E-43	3.7970766743488395E42	3.7970766743488395E42	-423.1541745276591	0.0	290.6958884025931
2579000	-142.89337312461083	279.30348617722984	-422.1968593018407	8.293341720799143E-43	-8.293341720799143E-43	1.8664976394379113E-42	4.979564621595186E-43	1.8867744996237373E42	1.8867744996237367E42	-422.1968593018407	0.0	289.7171635971208
2580000	-146.23296341280945	276.19849317212646	-422.4314565849359	2.32470057025302E-42	-2.32470057025302E-42	5.190267080586447E-42	7.356729419003435E-43	7.524295160911182E41	7.524295160911182E41	-422.4314565849359	0.0	286.4146842608469
2581000	-148.32155777098808	274.5085460138605	-422.8301037848486	1.8632342015485854E-42	-1.8632342015485854E-42	4.321490777147623E-42	2.692443640513027E-42	8.660682077352295E41	8.660682077352295E41	-422.8301037848486	0.0	286.02017467116855
2582000	-147.82477518426435	277.50265073980296	-425.3274259240673	1.3442699834805458E-42	-1.3442699834805458E-42	3.4663680849303575E-42	1.4389125518978663E-42	6.862421962116743E41	6.8624219621167425E41	-425.3274259240673	0.0	287.0182866919555
2583000	-147.85079300990378	278.33523679120066	-426.18602980110444	1.2235977026888978E-42	-1.2235977026888978E-42	2.898207077077693E-42	1.397101729038124E-42	7.079230616417532E41	7.079230616417532E41	-426.18602980110444	0.0	287.5994139944545
2584000	-149.2483246407544	276.62919692803234	-425.87752156878673	2.4618635862624738E-42	-2.4618635862624738E-42	6.304678431914752E-42	1.7671996276937414E-42	3.3950611902301348E41	3.395061190230135E41	-425.87752156878673	0.0	285.4608831206105
2585000	-149.68822590379364	276.8013400650892	-426.48956596888286	1.3170605468891299E-42	-1.3170605468891299E-42	3.2747873496524445E-42	1.7889745081562365E-42	8.110953089931614E41	8.110953089931614E41	-426.48956596888286	0.0	286.9239144689559
2586000	-154.13746183833598	271.5107379421936	-425.6481997805296	1.0200423953609655E-41	-1.0200423953609655E-41	2.6322263549979933E-41	4.508525333028006E-42	1.0867116368159977E41	1.0867116368159977E41	-425.6481997805296	0.0	280.71391130940106
2587000	-159.65283210000598	265.13686342858165	-424.78969552858763	6.989653160230506E-41	-6.989653160230506E-41	1.6420977448252698E-40	2.5985366233698666E-41	2.551321664047209E40	2.551321664047209E40	-424.78969552858763	0.0	275.7789674534528
2588000	-154.2849264241554	269.5183341206293	-423.8032605447847	1.3512647739354169E-41	-1.3512647739354169E-41	3.0682276469142905E-41	1.6301082594861474E-41	1.1064664929722199E41	1.1064664929722197E41	-423.8032605447847	0.0	280.47227631860414
2589000	-152.52953669235887	272.6434363772976	-425.17297306965645	6.768337496896111E-42	-6.768337496896111E-42	1.6621665768547604E-41	6.432372143987448E-42	1.6520966189246069E41	1.6520966189246069E41	-425.17297306965645	0.0	282.52651488912977
2590000	-152.5568330764396	275.45542749110245	-428.01226056754206	4.482483605645109E-42	-4.482483605645109E-42	1.1215436730547362E-41	2.6097960394759057E-42	1.6925334055335627E41	1.6925334055335627E41	-428.01226056754206	0.0	283.7983257119625
2591000	-151.96256798418653	274.0124878270874	-425.97505581127393	5.891057474710822E-42	-5.891057474710822E-42	1.42582442793836E-41	4.2635453080105596E-42	1.6832138694465741E41	1.6832138694465741E41	-425.97505581127393	0.0	283.2246586846601
