# BEAST v10.5.0
# Generated Thu Apr 23 10:06:25 BST 2026 [seed=1776935184710]
# run_sites200_seed3.xml
state	joint	prior	likelihood	rootHeight	treeLength	yule.birthRate	clock.rate	meanRate	treeLikelihood	branchRates	speciation
0	-3483.194777229234	-1068.0323638594227	-2415.1624133698115	112.69917418609599	543.0475785643611	2.0	1.0	1.0	-2415.1624133698115	0.0	-1065.9938888924837
1000	-1869.7500927780147	-110.28119903607957	-1759.468893741935	105.73199184136823	447.36791897873337	0.0752299408131522	1.0	1.0	-1759.468893741935	0.0	-108.68443543298561
2000	-1611.5480021316675	-109.82746729493992	-1501.7205348367277	114.4718214561521	444.2493668097934	0.06545994425086885	1.0	1.0	-1501.7205348367277	0.0	-108.14372777013146
3000	-1440.2901360132598	-109.6076706471205	-1330.6824653661392	106.24454290529174	402.3191415995664	0.10954226656534607	1.0	1.0	-1330.6824653661392	0.0	-108.20285009043843
4000	-1353.012843059243	-108.68087919062899	-1244.3319638686141	103.81520333358667	404.56353457298377	0.05165700575447157	1.0	1.0	-1244.3319638686141	0.0	-106.82929498824195
5000	-1299.8948847941585	-105.13023469574702	-1194.7646500984115	99.11845706678625	376.4073596312104	0.0883654861893221	1.0	1.0	-1194.7646500984115	0.0	-103.62335992468967
6000	-1303.0256798168512	-107.01131481190797	-1196.014365004943	99.97174881530763	404.00015781980744	0.07223461241517762	1.0	1.0	-1196.014365004943	0.0	-105.3900374129084
7000	-1270.2706743446704	-105.51459108351206	-1164.7560832611584	98.8980619056728	379.33474275171835	0.0908804429975182	1.0	1.0	-1164.7560832611584	0.0	-104.02221250079592
8000	-1235.0522198422354	-105.40393001264572	-1129.6482898295897	95.95264884141034	382.2043715518455	0.07361989619507425	1.0	1.0	-1129.6482898295897	0.0	-103.79420502917178
9000	-1186.1132961961562	-104.4961034918437	-1081.6171927043124	90.78695333087491	369.1458498911005	0.08857803056264597	1.0	1.0	-1081.6171927043124	0.0	-102.99048338453191
