meanRF,meanNRF,HighSupportCladesProp,RFConsensus,NRFConsensus,CladeRecoveryConsensus,RFMCC,NRFMCC,CladeRecoveryMCC,likelihoodESS,priorESS,jointESS,prob,tier,leaves,total_sites
7.22986334851683,0.516418810608345,0.333333333333333,4,0.285714285714286,0.4,6,0.428571428571429,0.5,8415.86585115726,3.21176008094891,127.196189264141,1.0,1,10,50
7.31274302855238,0.522338787753742,0.555555555555556,4,0.285714285714286,0.5,8,0.571428571428571,0.5,9001.0,8472.90071544355,8529.60691267221,0.8,2,10,50
7.02655260526608,0.501896614661863,0.333333333333333,5,0.357142857142857,0.5,4,0.285714285714286,0.7,9000.99999999999,8689.48871514631,8347.56633617591,0.8,3,10,50
9.10076658149095,0.650054755820782,0.222222222222222,5,0.357142857142857,0.3,6,0.428571428571429,0.5,9424.30186718483,8229.76403166245,9000.99999999999,0.8,4,10,50
6.20508832351961,0.443220594537115,0.333333333333333,5,0.357142857142857,0.5,4,0.285714285714286,0.6,9001.00000000003,8556.71324652002,9001.00000000001,0.6,2,10,50
4.67414731696478,0.333867665497484,0.555555555555556,2,0.142857142857143,0.7,2,0.142857142857143,0.8,9001.00000000001,8132.69667321523,8420.59786454504,0.6,3,10,50
11.4445061659816,0.81746472614154,0.222222222222222,6,0.428571428571429,0.2,12,0.857142857142857,0.2,9000.99999999999,8998.77289175768,8279.68196250364,0.6,4,10,50
8.50127763581824,0.60723411684416,0.222222222222222,5,0.357142857142857,0.4,6,0.428571428571429,0.5,9001.00000000002,8391.5783595647,8502.70531440542,0.4,2,10,50
9.14898344628375,0.653498817591696,0.222222222222222,5,0.357142857142857,0.3,8,0.571428571428571,0.5,7953.95604046672,12.6983045930171,444.925035765338,0.4,3,10,50
5.31585379402289,0.379703842430206,0.555555555555556,4,0.285714285714286,0.6,6,0.428571428571429,0.6,9001.00000000002,9000.99999999997,9001.00000000003,0.4,4,10,50
4.6534829463393,0.332391639024235,0.666666666666667,4,0.285714285714286,0.7,4,0.285714285714286,0.7,9000.99999999998,9000.99999999997,8316.94522739924,0.2,2,10,50
4.90389956671481,0.350278540479629,0.555555555555556,3,0.214285714285714,0.6,0,0.0,0.9,9000.99999999997,9001.00000000001,9001.00000000001,0.2,3,10,50
7.0212198644595,0.50151570460425,0.444444444444444,6,0.428571428571429,0.4,8,0.571428571428571,0.4,9001.0,9001.0,9000.99999999998,0.2,4,10,50
4.26552605266082,0.304680432332915,0.625,3,0.214285714285714,0.6,4,0.285714285714286,0.6,9000.99999999998,8563.72342411402,9001.00000000002,1.0,1,10,100
3.85134985001666,0.275096417858333,0.625,3,0.214285714285714,0.6,4,0.285714285714286,0.6,9001.00000000001,9122.7537255535,9001.00000000003,0.8,2,10,100
5.41895344961671,0.387068103544051,0.625,5,0.357142857142857,0.5,6,0.428571428571429,0.5,9000.99999999997,9001.0,9001.00000000003,0.8,3,10,100
8.00799911120987,0.57199993651499,0.5,8,0.571428571428571,0.4,8,0.571428571428571,0.4,8586.77601467854,9001.00000000004,8610.68960637391,0.8,4,10,100
5.18742361959782,0.370530258542702,0.5,4,0.285714285714286,0.5,6,0.428571428571429,0.5,9001.00000000003,9000.99999999998,9055.05393369986,0.6,2,10,100
8.21264303966226,0.586617359975876,0.5,6,0.428571428571429,0.4,8,0.571428571428571,0.4,9001.0,9000.99999999999,9001.00000000001,0.6,3,10,100
8.80479946672592,0.62891424762328,0.375,7,0.5,0.3,10,0.714285714285714,0.3,9001.00000000005,9001.0,9000.99999999997,0.6,4,10,100
6.89390067770248,0.492421476978748,0.375,4,0.285714285714286,0.5,6,0.428571428571429,0.5,9001.00000000001,8727.09790817437,9001.00000000003,0.4,2,10,100
5.33607376958116,0.381148126398654,0.625,3,0.214285714285714,0.5,4,0.285714285714286,0.6,9001.0,8631.65500736031,8702.70988609646,0.4,3,10,100
7.98733474058438,0.570523910041741,0.375,4,0.285714285714286,0.4,8,0.571428571428571,0.4,9001.00000000003,9001.00000000003,9224.34815829967,0.4,4,10,100
3.6958115764915,0.263986541177964,0.375,1,0.0714285714285714,0.7,0,0.0,0.8,9241.52569637386,9001.00000000002,9208.93648612533,0.2,2,10,100
5.57293634040662,0.398066881457616,0.375,5,0.357142857142857,0.5,4,0.285714285714286,0.6,8305.35819421146,9039.72528005887,8339.16151546467,0.2,3,10,100
7.04655038329075,0.50332502737791,0.25,5,0.357142857142857,0.5,4,0.285714285714286,0.6,9001.00000000004,9000.99999999997,9000.99999999994,0.2,4,10,100
1.70069992223086,0.121478565873633,0.75,1,0.0714285714285714,0.7,0,0.0,0.8,13.30633164231,7.40354182432995,11.7747348712837,1.0,1,10,500
1.61915342739696,0.11565381624264,0.75,1,0.0714285714285714,0.7,0,0.0,0.8,9000.99999999999,8634.02694569276,8656.87324253306,0.8,2,10,500
5.50672147539162,0.393337248242259,0.375,4,0.285714285714286,0.6,4,0.285714285714286,0.6,9000.99999999997,9000.99999999997,8715.57421241779,0.8,3,10,500
4.39973336295967,0.314266668782834,0.625,4,0.285714285714286,0.5,4,0.285714285714286,0.6,8678.11035856876,9001.0,8713.78869127176,0.8,4,10,500
1.63337406954783,0.116669576396273,0.75,0,0.0,0.8,0,0.0,0.8,9001.00000000002,8553.22716262451,9000.99999999998,0.6,2,10,500
3.71403177424731,0.265287983874808,0.625,3,0.214285714285714,0.6,4,0.285714285714286,0.6,8711.50732914966,7995.63708741592,8595.98763013946,0.6,3,10,500
1.12609710032219,0.0804355071658705,0.75,0,0.0,0.8,0,0.0,0.8,8694.91145966297,9001.00000000002,8613.63035381433,0.6,4,10,500
0.68103544050661,0.048645388607615,0.875,0,0.0,0.8,0,0.0,0.8,8482.1576765533,8071.56320851797,8165.64086709211,0.4,2,10,500
2.89234529496723,0.206596092497659,0.5,2,0.142857142857143,0.7,2,0.142857142857143,0.7,9001.00000000002,8992.40742793973,9001.0,0.4,3,10,500
3.8404621708699,0.274318726490707,0.625,4,0.285714285714286,0.6,4,0.285714285714286,0.6,8020.43633237729,6.94766269950046,39.6179802564317,0.4,4,10,500
1.92245306077103,0.137318075769359,0.875,2,0.142857142857143,0.7,2,0.142857142857143,0.7,9000.99999999998,9000.99999999996,8726.16586278996,0.2,2,10,500
3.40251083212976,0.243036488009269,0.625,3,0.214285714285714,0.6,2,0.142857142857143,0.7,8636.74203528114,9001.00000000002,8538.2318581075,0.2,3,10,500
7.0572158649039,0.504086847493136,0.5,6,0.428571428571429,0.4,6,0.428571428571429,0.5,8705.90472257137,9001.0,8215.31813467497,0.2,4,10,500
1.12587490278858,0.0804196359134699,0.888888888888889,1,0.0714285714285714,0.8,0,0.0,0.9,8385.99380475723,9001.00000000001,8476.34914423789,1.0,1,10,1000
0.0228863459615598,0.0016347389972542,1.0,0,0.0,0.9,0,0.0,0.9,8825.8374246743,9367.96999440664,8708.92202735229,0.8,2,10,1000
1.30563270747695,0.0932594791054962,0.888888888888889,1,0.0714285714285714,0.8,2,0.142857142857143,0.8,9000.99999999999,9000.99999999999,9000.99999999999,0.8,3,10,1000
0.766359293411843,0.0547399495294174,0.888888888888889,0,0.0,0.9,0,0.0,0.9,8336.96375299523,9000.99999999999,8337.1187813376,0.8,4,10,1000
1.55582713031885,0.11113050930849,0.888888888888889,2,0.142857142857143,0.8,2,0.142857142857143,0.8,8215.30979183288,9001.0,8250.04842557788,0.6,2,10,1000
1.38740139984446,0.0991000999888901,0.777777777777778,0,0.0,0.9,0,0.0,0.9,8652.12391893445,8132.91445428493,8629.01432658149,0.6,3,10,1000
1.70581046550383,0.121843604678845,0.888888888888889,2,0.142857142857143,0.8,2,0.142857142857143,0.8,8648.71420526521,9001.00000000003,8689.95590271746,0.6,4,10,1000
3.55738251305411,0.254098750932436,0.777777777777778,4,0.285714285714286,0.7,4,0.285714285714286,0.7,9001.00000000001,9001.00000000002,9000.99999999997,0.4,2,10,1000
0.559271192089768,0.0399479422921263,0.888888888888889,0,0.0,0.9,0,0.0,0.9,8316.64999705213,9000.99999999999,8480.67441174696,0.4,3,10,1000
1.06254860571048,0.0758963289793197,0.888888888888889,0,0.0,0.9,0,0.0,0.9,8273.1276829628,9001.00000000001,8430.85856694636,0.4,4,10,1000
1.52071992000889,0.108622851429206,0.888888888888889,1,0.0714285714285714,0.8,2,0.142857142857143,0.8,8666.07103324152,9000.99999999997,8603.40962946775,0.2,2,10,1000
1.51294300633263,0.108067357595188,0.888888888888889,1,0.0714285714285714,0.8,2,0.142857142857143,0.8,8194.2250093591,9001.00000000005,8335.04251181926,0.2,3,10,1000
1.04743917342517,0.0748170838160839,0.888888888888889,1,0.0714285714285714,0.8,0,0.0,0.9,8485.80144773482,9001.00000000002,8624.20819075796,0.2,4,10,1000
0.0564381735362737,0.0040312981097338,1.0,0,0,0.9,0,0,0.9,6842.17817784009,9000.99999999997,7047.02441813357,1.0,1,10,5000
0.0119986668147984,0.0008570476296284,1.0,0,0,0.9,0,0,0.9,6459.74700097355,1181.08490545975,6457.55430502723,0.8,2,10,5000
0.0,0.0,1.0,0,0,0.9,0,0,0.9,7866.01732581704,9000.99999999999,7990.13510695763,0.8,3,10,5000
0.076658149094545,0.0054755820781817,1.0,0,0,0.9,0,0,0.9,7297.1932213673,9001.00000000001,7339.57447156491,0.8,4,10,5000
0.0,0.0,1.0,0,0,0.9,0,0,0.9,7711.68287701399,9000.99999999998,7842.30272863251,0.6,2,10,5000
0.0917675813798467,0.0065548272414176,1.0,0,0,0.9,0,0,0.9,11.4285499513632,29.641914371697,11.4279744096176,0.6,3,10,5000
0.73102988556827,0.0522164203977336,0.888888888888889,0,0,0.9,0,0,0.9,7113.63376522626,8758.96240054624,7398.26190307367,0.6,4,10,5000
0.0,0.0,1.0,0,0,0.9,0,0,0.9,4792.54672799011,209.484816590811,3357.19876647351,0.4,2,10,5000
0.0002221975336073,1.58712524005269e-05,1.0,0,0,0.9,0,0,0.9,7123.70882050277,9400.7963385667,6689.97169205264,0.4,3,10,5000
0.007110321075436,0.0005078800768168,1.0,0,0,0.9,0,0,0.9,4864.93305696727,37.0177007159215,1417.36172817788,0.4,4,10,5000
0.0,0.0,1.0,0,0,0.9,0,0,0.9,6497.63870148183,9001.00000000003,6696.26514974131,0.2,2,10,5000
0.404399511165426,0.028885679368959,0.888888888888889,0,0,0.9,0,0,0.9,5969.91280046138,9001.0,6006.31153129426,0.2,3,10,5000
0.0,0.0,1.0,0,0,0.9,0,0,0.9,3623.62202000997,73.1835890142378,2590.84038552862,0.2,4,10,5000
4.70392178646817,0.335994413319155,0.555555555555556,3,0.214285714285714,0.6,4,0.285714285714286,0.7,9000.99999999999,9001.00000000004,9000.99999999998,1.0,1,10,50
8.07354738362404,0.576681955973146,0.222222222222222,4,0.285714285714286,0.5,8,0.571428571428571,0.5,8569.21226028273,9000.99999999998,9001.0,0.8,2,10,50
5.04677258082435,0.360483755773168,0.444444444444444,2,0.142857142857143,0.7,4,0.285714285714286,0.7,8071.12232509126,8921.79304044684,8958.54008254332,0.8,3,10,50
9.70692145317187,0.693351532369419,0.222222222222222,6,0.428571428571429,0.2,4,0.285714285714286,0.6,9000.99999999999,9000.99999999998,9001.00000000001,0.8,4,10,50
6.14509498944562,0.438935356388973,0.444444444444444,3,0.214285714285714,0.6,4,0.285714285714286,0.7,9001.00000000006,8984.07857429968,8590.66642192818,0.6,2,10,50
5.46539273414065,0.390385195295761,0.555555555555556,3,0.214285714285714,0.6,6,0.428571428571429,0.6,8591.02736472063,9001.00000000002,9001.0,0.6,3,10,50
9.23941784246195,0.659958417318711,0.333333333333333,6,0.428571428571429,0.3,10,0.714285714285714,0.3,9922.95770235027,9934.0736132663,9506.02818685526,0.6,4,10,50
8.91456504832796,0.63675464630914,0.444444444444444,5,0.357142857142857,0.4,10,0.714285714285714,0.4,9001.0,9327.8463720179,9000.99999999999,0.4,2,10,50
7.11565381624264,0.508260986874474,0.333333333333333,4,0.285714285714286,0.5,6,0.428571428571429,0.6,9001.00000000002,9001.0,9000.99999999998,0.4,3,10,50
7.14076213754027,0.510054438395734,0.555555555555556,6,0.428571428571429,0.5,8,0.571428571428571,0.5,9000.99999999998,8805.22916778542,8702.11324216365,0.4,4,10,50
6.50994333962893,0.464995952830638,0.333333333333333,6,0.428571428571429,0.5,6,0.428571428571429,0.6,9000.99999999998,8683.62245212935,9001.0,0.2,2,10,50
8.99500055549383,0.642500039678131,0.333333333333333,6,0.428571428571429,0.3,4,0.285714285714286,0.6,9282.35539172263,8354.98054360184,9000.99999999993,0.2,3,10,50
7.88645706032663,0.563318361451902,0.333333333333333,5,0.357142857142857,0.3,8,0.571428571428571,0.4,9000.99999999999,8676.05966227519,9000.99999999998,0.2,4,10,50
5.57893567381402,0.39849540527243,0.333333333333333,4,0.285714285714286,0.4,2,0.142857142857143,0.7,2.25874853587098,1.5571217547819,1.74931182462793,1.0,1,10,100
1.80024441728697,0.128588886949069,0.666666666666667,0,0.0,0.9,0,0.0,0.9,8853.17677630693,8313.81980386267,8870.34518935088,0.8,2,10,100
9.84957226974781,0.703540876410558,0.222222222222222,5,0.357142857142857,0.3,10,0.714285714285714,0.3,8680.984497576,9236.15892895599,9348.73237671527,0.8,3,10,100
6.82013109654483,0.487152221181773,0.111111111111111,5,0.357142857142857,0.4,4,0.285714285714286,0.6,8546.80757263695,9000.99999999995,8342.00553880596,0.8,4,10,100
7.0061104321742,0.500436459441014,0.333333333333333,5,0.357142857142857,0.4,6,0.428571428571429,0.5,9000.99999999998,9001.00000000001,9001.00000000003,0.6,2,10,100
8.09198977891345,0.57799926992239,0.333333333333333,6,0.428571428571429,0.4,8,0.571428571428571,0.4,9001.00000000001,9000.99999999999,9000.99999999996,0.6,3,10,100
10.8659037884679,0.776135984890568,0.222222222222222,7,0.5,0.2,12,0.857142857142857,0.2,9001.00000000001,8562.40889484391,9001.00000000006,0.6,4,10,100
8.60126652594156,0.614376180424397,0.5,8,0.571428571428571,0.3,8,0.571428571428571,0.4,8633.34733821771,9000.99999999999,9001.00000000004,0.4,2,10,100
5.68003555160538,0.40571682511467,0.444444444444444,4,0.285714285714286,0.4,4,0.285714285714286,0.7,9000.99999999998,9001.00000000003,9000.99999999997,0.4,3,10,100
5.16342628596823,0.368816163283445,0.444444444444444,4,0.285714285714286,0.6,4,0.285714285714286,0.7,9000.99999999998,9001.00000000001,9000.99999999996,0.4,4,10,100
5.15498277969115,0.368213055692225,0.444444444444444,3,0.214285714285714,0.5,4,0.285714285714286,0.6,9.738731710753,5.4922807765315,6.00362522249687,0.2,2,10,100
8.7230307743584,0.623073626739886,0.222222222222222,6,0.428571428571429,0.3,8,0.571428571428571,0.4,8515.91223043539,9497.64699039467,8873.17339682164,0.2,3,10,100
4.80902121986446,0.343501515704604,0.666666666666667,3,0.214285714285714,0.6,4,0.285714285714286,0.7,9342.40007745207,9001.00000000004,9758.76751644991,0.2,4,10,100
0.421953116320409,0.0301395083086006,0.888888888888889,0,0.0,0.9,0,0.0,0.9,9460.575265948,8333.73044820128,9001.00000000005,1.0,1,10,500
0.666370403288523,0.0475978859491802,0.888888888888889,0,0.0,0.9,0,0.0,0.9,9000.99999999995,8711.38154535829,9000.99999999997,0.8,2,10,500
2.43417398066881,0.173869570047772,0.777777777777778,2,0.142857142857143,0.8,2,0.142857142857143,0.8,9000.99999999999,9000.99999999995,9001.0,0.8,3,10,500
0.11265414953894,0.0080467249670671,1.0,0,0.0,0.9,0,0.0,0.9,9000.99999999998,9000.99999999999,9000.99999999999,0.8,4,10,500
1.87445839351183,0.133889885250845,0.777777777777778,2,0.142857142857143,0.8,2,0.142857142857143,0.8,9000.99999999997,8567.88508246409,9001.00000000001,0.6,2,10,500
0.44306188201311,0.0316472772866507,1.0,0,0.0,0.9,0,0.0,0.9,8354.45777978269,7.27112430223269,240.950915449598,0.6,3,10,500
2.62926341517609,0.187804529655435,0.777777777777778,3,0.214285714285714,0.7,4,0.285714285714286,0.7,8248.29953843958,9001.00000000001,8583.76603710771,0.6,4,10,500
1.11520942117542,0.0796578157982446,0.666666666666667,0,0.0,0.9,0,0.0,0.9,9001.0,8108.89580744185,9001.0,0.4,2,10,500
0.981890901010999,0.0701350643579285,0.888888888888889,0,0.0,0.9,0,0.0,0.9,2.49215828193984,1.67565055173794,2.10019705649869,0.4,3,10,500
2.5210532163093,0.180075229736378,0.666666666666667,2,0.142857142857143,0.8,2,0.142857142857143,0.8,8343.11321310838,9347.93162621878,8424.60505021229,0.4,4,10,500
0.802355293856238,0.0573110924183027,0.888888888888889,0,0.0,0.9,0,0.0,0.9,8445.03117521683,8356.90099037175,8465.15150896075,0.2,2,10,500
0.830574380624375,0.0593267414731696,0.888888888888889,0,0.0,0.9,0,0.0,0.9,8599.68294753215,9001.00000000004,8601.79412353063,0.2,3,10,500
2.66725919342295,0.190518513815925,0.777777777777778,2,0.142857142857143,0.7,0,0.0,0.9,9001.00000000003,9000.99999999998,9001.00000000003,0.2,4,10,500
0.0066659260082213,0.0004761375720158,1.0,0,0.0,0.9,0,0.0,0.9,9000.99999999998,8127.70561141403,9000.99999999998,1.0,1,10,1000
0.0031107654705032,0.0002221975336073,1.0,0,0.0,0.9,0,0.0,0.9,9001.0,8613.46013429445,9000.99999999997,0.8,2,10,1000
0.902344183979558,0.0644531559985398,0.777777777777778,0,0.0,0.9,0,0.0,0.9,8413.43767404588,9001.00000000004,8392.75545633793,0.8,3,10,1000
0.0897678035773803,0.0064119859698128,1.0,0,0.0,0.9,0,0.0,0.9,9181.26047602576,9000.99999999998,8687.85805446486,0.8,4,10,1000
0.0911009887790245,0.006507213484216,1.0,0,0.0,0.9,0,0.0,0.9,8686.43280326806,9001.0,9724.31214129052,0.6,2,10,1000
1.96222641928675,0.140159029949053,0.888888888888889,2,0.142857142857143,0.8,2,0.142857142857143,0.8,8197.52080057064,9001.00000000001,8116.4640511113,0.6,3,10,1000
0.0402177535829352,0.0028726966844953,1.0,0,0.0,0.9,0,0.0,0.9,9001.00000000003,8603.37506955584,9000.99999999999,0.6,4,10,1000
