meanRF,varRF,meanNRF,varNRF,HighSupportCladesProp,likelihoodESS,priorESS,jointESS,tier,ZIP,leaves,independent_sites
9.17431396511499,3.46216682097051,0.655308140365356,0.017664116433523,0.333333333333333,8643.80757694078,7233.57005162588,7397.55486581439,1,independent,10,10
11.4758360182202,4.36299937044032,0.819702572730014,0.0222602008695935,0.111111111111111,7157.83284702499,5428.26296248842,5676.81433647287,4,"ZIP(0.5, 6.0)",10,10
7.53538495722697,1.0494422101248,0.53824178265907,0.0053542969904326,0.555555555555556,8722.94621655278,8629.59077328064,8209.81478824579,2,"ZIP(0.5, 6.0)",10,10
8.08643484057327,2.78941707711489,0.577602488612376,0.0142317197811984,0.444444444444444,9001.00000000002,9001.00000000002,8628.52920683972,3,"ZIP(0.5, 6.0)",10,10
6.0,0.0,0.428571428571429,0.0,1.0,4930.78808848214,9001.00000000001,5274.14159311841,4,"ZIP(0.9, 30.0)",10,10
4.86523719586713,4.96772585762076,0.347516942561938,0.0253455400899018,0.444444444444444,8466.47155452245,9025.84101217892,8438.09550621267,2,"ZIP(0.9, 30.0)",10,10
0.553049661148761,0.800324309644607,0.0395035472249115,0.0040832872941051,0.888888888888889,7690.14200247139,9000.99999999999,7621.82382198186,3,"ZIP(0.9, 30.0)",10,10
11.9768914565048,2.40657704699478,0.855492246893202,0.0122784543214019,0.111111111111111,7856.03546292076,5856.4891113886,5964.34350485752,4,"ZIP(0.2, 3.75)",10,10
11.3238529052328,1.49166319791628,0.808846636088054,0.007610526519981,0.333333333333333,9000.99999999996,8038.66883264235,8207.34660642299,2,"ZIP(0.2, 3.75)",10,10
13.5029441173203,1.06179688676567,0.964496008380021,0.0054173310549268,0.111111111111111,8294.69432755106,5895.25383743266,5974.86529690943,3,"ZIP(0.2, 3.75)",10,10
3.89978891234307,0.241956622103717,0.278556350881648,0.0012344725617536,0.777777777777778,8297.91452367888,8729.38056040703,8248.12605444286,4,"ZIP(0.7, 10.0)",10,10
6.59082324186202,4.81577799997531,0.47077308870443,0.0245702959182414,0.333333333333333,8423.76624245939,8166.96364520252,8096.89795555377,2,"ZIP(0.7, 10.0)",10,10
5.46405954893901,3.70118036267575,0.390289967781358,0.0188835732789579,0.444444444444444,9001.0,8675.2081737001,8575.68202970592,3,"ZIP(0.7, 10.0)",10,10
4.80857682479725,3.30924198545841,0.343469773199803,0.0168838876809102,0.444444444444444,9001.0,8634.36070281214,9366.12706953536,1,independent,10,50
3.83890678813465,2.47849053808836,0.274207627723904,0.0126453598882059,0.555555555555556,9001.00000000002,9000.99999999999,9001.00000000003,4,"ZIP(0.5, 6.0)",10,50
5.45894900566604,4.29078685084373,0.389924928976146,0.0218917696471619,0.333333333333333,9001.00000000004,7790.15185880857,8568.42793548416,2,"ZIP(0.5, 6.0)",10,50
5.5751583157427,3.80082282215556,0.398225593981621,0.0193919531742631,0.333333333333333,9001.00000000005,9000.99999999998,9900.71801173628,3,"ZIP(0.5, 6.0)",10,50
2.0,0.0,0.142857142857143,0.0,1.0,4720.97701563618,8551.75684012065,4870.55247484141,4,"ZIP(0.9, 30.0)",10,50
1.7922453060771,0.641722080262687,0.12801752186265,0.0032740922462382,0.888888888888889,9722.88100927741,9001.00000000001,9001.00000000001,2,"ZIP(0.9, 30.0)",10,50
2.35884901677591,1.36854640842376,0.168489215483994,0.006982379634815,0.777777777777778,7063.25597176228,8361.22353360128,7008.98164340623,3,"ZIP(0.9, 30.0)",10,50
11.3036329296745,1.60657457813329,0.807402352119606,0.0081968090721086,0.333333333333333,9001.00000000001,7967.70939865816,8260.69117538177,4,"ZIP(0.2, 3.75)",10,50
9.64915009443395,3.91289066646916,0.689225006745282,0.0199637278901488,0.111111111111111,8806.42287665118,7083.64959508342,7014.39761107246,2,"ZIP(0.2, 3.75)",10,50
7.83824019553383,4.37738641385525,0.559874299680988,0.0223336041523227,0.333333333333333,9001.00000000006,8044.12852138674,8057.80466169897,3,"ZIP(0.2, 3.75)",10,50
2.21886457060327,1.77653742176795,0.158490326471662,0.0090639664375915,0.777777777777778,8516.26180800774,8712.95906655963,8397.19276264674,4,"ZIP(0.7, 10.0)",10,50
7.89823352960782,3.53453132368008,0.56415953782913,0.0180333230800004,0.333333333333333,9001.0,9001.0,9000.99999999999,2,"ZIP(0.7, 10.0)",10,50
4.26974780579936,2.96011692527991,0.304981986128525,0.0151026373738771,0.444444444444444,8354.6434214166,9001.00000000003,8603.31406217709,3,"ZIP(0.7, 10.0)",10,50
7.42584157315854,3.70674991667592,0.53041725522561,0.0189119893707955,0.375,9001.0,9000.99999999999,9000.99999999995,1,independent,10,100
4.14865014998334,3.36945623325803,0.296332153570238,0.0171911032309083,0.5,8206.66434000936,9001.00000000001,8651.79383332629,4,"ZIP(0.5, 6.0)",10,100
5.89134540606599,1.25885953412584,0.420810386147571,0.0064227527251318,0.625,9001.00000000002,8637.09055585754,9001.00000000003,2,"ZIP(0.5, 6.0)",10,100
8.17375847128097,2.9724713056574,0.583839890805783,0.0151656699268235,0.375,9000.99999999999,8866.66870692328,9000.99999999998,3,"ZIP(0.5, 6.0)",10,100
4.0,0.0,0.285714285714286,0.0,1.0,2994.20868298974,741.523775336669,2894.29373297793,4,"ZIP(0.9, 30.0)",10,100
2.39040106654816,1.42134785023886,0.170742933324869,0.0072517747461166,0.75,9001.00000000001,8923.2865751245,8609.20048395958,2,"ZIP(0.9, 30.0)",10,100
